"","X","SNP","Gene","ID","Chromosome","Position","Trait.name","PS","Ind.SNP","SUPER","FarmCPU","mrMLM","rrBLUP","GLM","MAF.1.x","PVE.1.y","Gene.num","chr","start","end","width","strand","dis_start.positon","dis_positon.end","X.pacId","locusName","transcriptName","peptideName","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"274",1180,"PstI.TP521834","Sobic.004G187100","CmN.179",4,53924496,"CmN","CmN(PS_N(1);PS_Y(3))","CmN(C106+4202(4))","CmN(CMLM+SUPER(1)MLM+SUPER(1))","","CmN(mrMLM(1))","","CmN(GLM(1))",0.0721,23.77,3,"Chr04",53919932,53926437,6506,"-",-4564,-1941,37933281,"Sobic.004G187100","Sobic.004G187100.3","Sobic.004G187100.3.p","PF03000","PTHR32370,PTHR32370:SF6","","","","GO:0016567","AT5G64330.1","JK218,NPH3,RPT3","Phototropic-responsive NPH3 family protein","LOC_Os02g35970.1",NA,"BTBN2 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with non-phototropic hypocotyl 3 NPH3 and coiled-coil domains, expressed"
"276",1186,"PstI.TP532345","Sobic.009G099100","CmN.182",9,38275195,"CmN","CmN(PS_Y(3))","CmN(C116+3293(1);C124+2560(2))","CmN(CMLM+SUPER(2)MLM+SUPER(1))","","","","",0.05645,3.37,5,"Chr09",38276165,38281509,5345,"-",970,-6314,37919630,"Sobic.009G099100","Sobic.009G099100.5","Sobic.009G099100.5.p","PF00931","PTHR23155,PTHR23155:SF555","KOG4658","","","GO:0043531","AT3G14470.1","","NB-ARC domain-containing disease resistance protein","LOC_Os06g16790.1",NA,"go35 NBS-LRR, putative, expressed"
"277",1190,"PstI.TP532345","Sobic.009G099000","CmN.182",9,38275195,"CmN","CmN(PS_Y(3))","CmN(C116+3293(1);C124+2560(2))","CmN(CMLM+SUPER(2)MLM+SUPER(1))","","","","",0.05645,3.37,1,"Chr09",38258489,38275612,17124,"+",-16706,-417,37921193,"Sobic.009G099000","Sobic.009G099000.1","Sobic.009G099000.1.p","PF00854","PTHR11654,PTHR11654:SF19","KOG1237","3.6.3.26","K14638","GO:0016020,GO:0006810,GO:0005215","AT3G45650.1","NAXT1","nitrate excretion transporter1","LOC_Os05g27304.1",NA,"peptide transporter PTR2, putative, expressed"
"278",1192,"PstI.TP53685","Sobic.008G082800","CmN.183",8,15754213,"CmN","CmN(PS_Y(1))","CmN(C106+4202(1))","CmN(MLM+SUPER(1))","","","","",0.1179,2,2,"Chr08",15752370,15754852,2483,"-",-1843,-639,37928520,"Sobic.008G082800","Sobic.008G082800.2","Sobic.008G082800.2.p","PF13041,PF01535","PTHR24015,PTHR24015:SF514","","","","","AT2G22410.1","SLO1","SLOW GROWTH 1","LOC_Os12g13110.1",NA,"pentatricopeptide, putative, expressed"
"279",1194,"PstI.TP537292","Sobic.001G514500","CCirc_cm.36",1,78162057,"CCirc_cm","CCirc_cm(PS_N(1))","CCirc_cm(124+36088im(1))","","","CCirc_cm(FASTmrMLM(1))","","",0.2773,4.07,10,"Chr01",78162706,78168589,5884,"-",649,-6532,37944642,"Sobic.001G514500","Sobic.001G514500.10","Sobic.001G514500.10.p","PF00612","PTHR10699,PTHR10699:SF11","","","","GO:0005515","AT3G51380.1","IQD20","IQ-domain 20","LOC_Os03g04210.1",NA,"IQ calmodulin-binding motif family protein, putative, expressed"
"280",1195,"PstI.TP537292","Sobic.001G514400","CCirc_cm.36",1,78162057,"CCirc_cm","CCirc_cm(PS_N(1))","CCirc_cm(124+36088im(1))","","","CCirc_cm(FASTmrMLM(1))","","",0.2773,4.07,1,"Chr01",78160422,78162432,2011,"+",-1635,-375,37940374,"Sobic.001G514400","Sobic.001G514400.1","Sobic.001G514400.1.p","PF02798,PF00043","PTHR11260,PTHR11260:SF287","KOG0867","2.5.1.18","K00799","GO:0005515","AT3G03190.1","ATGSTF11,ATGSTF6,GSTF11","glutathione S-transferase F11","LOC_Os03g04220.1",NA,"glutathione S-transferase, putative, expressed"
"282",1206,"PstI.TP5429","Sobic.002G393266","CmD_BI_mm.54",2,74605041,"CmD_BI_mm","CmD_BI_mm(PS_N(1))","CmD_BI_mm(124+36088im(1))","","CmD_BI_mm(FarmCPU(1))","","","",0.2011,0.7893,1,"Chr02",74604422,74609738,5317,"+",-619,-4697,37952531,"Sobic.002G393266","Sobic.002G393266.1","Sobic.002G393266.1.p","","","","","","","","","","",NA,""
"283",1207,"PstI.TP543083","Sobic.007G068300","CmN.185",7,7619505,"CmN","CmN(PS_Y(2))","CmN(124+36088im(2))","CmN(CMLM+SUPER(1))","","","","CmN(GLM(1))",0.2048,6.796,1,"Chr07",7617494,7620027,2534,"+",-2011,-522,37936316,"Sobic.007G068300","Sobic.007G068300.1","Sobic.007G068300.1.p","PF12142,PF12143,PF00264","PTHR11474,PTHR11474:SF16","","1.10.3.1","K00422","GO:0055114,GO:0004097,GO:0016491,GO:0008152","","","","LOC_Os01g58100.1",NA,"polyphenol oxidase, putative, expressed"
"284",1208,"PstI.TP547023","Sobic.002G405800","CmN.186",2,75564773,"CmN","CmN(PS_Y(2))","CmN(C124+2560(2))","CmN(CMLM+SUPER(1)MLM+SUPER(1))","","","","",0.06855,0.5266,1,"Chr02",75554537,75564924,10388,"-",-10236,-151,37954641,"Sobic.002G405800","Sobic.002G405800.1","Sobic.002G405800.1.p","PF00628,PF02791","PTHR22880,PTHR22880:SF5","","","","GO:0005515","AT5G22760.1","","PHD finger family protein","LOC_Os07g46690.1",NA,"PHD-finger family protein, expressed"
"286",1211,"PstI.TP55941","Sobic.006G150100","Cml_cm.52",6,51146867,"Cml_cm","Cml_cm(PS_Y(3))","Cml_cm(C106+4202(1);C124+2560(2))","","","Cml_cm(FASTmrMLM(1)mrMLM(1)pKWmEB(1))","","",0.2596,21.27,1,"Chr06",51145123,51147729,2607,"+",-1744,-862,37947498,"Sobic.006G150100","Sobic.006G150100.1","Sobic.006G150100.1.p","PF00230","PTHR19139,PTHR19139:SF137","KOG0223","","K09872","GO:0016020,GO:0006810,GO:0005215","AT2G37170.1","PIP2;2,PIP2B","plasma membrane intrinsic protein 2","LOC_Os02g41860.2",NA,"aquaporin protein, putative, expressed"
"287",1236,"PstI.TP570804","Sobic.004G053600","CmN.187",4,4364673,"CmN","CmN(PS_Y(2))","CmN(C106+4202(2))","CmN(CMLM+SUPER(1)MLM+SUPER(1))","","","","",0.3585,0.2823,6,"Chr04",4363605,4365472,1868,"+",-1068,-799,37932930,"Sobic.004G053600","Sobic.004G053600.6","Sobic.004G053600.6.p","PF01730","PTHR33620,PTHR33620:SF1","","","K03188","GO:0016151,GO:0006807","AT1G21840.1","UREF","urease accessory protein F","LOC_Os02g07150.1",NA,"urease accessory protein F, putative, expressed"
"288",1238,"PstI.TP570804","Sobic.004G053700","CmN.187",4,4364673,"CmN","CmN(PS_Y(2))","CmN(C106+4202(2))","CmN(CMLM+SUPER(1)MLM+SUPER(1))","","","","",0.3585,0.2823,1,"Chr04",4365616,4367727,2112,"-",943,-3054,37930303,"Sobic.004G053700","Sobic.004G053700.1","Sobic.004G053700.1.p","PF00903","PTHR11959,PTHR11959:SF7","KOG0638","1.13.11.27","K00457","GO:0055114,GO:0016701,GO:0009072,GO:0003868","AT1G06570.1","HPD,PDS1","phytoene desaturation 1","LOC_Os02g07160.1",NA,"glyoxalase family protein, putative, expressed"
"289",1244,"PstI.TP577552","Sobic.002G221400","Cml_cm.53",2,61335361,"Cml_cm","Cml_cm(PS_Y(2))","Cml_cm(C106+4202(2))","","","Cml_cm(FASTmrEMMA(1)mrMLM(1))","","",0.0288,7.509,1,"Chr02",61333318,61337308,3991,"+",-2043,-1947,37953258,"Sobic.002G221400","Sobic.002G221400.1","Sobic.002G221400.1.p","","PTHR10593,PTHR10593:SF40","","","","","AT1G25250.1","AtIDD16,IDD16","indeterminate(ID)-domain 16","LOC_Os09g27650.2",NA,"ZOS9-14 - C2H2 zinc finger protein, expressed"
"290",1294,"PstI.TP57846","Sobic.004G051900","CmDW_g.48",4,4201581,"CmDW_g","CmDW_g(PS_N(7))","CmDW_g(C106+4202(4);C116+3293(1);C124+2560(2))","","","CmDW_g(FASTmrMLM(1)ISIS EM-BLASSO(3)mrMLM(1)pKWmEB(2))","","",0.2298,42.98,3,"Chr04",4197618,4203457,5840,"+",-3963,-1876,37933932,"Sobic.004G051900","Sobic.004G051900.3","Sobic.004G051900.3.p","PF02309,PF02362,PF06507","PTHR31384,PTHR31384:SF22","","","","GO:0006355,GO:0005634,GO:0003677,GO:0009725","AT5G37020.1","ARF8,ATARF8","auxin response factor 8","LOC_Os02g06910.1",NA,"auxin response factor 6, putative, expressed"
"291",1312,"PstI.TP58391","Sobic.007G220200","CmN.190",7,64850518,"CmN","CmN(PS_Y(1))","CmN(C106+4202(1))","CmN(MLM+SUPER(1))","","","","",0.1085,0.5988,3,"Chr07",64850475,64852082,1608,"+",-43,-1564,37934421,"Sobic.007G220200","Sobic.007G220200.3","Sobic.007G220200.3.p","PF03168","PTHR31852,PTHR31852:SF29","","","","","AT4G26490.1","","Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family","LOC_Os08g38580.1",NA,"harpin-induced protein 1 domain containing protein, expressed"
"292",1313,"PstI.TP58391","Sobic.007G220150","CmN.190",7,64850518,"CmN","CmN(PS_Y(1))","CmN(C106+4202(1))","CmN(MLM+SUPER(1))","","","","",0.1085,0.5988,1,"Chr07",64847295,64850360,3066,"+",-3223,158,37936791,"Sobic.007G220150","Sobic.007G220150.1","Sobic.007G220150.1.p","","","","","","","","","","",NA,""
"293",1314,"PstI.TP584552","Sobic.002G200900","CCirc_cm.38",2,59081475,"CCirc_cm","CCirc_cm(PS_N(1))","CCirc_cm(124+36088im(1))","","","CCirc_cm(mrMLM(1))","","",0.0641,16.25,2,"Chr02",59072224,59081085,8862,"+",-9251,390,37950405,"Sobic.002G200900","Sobic.002G200900.2","Sobic.002G200900.2.p","PF12697","PTHR26374,PTHR26374:SF200","KOG1454","","","","AT1G74640.1","","alpha/beta-Hydrolases superfamily protein","LOC_Os09g24710.2",NA,"alpha/beta hydrolase fold, putative, expressed"
"295",1325,"PstI.TP607682","Sobic.006G239300","CmN.195",6,57995101,"CmN","CmN(PS_Y(1))","CmN(124+36088im(1))","","","","","CmN(GLM(1))",0.184,8.114,1,"Chr06",57990555,57994242,3688,"-",-4546,859,37946513,"Sobic.006G239300","Sobic.006G239300.1","Sobic.006G239300.1.p","PF00892","PTHR23051,PTHR23051:SF2","KOG2765","","K15289","GO:0016021,GO:0016020","AT4G32140.1","","EamA-like transporter family","LOC_Os04g55260.1",NA,"thiamine-repressible mitochondrial transport protein THI74, putative, expressed"
"296",1326,"PstI.TP609740","Sobic.009G066500","SDW_kg.36",9,7287080,"SDW_kg","SDW_kg(PS_N(1))","SDW_kg(124+36088im(1))","","","SDW_kg(FASTmrMLM(1))","","",0.3105,3.491,2,"Chr09",7284711,7286852,2142,"-",-2369,228,37919657,"Sobic.009G066500","Sobic.009G066500.2","Sobic.009G066500.2.p","PF04570","PTHR33059,PTHR33059:SF12","","","","","AT5G11460.1","","Protein of unknown function (DUF581)","LOC_Os05g08800.1",NA,"DUF581 domain containing protein, expressed"
"297",1328,"PstI.TP609962","Sobic.005G123500","CmN.196",5,53907385,"CmN","CmN(PS_Y(1))","CmN(124+36088im(1))","","","","","CmN(GLM(1))",0.156,8.892,1,"Chr05",53906531,53909045,2515,"-",-854,-1660,37924944,"Sobic.005G123500","Sobic.005G123500.1","Sobic.005G123500.1.p","PF03083","PTHR10791,PTHR10791:SF56","KOG1623","","K15382","","AT3G48740.1","","Nodulin MtN3 family protein","LOC_Os11g31190.1",NA,"nodulin MtN3 family protein, putative, expressed"
"298",1329,"PstI.TP617554","Sobic.007G035900","CmN.197",7,3245920,"CmN","CmN(PS_N(1))","CmN(C124+2560(1))","","CmN(FarmCPU(1))","","","",0.1048,13.51,1,"Chr07",3245212,3246147,936,"-",-708,-227,37934538,"Sobic.007G035900","Sobic.007G035900.1","Sobic.007G035900.1.p","","PTHR34838,PTHR34838:SF3","","","","","","","","LOC_Os08g04640.1",NA,"expressed protein"
"299",1330,"PstI.TP629514","Sobic.006G057300","CmN.198",6,40243524,"CmN","CmN(PS_Y(2))","CmN(C106+4202(1);C116+3293(1))","CmN(CMLM+SUPER(1))","","","","CmN(GLM(1))",0.09052,12.89,1,"Chr06",40242354,40244140,1787,"-",-1170,-616,37948691,"Sobic.006G057300","Sobic.006G057300.1","Sobic.006G057300.1.p","PF03171,PF14226","PTHR10209,PTHR10209:SF96","KOG0143","4.2.1.78","","GO:0055114,GO:0016491","AT1G17020.1","ATSRG1,SRG1","senescence-related gene 1","LOC_Os03g32470.1",NA,"leucoanthocyanidin dioxygenase, putative, expressed"
"300",1331,"PstI.TP631692","Sobic.002G235700","CmD_BI_mm.57",2,62659796,"CmD_BI_mm","CmD_BI_mm(PS_Y(1))","CmD_BI_mm(124+36088im(1))","","","CmD_BI_mm(mrMLM(1))","","",0.3443,3.22,1,"Chr02",62657766,62663108,5343,"+",-2030,-3312,37953376,"Sobic.002G235700","Sobic.002G235700.1","Sobic.002G235700.1.p","PF00010","PTHR12565,PTHR12565:SF102","","","","GO:0046983","AT1G68920.3","","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os09g29830.1",NA,"helix-loop-helix DNA-binding domain containing protein, expressed"
"301",1338,"PstI.TP647611","Sobic.004G244400","Yld_kg.41",4,59195320,"Yld_kg","Yld_kg(PS_N(1))","Yld_kg(C116+3293(1))","","","Yld_kg(mrMLM(1))","","",0.1447,0,3,"Chr04",59195989,59204400,8412,"-",669,-9080,37929828,"Sobic.004G244400","Sobic.004G244400.3","Sobic.004G244400.3.p","PF08148,PF00270,PF00271","","","3.6.4.13","","GO:0003676,GO:0005524","AT1G70070.1","EMB25,ISE2,PDE317","DEAD/DEAH box helicase, putative","LOC_Os02g50560.1",NA,"DSHCT domain containing protein, expressed"
"302",1340,"PstI.TP647611","Sobic.004G244300","Yld_kg.41",4,59195320,"Yld_kg","Yld_kg(PS_N(1))","Yld_kg(C116+3293(1))","","","Yld_kg(mrMLM(1))","","",0.1447,0,1,"Chr04",59191248,59195520,4273,"+",-4072,-200,37931543,"Sobic.004G244300","Sobic.004G244300.1","Sobic.004G244300.1.p","PF02181","PTHR23213,PTHR23213:SF239","","","","","AT1G70140.1","ATFH8,FH8","formin 8","LOC_Os02g50570.1",NA,"retrotransposon protein, putative, unclassified, expressed"
"303",1343,"PstI.TP648736","Sobic.004G254800","Bcirc_cm.57",4,60109935,"Bcirc_cm","Bcirc_cm(PS_Y(1))","Bcirc_cm(124+36088im(1))","Bcirc_cm(MLM+SUPER(1))","","","","",0.166,17.11,4,"Chr04",60108846,60115112,6267,"-",-1089,-5177,37929816,"Sobic.004G254800","Sobic.004G254800.4","Sobic.004G254800.4.p","PF00226","PTHR24078,PTHR24078:SF184","KOG0722","","","","AT1G61770.1","","Chaperone DnaJ-domain superfamily protein","LOC_Os12g15590.2",NA,"heat shock protein DnaJ, putative, expressed"
"304",1345,"PstI.TP650798","Sobic.002G292100","SDW_kg.38",2,67010862,"SDW_kg","SDW_kg(PS_Y(1))","SDW_kg(124+36088im(1))","","","SDW_kg(mrMLM(1))","","",0.2664,6.891,2,"Chr02",67011078,67015058,3981,"+",216,-4196,37952570,"Sobic.002G292100","Sobic.002G292100.2","Sobic.002G292100.2.p","PF03547","PTHR31651,PTHR31651:SF3","KOG2722","","K07088","GO:0055085,GO:0016021","AT5G65980.1","","Auxin efflux carrier family protein","LOC_Os09g38130.1",NA,"auxin efflux carrier component, putative, expressed"
"305",1346,"PstI.TP650798","Sobic.002G292000","SDW_kg.38",2,67010862,"SDW_kg","SDW_kg(PS_Y(1))","SDW_kg(124+36088im(1))","","","SDW_kg(mrMLM(1))","","",0.2664,6.891,1,"Chr02",67008667,67010027,1361,"+",-2195,835,37953324,"Sobic.002G292000","Sobic.002G292000.1","Sobic.002G292000.1.p","","","","","","","","","","",NA,""
"306",1350,"PstI.TP651320","Sobic.005G111000","CCirc_cm.40",5,35481232,"CCirc_cm","CCirc_cm(PS_N(1))","CCirc_cm(C106+4202(1))","","CCirc_cm(FarmCPU(1))","","","",0.2547,7.719,2,"Chr05",35464510,35482244,17735,"-",-16722,-1012,37924181,"Sobic.005G111000","Sobic.005G111000.2","Sobic.005G111000.2.p","PF08263,PF13855,PF00069","PTHR27001,PTHR27001:SF153","KOG0984","2.7.11.1","","GO:0005515,GO:0006468,GO:0005524,GO:0004672","AT1G66150.1","TMK1","transmembrane kinase 1","LOC_Os11g26130.1",NA,"receptor protein kinase TMK1 precursor, putative, expressed"
"308",1353,"PstI.TP65271","Sobic.003G029900","Yld_kg.42",3,2656013,"Yld_kg","Yld_kg(PS_N(1))","Yld_kg(C116+3293(1))","","","Yld_kg(ISIS EM-BLASSO(1))","","",0.1466,2.052,1,"Chr03",2655907,2661093,5187,"+",-106,-5080,37912825,"Sobic.003G029900","Sobic.003G029900.1","Sobic.003G029900.1.p","PF01565,PF09265","PTHR13878,PTHR13878:SF14","KOG1231","1.5.99.12","K00279","GO:0055114,GO:0050660,GO:0016491,GO:0019139,GO:0009690","AT1G75450.1","ATCKX5,ATCKX6,CKX5","cytokinin oxidase 5","LOC_Os01g10110.1",NA,"cytokinin dehydrogenase precursor, putative, expressed"
"309",1354,"PstI.TP6534","Sobic.004G306200","SDW_kg.39",4,64452246,"SDW_kg","SDW_kg(PS_N(1))","SDW_kg(124+36088im(1))","","","SDW_kg(pKWmEB(1))","","",0.1815,2.76,1,"Chr04",64451754,64453755,2002,"-",-492,-1509,37933722,"Sobic.004G306200","Sobic.004G306200.1","Sobic.004G306200.1.p","PF00254","PTHR10516,PTHR10516:SF214","KOG0544","5.2.1.8","K01802","GO:0006457","AT5G64350.1","ATFKBP12,FKBP12","FK506-binding protein 12","LOC_Os02g52290.1",NA,"peptidyl-prolyl cis-trans isomerase, FKBP-type, putative, expressed"
"310",1355,"PstI.TP6534","Sobic.004G306100","SDW_kg.39",4,64452246,"SDW_kg","SDW_kg(PS_N(1))","SDW_kg(124+36088im(1))","","","SDW_kg(pKWmEB(1))","","",0.1815,2.76,2,"Chr04",64440836,64451263,10428,"+",-11410,983,37933505,"Sobic.004G306100","Sobic.004G306100.2","Sobic.004G306100.2.p","","PTHR31110,PTHR31110:SF2","","","","","AT4G24610.1","","","LOC_Os02g52280.1",NA,"expressed protein"
"312",1363,"PstI.TP663163","Sobic.002G330400","CmN.200",2,69910554,"CmN","CmN(PS_Y(1))","CmN(124+36088im(1))","","","","","CmN(GLM(1))",0.05013,7.56,1,"Chr02",69906408,69909933,3526,"+",-4146,621,37954816,"Sobic.002G330400","Sobic.002G330400.1","Sobic.002G330400.1.p","","PTHR24015,PTHR24015:SF314","","","","","AT4G18975.3","","Pentatricopeptide repeat (PPR) superfamily protein","LOC_Os07g36180.2",NA,"pentatricopeptide, putative, expressed"
"313",1364,"PstI.TP663427","Sobic.001G425300","Bcirc_cm.59",1,70529598,"Bcirc_cm","Bcirc_cm(PS_N(1);PS_Y(2))","Bcirc_cm(C116+3293(1);C124+2560(2))","Bcirc_cm(CMLM+SUPER(1)MLM+SUPER(1))","Bcirc_cm(FarmCPU(1))","","","",0.07759,0.5925,1,"Chr01",70526724,70529971,3248,"-",-2874,-373,37940682,"Sobic.001G425300","Sobic.001G425300.1","Sobic.001G425300.1.p","PF04788","PTHR31300,PTHR31300:SF2","","","","","AT5G05840.1","","Protein of unknown function (DUF620)","LOC_Os03g16060.1",NA,"expressed protein"
"314",1365,"PstI.TP676875","Sobic.003G039600","SDW_kg.40",3,3702504,"SDW_kg","SDW_kg(PS_N(1))","SDW_kg(124+36088im(1))","","","SDW_kg(mrMLM(1))","","",0.3197,24.55,2,"Chr03",3701476,3702424,949,"-",-1028,80,37914229,"Sobic.003G039600","Sobic.003G039600.2","Sobic.003G039600.2.p","","PTHR33120,PTHR33120:SF3","","","","","","","","LOC_Os05g08860.1",NA,"expressed protein"
"315",1367,"PstI.TP697156","Sobic.004G105100","Bcirc_cm.61",4,9915378,"Bcirc_cm","Bcirc_cm(PS_N(1))","Bcirc_cm(124+36088im(1))","","Bcirc_cm(FarmCPU(1))","","","",0.06588,1.373,1,"Chr04",9913834,9917972,4139,"+",-1544,-2594,37930195,"Sobic.004G105100","Sobic.004G105100.1","Sobic.004G105100.1.p","PF00141","PTHR31388,PTHR31388:SF40","","1.11.1.7","K00430","GO:0055114,GO:0020037,GO:0006979,GO:0004601","AT5G05340.1","","Peroxidase superfamily protein","LOC_Os02g14160.1",NA,"peroxidase precursor, putative, expressed"
"316",1368,"PstI.TP69823","Sobic.001G429100","CmN.201",1,70805200,"CmN","CmN(PS_N(1);PS_Y(1))","CmN(C106+4202(1);C124+2560(1))","CmN(CMLM+SUPER(1))","CmN(FarmCPU(1))","","","",0.2547,3.059,1,"Chr01",70804848,70808500,3653,"+",-352,-3300,37938419,"Sobic.001G429100","Sobic.001G429100.1","Sobic.001G429100.1.p","PF01652","PTHR11960,PTHR11960:SF18","KOG1669","","K03259","GO:0006413,GO:0005737,GO:0003743,GO:0003723","AT5G18110.1","NCBP","novel cap-binding protein","LOC_Os03g15590.1",NA,"eukaryotic translation initiation factor, putative, expressed"
"318",1371,"PstI.TP701332","Sobic.003G264100","SDW_kg.41",3,60121147,"SDW_kg","SDW_kg(PS_N(1))","SDW_kg(124+36088im(1))","","SDW_kg(FarmCPU(1))","","","",0.06618,4.091,1,"Chr03",60121128,60128012,6885,"+",-19,-6865,37913955,"Sobic.003G264100","Sobic.003G264100.1","Sobic.003G264100.1.p","PF13625,PF04851,PF00271","PTHR11274:SF0,PTHR11274","","3.6.4.12","K10843","GO:0003677,GO:0005524,GO:0016787","AT5G41360.1","ATXPB2,XPB2","homolog of Xeroderma pigmentosum complementation group B 2","LOC_Os01g49680.1",NA,"DNA repair helicase XPB2, putative, expressed"
"319",1375,"PstI.TP703969","Sobic.001G544600","Cml_cm.55",1,80877289,"Cml_cm","Cml_cm(PS_N(1))","Cml_cm(C116+3293(1))","","Cml_cm(FarmCPU(1))","","","",0.1164,1.468,2,"Chr01",80876468,80878678,2211,"-",-821,-1389,37943550,"Sobic.001G544600","Sobic.001G544600.2","Sobic.001G544600.2.p","PF14572,PF13793","PTHR10210,PTHR10210:SF58","KOG1448","2.7.6.1","K00948","GO:0009165,GO:0004749,GO:0000287","AT2G44530.1","","Phosphoribosyltransferase family protein","LOC_Os03g01018.1",NA,"phosphoribosyl transferase, putative, expressed"
"320",1376,"PstI.TP704102","Sobic.003G413800","CmN.204",3,72097083,"CmN","CmN(PS_Y(3))","CmN(124+36088im(3))","CmN(CMLM+SUPER(1)MLM+SUPER(1))","","","","CmN(GLM(1))",0.06264,9.479,1,"Chr03",72095299,72096870,1572,"+",-1784,213,37916451,"Sobic.003G413800","Sobic.003G413800.1","Sobic.003G413800.1.p","PF00067","PTHR24298,PTHR24298:SF95","KOG0156","","","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT1G64940.1","CYP89A6","cytochrome P450, family 87, subfamily A, polypeptide 6","LOC_Os08g05620.1",NA,"cytochrome P450, putative, expressed"
"321",1377,"PstI.TP704244","Sobic.003G188100","CmD_BI_mm.58",3,50687892,"CmD_BI_mm","CmD_BI_mm(PS_N(4))","CmD_BI_mm(124+36088im(1);C106+4202(3))","","CmD_BI_mm(FarmCPU(1))","CmD_BI_mm(FASTmrMLM(1)mrMLM(1)pKWmEB(1))","","",0.0685,14.5,2,"Chr03",50686166,50690141,3976,"+",-1726,-2249,37918272,"Sobic.003G188100","Sobic.003G188100.2","Sobic.003G188100.2.p","PF07714,PF01657","PTHR27002:SF15,PTHR27002","KOG1187","2.7.11.1","","GO:0004672,GO:0006468","AT1G70520.1","CRK2","cysteine-rich RLK (RECEPTOR-like protein kinase) 2","LOC_Os01g36790.1",NA,"TKL_IRAK_DUF26-lf.2 - DUF26 kinases have homology to DUF26 containing loci, expressed"
"322",1427,"PstI.TP704666","Sobic.004G268200","CmD_BI_mm.59",4,61217735,"CmD_BI_mm","CmD_BI_mm(PS_N(1))","CmD_BI_mm(C124+2560(1))","","","CmD_BI_mm(FASTmrEMMA(1))","","",0.0403,9.675,2,"Chr04",61216506,61221364,4859,"+",-1229,-3629,37933255,"Sobic.004G268200","Sobic.004G268200.2","Sobic.004G268200.2.p","","PTHR35490,PTHR35490:SF1","","","","","AT3G50910.1","","","LOC_Os02g47580.1",NA,"expressed protein"
"323",1430,"PstI.TP710636","Sobic.006G089300","Yld_kg.45",6,45894338,"Yld_kg","Yld_kg(PS_N(1))","Yld_kg(C124+2560(1))","","","Yld_kg(ISIS EM-BLASSO(1))","","",0.1895,16.01,2,"Chr06",45893609,45897184,3576,"-",-729,-2846,37946859,"Sobic.006G089300","Sobic.006G089300.2","Sobic.006G089300.2.p","PF00854","PTHR11654,PTHR11654:SF114","KOG1237","","","GO:0016020,GO:0006810,GO:0005215","AT1G33440.1","","Major facilitator superfamily protein","LOC_Os04g36040.1",NA,"peptide transporter PTR2, putative, expressed"
"324",1432,"PstI.TP710636","Sobic.006G089266","Yld_kg.45",6,45894338,"Yld_kg","Yld_kg(PS_N(1))","Yld_kg(C124+2560(1))","","","Yld_kg(ISIS EM-BLASSO(1))","","",0.1895,16.01,1,"Chr06",45890642,45893572,2931,"+",-3696,766,37948911,"Sobic.006G089266","Sobic.006G089266.1","Sobic.006G089266.1.p","","","","","","","","","","",NA,""
"325",1467,"PstI.TP714069","Sobic.004G281800","Bcirc_cm.63",4,62405613,"Bcirc_cm","Bcirc_cm(PS_Y(2))","Bcirc_cm(C106+4202(2))","","","Bcirc_cm(FASTmrEMMA(1)mrMLM(1))","","",0.024,4.721,1,"Chr04",62405460,62410611,5152,"+",-153,-4998,37932304,"Sobic.004G281800","Sobic.004G281800.1","Sobic.004G281800.1.p","PF00249","PTHR12802,PTHR12802:SF48","KOG0724","","","","AT5G52660.2","","Homeodomain-like superfamily protein","LOC_Os02g45670.1",NA,"myb-like DNA-binding domain containing protein, expressed"
"326",1468,"PstI.TP714651","Sobic.005G029700","CmN.206",5,2641756,"CmN","CmN(PS_Y(2))","CmN(C106+4202(1);C116+3293(1))","CmN(MLM+SUPER(2))","","","","",0.1557,0.1384,1,"Chr05",2631011,2641746,10736,"-",-10745,10,37923126,"Sobic.005G029700","Sobic.005G029700.1","Sobic.005G029700.1.p","PF00651,PF11900","PTHR24413,PTHR24413:SF113","","","K14508","GO:0005515","AT2G41370.1","BOP2","Ankyrin repeat family protein / BTB/POZ domain-containing protein","LOC_Os12g04410.1",NA,"BTBA6 - Bric-a-Brac,Tramtrack, Broad Complex BTB domain with Ankyrin repeat region, expressed"
"327",1469,"PstI.TP719892","Sobic.005G167800","CmN.207",5,64652954,"CmN","CmN(PS_Y(3))","CmN(124+36088im(3))","CmN(CMLM+SUPER(1)MLM+SUPER(1))","","","","CmN(GLM(1))",0.1613,7.722,1,"Chr05",64651919,64655299,3381,"-",-1035,-2345,37925088,"Sobic.005G167800","Sobic.005G167800.1","Sobic.005G167800.1.p","","PTHR34113,PTHR34113:SF2","","","","","AT3G55760.2","","","LOC_Os11g37560.2",NA,"expressed protein"
