Chrom,Start,End,Start.1,End.1,ID,ID.2,ID.1,Name,Trait.name,Group2,Group,Colors,Group3,New ID
4,12330408,12330408,12330408,12330408,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP827851,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Current Study.CmD_BI
3,60988993,60988993,60988993,60988993,Current Study.Cml,Cml(Current Study),Cml(Current Study),PstI.TP1066422,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
8,62622087,62622087,62622087,62622087,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP107240,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
2,72930521,72930521,72930521,72930521,Current Study.CCirc,CCirc(Current Study),CCirc(Current Study),PstI.TP875140,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study,Current Study.CCirc
7,56447700,56447700,56447700,56447700,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP1083673,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
4,14235179,14235179,14235179,14235179,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP575629,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Current Study.CmD_BI
6,47330022,47330022,47330022,47330022,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP1090311,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
4,65166320,65166320,65166320,65166320,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP1098463,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
4,60813260,60813301,60803260,60823301,Clark_et_al_(2019).CmDW/V,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),PstI.TP264924,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Current Study.CmD_BI
6,57974096,57974096,57974096,57974096,Current Study.CmD_LI,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP10996,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study,Current Study.CmD_LI
6,57974096,57974096,57974096,57974096,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP10996,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
6,57974096,57974096,57974096,57974096,Current Study.Cml,Cml(Current Study),Cml(Current Study),PstI.TP10996,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
6,57974096,57974096,57974096,57974096,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP10996,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
6,57974096,57974096,57974096,57974096,Current Study.Yld,Yld(Current Study),Yld(Current Study),PstI.TP10996,Fresh weight ,Yld,Yld(Current Study),Red,Current Study,Current Study.Yld
2,63346042,63346042,63346042,63346042,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP1100764,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
2,76754510,76754522,76744510,76764522,Clark_et_al_(2019).CC/BC,CC/BC(Clark(2019))BC(Dong(2017)),CC/BC(Clark.et.al.(2019))BC(Dong.et.al.(2017)),PstI.TP718837,Compressed circumference/basal circumference,CC/BC,CC/BC(Clark2019)),Blue,Clark_et_al_(2019),Current Study.CCirc
10,9880843,9880843,9880843,9880843,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP110898,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
10,9880843,9880843,9880843,9880843,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP110898,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
1,67205643,67205643,67205643,67205643,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP111833,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
2,61958273,61958273,61958273,61958273,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP1123778,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
2,59726913,59726913,59726913,59726913,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP1128002,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
3,65668248,65668248,65668248,65668248,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP1128716,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
2,67004686,67004686,67004686,67004686,Current Study.Flowering,Flo(Current Study),Flo(Current Study),NsiI.TP39438,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
4,61217735,61217735,61217735,61217735,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP704666,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Current Study.CmD_BI
2,67346618,67346618,67346618,67346618,Current Study.Flowering,Flo(Current Study),Flo(Current Study),PstI.TP57930,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
3,6399724,6399724,6399724,6399724,Current Study.CCirc,CCirc(Current Study),CCirc(Current Study),NsiI.TP634727,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study,Current Study.CCirc
3,17294985,17294985,17294985,17294985,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP1146105,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
4,48397503,48397503,48397503,48397503,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP1148487,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
2,62049812,62049812,62049812,62049812,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP1148558,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
9,1671674,1671674,1671674,1671674,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP1150566,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
2,72884008,72884008,72884008,72884008,Current Study.Flowering,Flo(Current Study),Flo(Current Study),NsiI.TP563567,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
2,47054143,47054143,47054143,47054143,Current Study.CmD_LI,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP1154493,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study,Current Study.CmD_LI
4,63683010,63683010,63683010,63683010,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP1132955,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Current Study.CmD_BI
9,50004653,50004653,50004653,50004653,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP1155086,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
9,50004653,50004653,50004653,50004653,Current Study.Cml,Cml(Current Study),Cml(Current Study),PstI.TP1155086,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
9,50004653,50004653,50004653,50004653,Current Study.SDW,SDW(Current Study),SDW(Current Study),PstI.TP1155086,Sample Dry weight ,SDW,SDW(Current Study),Red,Current Study,Current Study.SDW
3,50687892,50687892,50687892,50687892,Current Study.CCirc,CCirc(Current Study),CCirc(Current Study),PstI.TP704244,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study,Current Study.CCirc
7,62490129,62490129,62490129,62490129,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP116046,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
10,17579080,17579080,17579080,17579080,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP1160897,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
2,73904492,73904492,73904492,73904492,Current Study.Flowering,Flo(Current Study),Flo(Current Study),PstI.TP1231486,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
6,56319647,56319647,56319647,56319647,Current Study.SDW,SDW(Current Study),SDW(Current Study),PstI.TP1164091,Sample Dry weight ,SDW,SDW(Current Study),Red,Current Study,Current Study.SDW
3,1938537,1938537,714600,2724777,Dong_et_al_(2017).Flowering,Flower(Dong_et_al_(2017)),Flower(Dong.et.al.(2017)),Flower(6.8cM)),Flowering,Flowering,Flower(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).Flowering
2,45986549,45986549,45986549,45986549,Current Study.CmD_LI,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP117081,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study,Current Study.CmD_LI
10,54500517,54500517,54500517,54500517,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP117838,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
10,54500517,54500517,54500517,54500517,Current Study.SDW,SDW(Current Study),SDW(Current Study),PstI.TP117838,Sample Dry weight ,SDW,SDW(Current Study),Red,Current Study,Current Study.SDW
5,2299991,2299991,2299991,2299991,Current Study.CmD_LI,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP1181476,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study,Current Study.CmD_LI
5,2299991,2299991,2299991,2299991,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP1181476,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
5,2299991,2299991,2299991,2299991,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP1181476,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
3,65443424,65443424,65443424,65443424,Current Study.SDW,SDW(Current Study),SDW(Current Study),PstI.TP1184037,Sample Dry weight ,SDW,SDW(Current Study),Red,Current Study,Current Study.SDW
9,50325026,50325026,50325026,50325026,Current Study.Cml,Cml(Current Study),Cml(Current Study),PstI.TP118716,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
6,50717397,50717397,50717397,50717397,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP1187427,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
6,60825902,60825902,60825902,60825902,Current Study.CmD_LI,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP1193013,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study,Current Study.CmD_LI
6,60825902,60825902,60825902,60825902,Current Study.SDW,SDW(Current Study),SDW(Current Study),PstI.TP1193013,Sample Dry weight ,SDW,SDW(Current Study),Red,Current Study,Current Study.SDW
3,69705214,69725214,62633062,70486999,Gifford_et_al_(2015).BC,BC2(Gifford(2015)),BC2(Gifford.et.al.(2015)),BC2,basal circumference,BC,BC2(Gifford2015)),Purple,Gifford_et_al_(2015),Gifford_et_al_(2015).BC
2,13518060,13518060,13518060,13518060,Current Study.Yld,Yld(Current Study),Yld(Current Study),PstI.TP1200270,Fresh weight ,Yld,Yld(Current Study),Red,Current Study,Current Study.Yld
1,72123046,72123046,72123046,72123046,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP1212724,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
3,52267500,52267535,52257500,52277535,Clark_et_al_(2019).CC,CC(Clark(2019)),CC(Clark.et.al.(2019)),NsiI.TP307561,Compressed circumference,CC,CC(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Current Study.CCirc
9,53101439,53101439,53101439,53101439,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP1218439,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
3,3573386,3573386,3573386,3573386,Current Study.Flowering,Flo(Current Study),Flo(Current Study),PstI.TP1168316,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
6,56654494,56654494,56654494,56654494,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP1225179,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
3,7342289,7342289,7342289,7342289,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP1226186,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
3,3671264,3671264,3671264,3671264,Current Study.Flowering,Flo(Current Study),Flo(Current Study),PstI.TP638471,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
10,7243969,7243969,7243969,7243969,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP123530,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
4,64295006,64295006,64295006,64295006,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP1235909,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
1,1015480,1015480,1015480,1015480,Current Study.Cml,Cml(Current Study),Cml(Current Study),PstI.TP1246584,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
8,1028461,1028461,1028461,1028461,Current Study.CmD_LI,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP1248844,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study,Current Study.CmD_LI
8,1028461,1028461,1028461,1028461,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP1248844,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
3,58498950,58498950,58498950,58498950,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP1249212,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
4,666401,666401,666401,666401,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP1250993,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
7,56573064,56573064,56573064,56573064,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP1254872,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
6,60503682,60503682,60503682,60503682,Current Study.CmD_LI,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP126085,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study,Current Study.CmD_LI
9,8556161,8556161,8556161,8556161,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP1263163,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
3,55061314,55061314,55061314,55061314,Current Study.CCirc,CCirc(Current Study),CCirc(Current Study),PstI.TP773172,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study,Current Study.CCirc
10,59027538,59027538,59027538,59027538,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP1272828,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
3,55546977,55546977,55546977,55546977,Current Study.CCirc,CCirc(Current Study),CCirc(Current Study),PstI.TP1214992,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study,Clark_et_al_(2019).CC/BC
3,4213473,4213473,4213473,4213473,Current Study.Flowering,Flo(Current Study),Flo(Current Study),PstI.TP286131,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
10,4269426,4269426,4269426,4269426,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP1294713,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
3,8690384,8690384,8690384,8690384,Current Study.CmN,CmN(Current Study),CmN(Current Study),PstI.TP132940,Culm node number ,CmN,CmN(Current Study),Red,Current Study,Current Study.CmN
3,12312514,12312514,12312514,12312514,Current Study.Flowering,Flo(Current Study),Flo(Current Study),PstI.TP302826,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
4,2136493,2136493,2136493,2136493,Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),PstI.TP1198406,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
2,61861955,61861955,61861955,61861955,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP134453,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
4,63691520,63711520,56302274,63959499,Gifford_et_al_(2015).tiller_diameter,TD3(Gifford(2015)),TD3(Gifford.et.al.(2015)),TD3,tiller diameter,tiller_diameter,TD3(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015),Current Study.CmD_BI
3,49266524,49266524,49266524,49266524,Dong_et_al_(2017).Flowering,Flower(Dong_et_al_(2017)),Flower(Dong.et.al.(2017)),Flower(29.5cM)),Flowering,Flowering,Flower(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).Flowering
2,69224467,69224467,69224467,69224467,Current Study.CmD_LI,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP139651,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study,Current Study.CmD_LI
2,66298184,66298184,66298184,66298184,Current Study.CmDW,CmDW(Current Study),CmDW(Current Study),PstI.TP139937,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study,Current Study.CmDW
4,65501761,65501807,65491761,65511807,,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),NsiI.TP470794,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Current Study.CmD_BI
9,57790410,57790410,57790410,57790410,Current Study.Cml,Cml(Current Study),Cml(Current Study),PstI.TP14229,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
9,57790410,57790410,57790410,57790410,Current Study.SDW,SDW(Current Study),SDW(Current Study),PstI.TP14229,Sample Dry weight ,SDW,SDW(Current Study),Red,Current Study,Current Study.SDW
9,57790410,57790410,57790410,57790410,Current Study.Yld,Yld(Current Study),Yld(Current Study),PstI.TP14229,Fresh weight ,Yld,Yld(Current Study),Red,Current Study,Current Study.Yld
4,5155593,5155593,5155593,5155593,Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),PstI.TP504809,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
6,47930110,47930110,47930110,47930110,Current Study.Cml,Cml(Current Study),Cml(Current Study),PstI.TP148994,Culm length ,Cml,Cml(Current Study),Red,Current Study,Current Study.Cml
4,9915378,9915378,9915378,9915378,Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),PstI.TP697156,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
