,SNP,Chromosome,Position,P.value,MAF,Ind.SNP,PS,Software,Method,Trait.name,PVE,P.value.1
6722,NsiI.TP280339,11,12243,6.46E-05,0.303479929,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,8.972782732,6.00E-05
6723,NsiI.TP280339,11,12243,0.000130095,0.303479929,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinW,8.942632761,1.00E-04
6724,NsiI.TP280339,11,12243,0.000167699,0.303479929,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,8.934883463,2.00E-04
6725,NsiI.TP280339,11,12243,2.13E-05,0.303479929,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,8.678882906,2.00E-05
6726,NsiI.TP280339,11,12243,8.95E-05,0.303479929,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HD_1,8.485197062,9.00E-05
6727,NsiI.TP281579,3,65419972,0.000593015,0.177581398,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.415068272,6.00E-04
6729,NsiI.TP284022,11,12287,0.000341379,0.322171846,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,1.60149959,3.00E-04
6730,NsiI.TP288843,11,12324,5.54E-06,0.456010388,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FD_1,0.01533059,6.00E-06
6731,NsiI.TP288843,11,12324,3.04E-06,0.456010388,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_50,0.10769464,3.00E-06
6732,NsiI.TP288843,11,12324,5.31E-06,0.456010388,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,0.021046836,5.00E-06
6733,NsiI.TP288843,11,12324,4.43E-06,0.456010388,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinW,0.013362264,4.00E-06
6734,NsiI.TP288843,11,12324,1.21E-05,0.456010388,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_1,0.015056467,1.00E-05
6735,NsiI.TP288843,11,12324,5.37E-06,0.456010388,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,0.012509687,5.00E-06
6736,NsiI.TP288843,11,12324,5.86E-06,0.456010388,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.008211423,6.00E-06
6737,NsiI.TP288843,11,12324,6.31E-06,0.456010388,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,0.043147805,6.00E-06
6738,NsiI.TP288843,11,12324,8.97E-05,0.456010388,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.007522354,9.00E-05
6739,NsiI.TP288843,11,12324,1.02E-05,0.456010388,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_50,0.016014154,1.00E-05
6740,NsiI.TP288843,11,12324,4.18E-05,0.456010388,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HD_1,0.015036513,4.00E-05
6741,NsiI.TP288843,11,12324,1.61E-05,0.456010388,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HW_1,0.004740588,2.00E-05
6742,NsiI.TP288843,11,12324,1.59E-05,0.456010388,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HW_50,0.01539337,2.00E-05
6743,NsiI.TP289776,4,4806117,0.000604727,0.167173453,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.297591664,6.00E-04
6744,NsiI.TP290592,11,12332,0.000175054,0.124658553,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,1.77604201,2.00E-04
6745,NsiI.TP290592,11,12332,6.33E-05,0.124658553,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,1.461394684,6.00E-05
6746,NsiI.TP290592,11,12332,0.000139008,0.124658553,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,1.579451981,1.00E-04
6747,NsiI.TP290592,11,12332,0.000159613,0.124658553,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,1.60417978,2.00E-04
6750,NsiI.TP303442,11,12434,0.000287917,0.289042903,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,3.620170813,3.00E-04
6751,NsiI.TP303442,11,12434,0.00028027,0.289042903,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,3.371712701,3.00E-04
6754,NsiI.TP310185,11,12527,9.58E-05,0.345326851,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_1,5.659157608,1.00E-04
6755,NsiI.TP310185,11,12527,0.00018648,0.345326851,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_50,9.544801136,2.00E-04
6760,NsiI.TP31742,7,6509038,5.00E-05,0.298582256,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_50,0.0290656,5.00E-05
6761,NsiI.TP31742,7,6509038,7.09E-05,0.298582256,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.142762843,7.00E-05
6762,NsiI.TP318460,11,12617,1.54E-05,0.130794604,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FD_1,0.244980957,2.00E-05
6763,NsiI.TP318460,11,12617,9.54E-06,0.130794604,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FD_50,0.350046438,1.00E-05
6764,NsiI.TP318460,11,12617,1.96E-05,0.130794604,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_1,0.359788366,2.00E-05
6765,NsiI.TP318460,11,12617,7.50E-05,0.130794604,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_50,0.32342376,7.00E-05
6766,NsiI.TP318460,11,12617,7.93E-06,0.130794604,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprind,0.314067872,8.00E-06
6767,NsiI.TP318460,11,12617,4.24E-05,0.130794604,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,0.245823022,4.00E-05
6768,NsiI.TP318460,11,12617,3.41E-05,0.130794604,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinW,0.292663173,3.00E-05
6769,NsiI.TP318460,11,12617,3.29E-05,0.130794604,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,0.297984248,3.00E-05
6770,NsiI.TP318460,11,12617,9.62E-06,0.130794604,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.205598793,1.00E-05
6771,NsiI.TP318460,11,12617,2.16E-05,0.130794604,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,0.17574349,2.00E-05
6772,NsiI.TP318460,11,12617,1.82E-05,0.130794604,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.255072477,2.00E-05
6773,NsiI.TP318460,11,12617,4.39E-06,0.130794604,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HD_1,0.282990589,4.00E-06
6774,NsiI.TP318460,11,12617,0.000166672,0.130794604,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HM_1,0.313381882,2.00E-04
6775,NsiI.TP318460,11,12617,1.50E-05,0.130794604,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HW_1,0.291559868,1.00E-05
6776,NsiI.TP319204,11,12621,0.000150614,0.054283721,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_1,2.855203734,2.00E-04
6777,NsiI.TP319204,11,12621,6.06E-05,0.054283721,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,3.250467309,6.00E-05
6779,NsiI.TP319863,11,12629,5.73E-05,0.354846236,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FD_50,6.22623083,6.00E-05
6780,NsiI.TP319863,11,12629,4.97E-05,0.354846236,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprind,6.395564291,5.00E-05
6781,NsiI.TP319863,11,12629,8.92E-05,0.354846236,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,5.75792718,9.00E-05
6782,NsiI.TP321836,10,43096218,5.60E-05,0.140823314,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FD_1,8.863195815,6.00E-05
6783,NsiI.TP321836,10,43096218,7.79E-05,0.140823314,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FD_50,10.03924967,8.00E-05
6784,NsiI.TP321836,10,43096218,3.71E-07,0.140823314,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_50,9.946946392,4.00E-07
6785,NsiI.TP321836,10,43096218,7.43E-05,0.140823314,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprind,9.855705448,7.00E-05
6786,NsiI.TP321836,10,43096218,8.82E-07,0.140823314,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,10.10223522,9.00E-07
6787,NsiI.TP321836,10,43096218,1.86E-06,0.140823314,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinW,9.983773743,2.00E-06
6788,NsiI.TP321836,10,43096218,2.78E-05,0.140823314,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_1,8.927241043,3.00E-05
6789,NsiI.TP321836,10,43096218,2.03E-06,0.140823314,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,10.08414975,2.00E-06
6790,NsiI.TP321836,10,43096218,5.29E-07,0.140823314,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,8.992263412,5.00E-07
6791,NsiI.TP321836,10,43096218,3.18E-06,0.140823314,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,10.83842566,3.00E-06
6792,NsiI.TP321836,10,43096218,3.06E-05,0.140823314,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,8.669985386,3.00E-05
6793,NsiI.TP321836,10,43096218,2.11E-05,0.140823314,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_50,9.983521422,2.00E-05
6794,NsiI.TP321836,10,43096218,3.13E-05,0.140823314,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HD_1,8.817847078,3.00E-05
6795,NsiI.TP321836,10,43096218,3.51E-05,0.140823314,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HW_1,8.945235439,4.00E-05
6796,NsiI.TP321836,10,43096218,1.79E-05,0.140823314,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HW_50,9.84714767,2.00E-05
6797,NsiI.TP323223,1,74770267,0.000500624,0.091523315,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,12.53005239,5.00E-04
6799,NsiI.TP32394,3,54277373,0.000605401,0.100833499,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.003728943,6.00E-04
6800,NsiI.TP324424,11,12697,0.000540261,0.075395242,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.041148133,5.00E-04
6801,NsiI.TP324732,11,12703,0.000859287,0.259567646,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.075470816,9.00E-04
6802,NsiI.TP324732,11,12703,8.02E-05,0.259567646,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HM_1,0.159168768,8.00E-05
6804,NsiI.TP326716,3,808949,0.000325026,0.22875817,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.465254586,3.00E-04
6805,NsiI.TP329430,1,55104423,0.000853071,0.479621147,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,2.629150618,9.00E-04
6808,NsiI.TP331229,11,12789,0.00022006,0.494529593,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_50,9.917216077,2.00E-04
6811,NsiI.TP333584,11,12808,6.23E-05,0.327801242,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,3.226629682,6.00E-05
6812,NsiI.TP333584,11,12808,0.000206299,0.327801242,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,3.087445784,2.00E-04
6817,NsiI.TP33811,1,71154148,0.000547241,0.175833546,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,9.121036021,5.00E-04
6819,NsiI.TP340042,4,1007876,0.000122564,0.066063152,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.121539802,1.00E-04
6820,NsiI.TP343718,11,12907,0.000399949,0.129442899,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,1.157319136,4.00E-04
6822,NsiI.TP346232,11,12936,0.000178384,0.305622059,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,0.949240295,2.00E-04
6823,NsiI.TP346232,11,12936,0.000525835,0.305622059,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,1.30185678,5.00E-04
6824,NsiI.TP346723,5,9422087,0.000199605,0.141515429,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.41129788,2.00E-04
6825,NsiI.TP347216,9,44790414,4.96E-05,0.364296828,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FD_50,3.520520674,5.00E-05
6826,NsiI.TP347216,9,44790414,0.000181458,0.364296828,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_1,4.067778115,2.00E-04
6827,NsiI.TP347216,9,44790414,5.97E-05,0.364296828,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprind,3.362481116,6.00E-05
6828,NsiI.TP347216,9,44790414,0.000218145,0.364296828,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,3.232132744,2.00E-04
6829,NsiI.TP347216,9,44790414,0.000226244,0.364296828,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinW,3.324051984,2.00E-04
6830,NsiI.TP347216,9,44790414,0.00019832,0.364296828,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,3.418807484,2.00E-04
6831,NsiI.TP347216,9,44790414,9.11E-06,0.364296828,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,3.389136102,9.00E-06
6832,NsiI.TP347216,9,44790414,0.000249242,0.364296828,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,3.749448171,2.00E-04
6833,NsiI.TP347216,9,44790414,8.61E-05,0.364296828,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,2.649747463,9.00E-05
6836,NsiI.TP350239,2,70238391,0.000640846,0.169934641,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,5.628926881,6.00E-04
6837,NsiI.TP350425,6,56577810,0.000816356,0.167263221,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.007670099,8.00E-04
6839,NsiI.TP352026,6,555824,9.20E-05,0.067067505,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_1,0.081203679,9.00E-05
6840,NsiI.TP352026,6,555824,0.000161193,0.067067505,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.030995025,2.00E-04
6841,NsiI.TP35357,2,67311248,0.000274016,0.384879863,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,3.021774656,3.00E-04
6843,NsiI.TP359148,1,9159698,3.14E-05,0.31628656,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,1.168317785,3.00E-05
6844,NsiI.TP359148,1,9159698,0.000126875,0.31628656,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,1.403731287,1.00E-04
6845,NsiI.TP359530,11,13085,1.87E-06,0.100324782,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_50,2.041354963,2.00E-06
6847,NsiI.TP360446,11,13097,6.15E-05,0.078774859,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_1,1.648331813,6.00E-05
6848,NsiI.TP361679,11,13117,0.000203527,0.299898829,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,0.739101088,2.00E-04
6849,NsiI.TP361679,11,13117,0.000224211,0.299898829,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinW,0.770104024,2.00E-04
6850,NsiI.TP361679,11,13117,0.000218058,0.299898829,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,0.739183374,2.00E-04
6851,NsiI.TP361679,11,13117,0.000392371,0.299898829,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.484674444,4.00E-04
6852,NsiI.TP361679,11,13117,0.000149685,0.299898829,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,0.907699109,1.00E-04
6853,NsiI.TP363117,11,13136,6.94E-05,0.278731993,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,4.533745486,7.00E-05
6854,NsiI.TP363117,11,13136,0.000556162,0.278731993,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,4.394318396,6.00E-04
6856,NsiI.TP363937,1,20591680,0.00032843,0.385099325,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,1.136621539,3.00E-04
6857,NsiI.TP363937,1,20591680,8.99E-05,0.385099325,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,1.198789403,9.00E-05
6858,NsiI.TP363937,1,20591680,0.000112035,0.385099325,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HM_1,1.104851389,1.00E-04
6859,NsiI.TP364137,6,56610072,1.57E-05,0.42082155,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,2.907665505,2.00E-05
6860,NsiI.TP364137,6,56610072,0.000139527,0.42082155,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HM_1,1.854532198,1.00E-04
6862,NsiI.TP368101,11,13200,0.000217994,0.259207401,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.002401341,2.00E-04
6863,NsiI.TP368101,11,13200,0.000500176,0.259207401,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.000421971,5.00E-04
6864,NsiI.TP370740,6,61057670,4.25E-05,0.411767732,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FD_1,0.623933841,4.00E-05
6865,NsiI.TP370740,6,61057670,5.24E-08,0.411767732,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FD_50,0.486936432,5.00E-08
6866,NsiI.TP370740,6,61057670,9.26E-06,0.411767732,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_1,0.371892835,9.00E-06
6867,NsiI.TP370740,6,61057670,5.07E-08,0.411767732,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprind,0.503498445,5.00E-08
6868,NsiI.TP370740,6,61057670,3.44E-06,0.411767732,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,0.477305979,3.00E-06
6869,NsiI.TP370740,6,61057670,7.68E-06,0.411767732,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinW,0.527165233,8.00E-06
6870,NsiI.TP370740,6,61057670,6.95E-06,0.411767732,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,0.531068957,7.00E-06
6871,NsiI.TP370740,6,61057670,2.05E-07,0.411767732,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.605588575,2.00E-07
6872,NsiI.TP370740,6,61057670,3.81E-05,0.411767732,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,0.456825758,4.00E-05
6873,NsiI.TP370740,6,61057670,1.33E-05,0.411767732,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.556955302,1.00E-05
6874,NsiI.TP370740,6,61057670,4.80E-06,0.411767732,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HD_1,0.547636264,5.00E-06
6876,NsiI.TP370880,3,68111215,5.99E-05,0.05050046,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FD_50,0.001609844,6.00E-05
6877,NsiI.TP370880,3,68111215,7.47E-05,0.05050046,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprind,4.92E-05,7.00E-05
6878,NsiI.TP370880,3,68111215,0.000450954,0.05050046,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.018591025,5.00E-04
6880,NsiI.TP373338,9,58393375,0.000612283,0.258767695,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,20.17726446,6.00E-04
6881,NsiI.TP373338,9,58393375,0.000267611,0.258767695,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,18.53509346,3.00E-04
6884,NsiI.TP376338,3,73019311,1.30E-05,0.39296676,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FD_50,0.473568299,1.00E-05
6885,NsiI.TP376338,3,73019311,5.51E-05,0.39296676,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_1,0.619041526,6.00E-05
6886,NsiI.TP376338,3,73019311,0.000183811,0.39296676,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_50,0.39388446,2.00E-04
6887,NsiI.TP376338,3,73019311,1.29E-05,0.39296676,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprind,0.481128207,1.00E-05
6888,NsiI.TP376338,3,73019311,1.19E-05,0.39296676,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinGW,0.515072311,1.00E-05
6889,NsiI.TP376338,3,73019311,5.81E-06,0.39296676,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinW,0.486629464,6.00E-06
6890,NsiI.TP376338,3,73019311,4.37E-05,0.39296676,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_1,0.466054917,4.00E-05
6891,NsiI.TP376338,3,73019311,6.67E-06,0.39296676,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,0.485720792,7.00E-06
6892,NsiI.TP376338,3,73019311,1.25E-06,0.39296676,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.626373118,1.00E-06
6893,NsiI.TP376338,3,73019311,2.84E-05,0.39296676,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,0.650169681,3.00E-05
6894,NsiI.TP376338,3,73019311,1.71E-05,0.39296676,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.366526698,2.00E-05
6895,NsiI.TP376338,3,73019311,2.06E-05,0.39296676,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_50,0.449711791,2.00E-05
6896,NsiI.TP376338,3,73019311,4.43E-05,0.39296676,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HD_1,0.354651054,4.00E-05
6897,NsiI.TP376338,3,73019311,7.01E-05,0.39296676,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HW_50,0.494129434,7.00E-05
6900,NsiI.TP382187,7,15361809,0.000245379,0.489922273,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.54854949,2.00E-04
6902,NsiI.TP384887,11,13387,4.96E-05,0.230377535,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,3.998640356,5.00E-05
6903,NsiI.TP384887,11,13387,0.000146894,0.230377535,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HM_1,4.897975929,1.00E-04
6907,NsiI.TP388882,11,13419,0.000196906,0.163018867,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,9.190514687,2.00E-04
6908,NsiI.TP388882,11,13419,0.00021906,0.163018867,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,8.757677142,2.00E-04
6910,NsiI.TP388993,11,13423,0.000680029,0.173202614,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.186023886,7.00E-04
6912,NsiI.TP392116,3,69146730,0.000242633,0.301831737,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,1.723964897,2.00E-04
6913,NsiI.TP392116,3,69146730,0.000401837,0.301831737,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,1.3362423,4.00E-04
6914,NsiI.TP39438,2,67004686,0.000833096,0.189692768,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.965840027,8.00E-04
6916,NsiI.TP394597,8,56568502,0.000416871,0.114551364,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.085152235,4.00E-04
6918,NsiI.TP397682,11,13507,0.00035429,0.389929372,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,4.94511954,4.00E-04
6920,NsiI.TP401000,11,13530,0.001151473,0.108481255,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,3.509568603,0.001
6923,NsiI.TP404884,1,60001597,0.001011646,0.15273476,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.913414706,0.001
6924,NsiI.TP406255,3,69355037,0.000549437,0.420761403,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,0.731819589,5.00E-04
6925,NsiI.TP406742,2,65617730,5.13E-05,0.442474236,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FD_50,7.174849544,5.00E-05
6926,NsiI.TP406742,2,65617730,4.63E-05,0.442474236,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprind,7.044699552,5.00E-05
6927,NsiI.TP406742,2,65617730,0.00018995,0.442474236,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,fprinW,7.231598804,2.00E-04
6928,NsiI.TP406742,2,65617730,0.000233054,0.442474236,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FW_50,7.320913268,2.00E-04
6929,NsiI.TP406742,2,65617730,0.000160849,0.442474236,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,7.257689835,2.00E-04
6930,NsiI.TP406742,2,65617730,0.000106166,0.442474236,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,7.630775611,1.00E-04
6931,NsiI.TP406742,2,65617730,7.41E-05,0.442474236,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,6.200291816,7.00E-05
6932,NsiI.TP407233,11,13606,0.00033545,0.283366916,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.254598645,3.00E-04
6933,NsiI.TP409401,11,13641,0.000982946,0.351728378,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,6.260679219,0.001
6935,NsiI.TP412045,1,2102732,0.000104918,0.455532621,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_1,0.636258899,1.00E-04
6936,NsiI.TP412045,1,2102732,4.51E-05,0.455532621,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_50,0.453883098,5.00E-05
6937,NsiI.TP413741,11,13708,0.000123974,0.145816708,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_1,7.471619452,1.00E-04
6940,NsiI.TP414923,7,58216713,0.000549583,0.133014187,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,0.387908637,5.00E-04
6941,NsiI.TP415542,10,5279174,4.74E-05,0.086065861,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FM_1,2.673322189,5.00E-05
6942,NsiI.TP415542,10,5279174,0.000228015,0.086065861,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_1,3.351389617,2.00E-04
6943,NsiI.TP415542,10,5279174,9.37E-05,0.086065861,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,HD_1,3.270352083,9.00E-05
6945,NsiI.TP415575,9,53923129,0.000294919,0.053394754,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,3.749718785,3.00E-04
6946,NsiI.TP416112,11,13740,0.000137237,0.10500858,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GFW_50,2.181360761,1.00E-04
6947,NsiI.TP416112,11,13740,0.000515414,0.10500858,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,GHW_1,2.320714197,5.00E-04
6948,NsiI.TP418754,4,63031223,2.69E-05,0.15506824,F116+36088im,PS_Y,GAPIT,CMLM+SUPER,FD_50,0.04801902,3.00E-05
