"","X","SNP","Gene","Chromosome","Position","Grand.Total","PS","Ind.SNP","Heading_1","Heading_50","Flowering_1","Flowering_50","PCA","SUPER","FarmCPU","mrMLM.1","mrMLM.2","MAF","PVE","Gene.num","chr","start","end","width","strand","dis_start.positon","dis_positon.end","X.pacId","locusName","transcriptName","peptideName","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"901",1551,"NsiI.TP636278","Sobic.009G055700",9,5624719,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.2915,0.754,1,"Chr09",5632176,5635685,3510,"-",7457,-10966,37919519,"Sobic.009G055700","Sobic.009G055700.1","Sobic.009G055700.1.p","PF00098,PF00076","PTHR24012,PTHR24012:SF442","KOG0107,KOG0106","","K12896","GO:0008270,GO:0003676","AT2G37340.1","ATRSZ33,RSZ33","arginine/serine-rich zinc knuckle-containing protein 33","LOC_Os03g17710.2",NA,"splicing factor, arginine/serine-rich, putative, expressed"
"902",1554,"NsiI.TP643527","Sobic.007G189800",7,62274730,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(1)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(3)","","","",0.1976,0.3531,1,"Chr07",62271821,62276205,4385,"+",-2909,-1475,37935049,"Sobic.007G189800","Sobic.007G189800.1","Sobic.007G189800.1.p","PF06203","PTHR31717,PTHR31717:SF3","KOG1601","","","GO:0005515","AT1G28050.1","","B-box type zinc finger protein with CCT domain","LOC_Os08g42440.1",NA,"CCT/B-box zinc finger protein, putative, expressed"
"905",1561,"NsiI.TP644424","Sobic.007G090100",7,12799384,15,"PS_Y(15)","F116+36088im(15)","GHW_1(2);HM_1(1)","","GFW_1(2)","FD_50(1);FW_50(2);GFW_50(2);FM_50(2)","fprinW(2);fprind(1)","CMLM+SUPER(6)MLM+SUPER(9)","","","",0.3019,7.105,1,"Chr07",12803567,12804424,858,"-",4183,-5040,37937135,"Sobic.007G090100","Sobic.007G090100.1","Sobic.007G090100.1.p","PF02362","PTHR31140,PTHR31140:SF19","","","","GO:0003677","AT2G46870.1","NGA1","AP2/B3-like transcriptional factor family protein","LOC_Os02g45850.1",NA,"B3 DNA binding domain containing protein, expressed"
"906",1562,"NsiI.TP644722","Sobic.007G090100",7,12799400,5,"PS_Y(5)","F116+36088im(5)","","","GFW_1(2)","","fprinW(2);fprinGW(1)","CMLM+SUPER(3)MLM+SUPER(2)","","","",0.1562,0.07346,1,"Chr07",12803567,12804424,858,"-",4167,-5024,37937135,"Sobic.007G090100","Sobic.007G090100.1","Sobic.007G090100.1.p","PF02362","PTHR31140,PTHR31140:SF19","","","","GO:0003677","AT2G46870.1","NGA1","AP2/B3-like transcriptional factor family protein","LOC_Os02g45850.1",NA,"B3 DNA binding domain containing protein, expressed"
"917",1579,"NsiI.TP652621","Sobic.006G217800",6,56522972,3,"PS_N(3)","F116+3098(3)","","GHW_50(1)","FM_1(1)","","fprinGW(1)","","","","pLARmEB(3)",0.0776,0.0024,1,"Chr06",56525941,56527905,1965,"+",2969,-4933,37948683,"Sobic.006G217800","Sobic.006G217800.1","Sobic.006G217800.1.p","PF00010","PTHR12565,PTHR12565:SF145","","","","GO:0046983","AT1G09530.1","PAP3,PIF3,POC1","phytochrome interacting factor 3","LOC_Os04g52770.1",NA,"helix-loop-helix DNA-binding domain containing protein, expressed"
"918",1580,"NsiI.TP652621","Sobic.006G217700",6,56522972,3,"PS_N(3)","F116+3098(3)","","GHW_50(1)","FM_1(1)","","fprinGW(1)","","","","pLARmEB(3)",0.0776,0.0024,1,"Chr06",56514955,56518951,3997,"-",-8017,4021,37948170,"Sobic.006G217700","Sobic.006G217700.1","Sobic.006G217700.1.p","PF14938","PTHR13768,PTHR13768:SF2","KOG1585","","","GO:0006886","AT4G20410.1","GAMMA-SNAP,GSNAP","gamma-soluble NSF attachment protein","LOC_Os04g52760.1",NA,"gamma-soluble NSF attachment protein, putative, expressed"
"919",1581,"NsiI.TP652621","Sobic.006G217900",6,56522972,3,"PS_N(3)","F116+3098(3)","","GHW_50(1)","FM_1(1)","","fprinGW(1)","","","","pLARmEB(3)",0.0776,0.0024,1,"Chr06",56527880,56532199,4320,"-",4908,-9227,37946466,"Sobic.006G217900","Sobic.006G217900.1","Sobic.006G217900.1.p","PF08263,PF00560,PF00069,PF13855","PTHR27000,PTHR27000:SF90","KOG1187","2.7.11.1","K13420","GO:0005515,GO:0006468,GO:0005524,GO:0004672","AT5G46330.1","FLS2","Leucine-rich receptor-like protein kinase family protein","LOC_Os04g52780.1",NA,"leucine-rich repeat receptor protein kinase EXS precursor, putative, expressed"
"921",1586,"NsiI.TP659581","Sobic.003G400332",3,70887842,16,"PS_Y(16)","F116+36088im(16)","GHW_1(2);HM_1(2)","","GFW_1(2)","FD_50(1);FW_50(2);GFW_50(2);FM_50(1)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(7)MLM+SUPER(9)","","","",0.1888,0.8774,1,"Chr03",70897190,70899055,1866,"+",9348,-11213,37915577,"Sobic.003G400332","Sobic.003G400332.1","Sobic.003G400332.1.p","","PTHR11730,PTHR11730:SF45","","","","GO:0072488,GO:0016020,GO:0008519","AT2G38290.1","AMT2,AMT2;1,ATAMT2","ammonium transporter 2","LOC_Os07g07070.1",NA,"anthranilate phosphoribosyltransferase, putative, expressed"
"924",1589,"NsiI.TP660927","Sobic.002G328900",2,69816370,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.4757,2.267,1,"Chr02",69811829,69820008,8180,"+",-4541,-3638,37949700,"Sobic.002G328900","Sobic.002G328900.1","Sobic.002G328900.1.p","PF01657,PF00069","PTHR27002,PTHR27002:SF130","KOG1187","2.7.11.1","","GO:0006468,GO:0005524,GO:0004672","AT4G23180.1","CRK10,RLK4","cysteine-rich RLK (RECEPTOR-like protein kinase) 10","LOC_Os07g35310.1",NA,"TKL_IRAK_DUF26-lc.12 - DUF26 kinases have homology to DUF26 containing loci, expressed"
"925",1591,"NsiI.TP660927","Sobic.002G328800",2,69816370,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.4757,2.267,10,"Chr02",69807158,69810181,3024,"-",-9212,6189,37950285,"Sobic.002G328800","Sobic.002G328800.10","Sobic.002G328800.10.p","PF01657,PF07714","PTHR27002,PTHR27002:SF127","KOG1187","2.7.11.1","","GO:0006468,GO:0004672","AT4G23160.1","CRK8","cysteine-rich RLK (RECEPTOR-like protein kinase) 8","LOC_Os07g35330.1",NA,"TKL_IRAK_DUF26-lc.13 - DUF26 kinases have homology to DUF26 containing loci, expressed"
"926",1597,"NsiI.TP660927","Sobic.002G329000",2,69816370,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.4757,2.267,1,"Chr02",69821538,69825381,3844,"-",5168,-9011,37949825,"Sobic.002G329000","Sobic.002G329000.1","Sobic.002G329000.1.p","PF01657,PF07714","PTHR27002,PTHR27002:SF104","KOG1187","2.7.11.1","","GO:0006468,GO:0004672","AT4G23180.1","CRK10,RLK4","cysteine-rich RLK (RECEPTOR-like protein kinase) 10","LOC_Os07g35790.1",NA,"TKL_IRAK_DUF26-ld.5 - DUF26 kinases have homology to DUF26 containing loci, expressed"
"927",1598,"NsiI.TP660927","Sobic.002G329100",2,69816370,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.4757,2.267,1,"Chr02",69826207,69829934,3728,"-",9837,-13564,37953300,"Sobic.002G329100","Sobic.002G329100.1","Sobic.002G329100.1.p","PF01657,PF07714","PTHR27002,PTHR27002:SF104","KOG1187","2.7.11.1","","GO:0006468,GO:0004672","AT4G23180.1","CRK10,RLK4","cysteine-rich RLK (RECEPTOR-like protein kinase) 10","LOC_Os07g35790.1",NA,"TKL_IRAK_DUF26-ld.5 - DUF26 kinases have homology to DUF26 containing loci, expressed"
"934",1608,"NsiI.TP668170","Sobic.008G039900",8,3864905,2,"PS_Y(2)","F116+36088im(2)","HM_1(1)","","GFW_1(1)","","","MLM+SUPER(2)","","","",0.211,1.173,1,"Chr08",3868948,3876160,7213,"+",4043,-11255,37928041,"Sobic.008G039900","Sobic.008G039900.1","Sobic.008G039900.1.p","PF02347","PTHR11773,PTHR11773:SF4","","1.4.4.2","K00281","GO:0055114,GO:0006546,GO:0004375","AT2G26080.1","AtGLDP2,GLDP2","glycine decarboxylase P-protein 2","LOC_Os06g40940.1",NA,"glycine dehydrogenase, putative, expressed"
"935",1609,"NsiI.TP668488","Sobic.007G064900",7,6826349,6,"PS_N(1)PS_Y(5)","F116+36088im(6)","HW_1(1);GHW_1(2);HM_1(1)","","","FD_50(1)","fprind(1)","CMLM+SUPER(3)MLM+SUPER(2)","FarmCPU(1)","","",0.154,0.02185,1,"Chr07",6823204,6826295,3092,"-",-3145,54,37935155,"Sobic.007G064900","Sobic.007G064900.1","Sobic.007G064900.1.p","PF02535","PTHR11040,PTHR11040:SF49","KOG1558","","K14709","GO:0055085,GO:0046873,GO:0030001,GO:0016020","AT1G05300.1","ZIP5","zinc transporter 5 precursor","LOC_Os05g39540.1",NA,"metal cation transporter, putative, expressed"
"937",1612,"NsiI.TP670301","Sobic.001G485300",1,75616619,4,"PS_Y(4)","F116+36088im(4)","HM_1(1)","","GFW_1(1)","FD_50(1)","fprind(1)","MLM+SUPER(4)","","","",0.4787,0.09117,1,"Chr01",75604279,75608014,3736,"-",-12340,8605,37941399,"Sobic.001G485300","Sobic.001G485300.1","Sobic.001G485300.1.p","PF02186","PTHR12716,PTHR12716:SF8","KOG3095","","K03137","GO:0006367","AT4G20330.1","","Transcription initiation factor TFIIE, beta subunit","LOC_Os10g25770.2",NA,"transcription initiation factor IIE subunit beta, putative, expressed"
"938",1613,"NsiI.TP670883","Sobic.006G079300",6,44550387,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.3758,0.7849,1,"Chr06",44550695,44552325,1631,"+",308,-1938,37946339,"Sobic.006G079300","Sobic.006G079300.1","Sobic.006G079300.1.p","PF00141","PTHR31388,PTHR31388:SF11","","1.11.1.7","K00430","GO:0055114,GO:0020037,GO:0006979,GO:0004601","AT5G66390.1","","Peroxidase superfamily protein","LOC_Os04g34630.1",NA,"peroxidase precursor, putative, expressed"
"940",1616,"NsiI.TP671726","Sobic.001G532400",1,79566576,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.435,0.5071,1,"Chr01",79557009,79562972,5964,"-",-9567,3604,37942604,"Sobic.001G532400","Sobic.001G532400.1","Sobic.001G532400.1.p","PF02096","PTHR12428,PTHR12428:SF21","KOG1239","","K03217","GO:0051205,GO:0016021","AT2G46470.1","OXA1L","inner membrane protein OXA1-like","LOC_Os03g02480.1",NA,"inner membrane protein, putative, expressed"
"941",1619,"NsiI.TP674601","Sobic.001G406800",1,69112506,20,"PS_Y(20)","F116+36088im(20)","HD_1(2);HW_1(2);GHW_1(2)","GHW_50(2)","FD_1(1);GFW_1(1)","FD_50(1);FW_50(2);GFW_50(2)","fprinW(2);fprind(1);fprinGW(2)","CMLM+SUPER(8)MLM+SUPER(12)","","","",0.2423,0.7939,1,"Chr01",69116259,69120681,4423,"+",3753,-8175,37937982,"Sobic.001G406800","Sobic.001G406800.1","Sobic.001G406800.1.p","PF13522,PF00733","PTHR11772,PTHR11772:SF16","","6.3.5.4","K01953","GO:0006529,GO:0004066","AT3G47340.1","ASN1,AT-ASN1,DIN6","glutamine-dependent asparagine synthase 1","LOC_Os03g18130.1",NA,"asparagine synthetase, putative, expressed"
"943",1624,"NsiI.TP675623","Sobic.006G092100",6,46224826,2,"PS_N(2)","F116+36088im(2)","GHW_1(1)","","FD_1(1)","","","","FarmCPU(2)","","",0.159,2.685,1,"Chr06",46223781,46225572,1792,"-",-1045,-746,37948062,"Sobic.006G092100","Sobic.006G092100.1","Sobic.006G092100.1.p","PF02365","PTHR31989,PTHR31989:SF18","","","","GO:0006355,GO:0003677","AT4G10350.1","ANAC070,BRN2,NAC070","NAC domain containing protein 70","LOC_Os06g33940.1",NA,"NAC domain containing protein, putative, expressed"
"946",1628,"NsiI.TP676052","Sobic.004G012800",4,1055463,16,"PS_N(1)PS_Y(15)","F116+36088im(16)","HW_1(1);GHW_1(2)","","FD_1(2);GFW_1(1)","FD_50(1);FW_50(2);GFW_50(2);FM_50(1)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(6)MLM+SUPER(9)","","","pLARmEB(1)",0.4095,11.38,1,"Chr04",1058288,1059173,886,"-",2825,-3710,37928899,"Sobic.004G012800","Sobic.004G012800.1","Sobic.004G012800.1.p","PF03874","PTHR21297","KOG2351","2.7.7.6","K03012","GO:0006351,GO:0003899","AT5G09920.1","ATRPB15.9,NRPB4,RPB15.9,RPB15.9.9","RNA polymerase II, Rpb4, core protein","LOC_Os02g02510.1",NA,"DNA-directed RNA polymerase II subunit RPB4, putative, expressed"
"951",1634,"NsiI.TP680522","Sobic.003G254800",3,59306518,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.2431,2.714,1,"Chr03",59313270,59316347,3078,"+",6752,-9829,37918271,"Sobic.003G254800","Sobic.003G254800.1","Sobic.003G254800.1.p","PF02309","PTHR31734,PTHR31734:SF16","","","K14484","GO:0006355,GO:0005634","AT2G22670.4","IAA8","indoleacetic acid-induced protein 8","LOC_Os01g48444.1",NA,"OsIAA5 - Auxin-responsive Aux/IAA gene family member, expressed"
"952",1635,"NsiI.TP680522","Sobic.003G254700",3,59306518,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.2431,2.714,1,"Chr03",59293099,59297511,4413,"-",-13419,9007,37916731,"Sobic.003G254700","Sobic.003G254700.1","Sobic.003G254700.1.p","PF03360","PTHR10896,PTHR10896:SF27","KOG1476","2.4.2.24","","GO:0016020,GO:0015018","AT1G27600.1","I9H,IRX9-L","Nucleotide-diphospho-sugar transferases superfamily protein","LOC_Os01g48440.1",NA,"glycosyltransferase family 43 protein, putative, expressed"
"953",1636,"NsiI.TP680522","Sobic.003G254850",3,59306518,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.2431,2.714,1,"Chr03",59316453,59317228,776,"-",9935,-10710,37913879,"Sobic.003G254850","Sobic.003G254850.1","Sobic.003G254850.1.p","PF02365","PTHR31989,PTHR31989:SF52","","","","GO:0006355,GO:0003677","AT1G12260.1","ANAC007,EMB2749,NAC007,VND4","NAC 007","LOC_Os01g48446.1",NA,"no apical meristem protein, putative, expressed"
"956",1645,"NsiI.TP690773","Sobic.003G005400",3,474392,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.06635,4.401,1,"Chr03",469817,471604,1788,"-",-4575,2788,37915751,"Sobic.003G005400","Sobic.003G005400.1","Sobic.003G005400.1.p","PF04043,PF01095","PTHR31707,PTHR31707:SF56","","3.1.1.11","","GO:0004857,GO:0042545,GO:0030599,GO:0005618","AT5G53370.1","ATPMEPCRF,PMEPCRF","pectin methylesterase PCR fragment F","LOC_Os01g13320.1",NA,"pectinesterase, putative, expressed"
"957",1646,"NsiI.TP690773","Sobic.003G005500",3,474392,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.06635,4.401,2,"Chr03",472162,476344,4183,"-",-2230,-1952,37918028,"Sobic.003G005500","Sobic.003G005500.2","Sobic.003G005500.2.p","PF02362","PTHR31391,PTHR31391:SF13","","","","GO:0003677","AT3G19184.1","","AP2/B3-like transcriptional factor family protein","LOC_Os01g13300.1",NA,"B3 DNA binding domain containing protein, expressed"
"960",1655,"NsiI.TP694884","Sobic.003G075100",3,6382094,2,"PS_N(2)","F116+36088im(2)","HD_1(1)","","FW_1(1)","","","","FarmCPU(2)","","",0.1761,0.05741,1,"Chr03",6374983,6378696,3714,"+",-7111,3398,37916631,"Sobic.003G075100","Sobic.003G075100.1","Sobic.003G075100.1.p","PF02330","PTHR10826,PTHR10826:SF15","KOG2536","","K15414","GO:0005759","AT3G55605.1","","Mitochondrial glycoprotein family protein","LOC_Os01g05060.1",NA,"mitochondrial glycoprotein, putative, expressed"
"961",1656,"NsiI.TP694884","Sobic.003G075200",3,6382094,2,"PS_N(2)","F116+36088im(2)","HD_1(1)","","FW_1(1)","","","","FarmCPU(2)","","",0.1761,0.05741,1,"Chr03",6379303,6381984,2682,"+",-2791,110,37912705,"Sobic.003G075200","Sobic.003G075200.1","Sobic.003G075200.1.p","PF02330","PTHR10826,PTHR10826:SF4","KOG2536","","K15414","GO:0005759","AT5G05990.1","","Mitochondrial glycoprotein family protein","LOC_Os01g05010.1",NA,"mitochondrial glycoprotein, putative, expressed"
"962",1657,"NsiI.TP694884","Sobic.003G075300",3,6382094,2,"PS_N(2)","F116+36088im(2)","HD_1(1)","","FW_1(1)","","","","FarmCPU(2)","","",0.1761,0.05741,2,"Chr03",6385344,6387198,1855,"-",3250,-5104,37915515,"Sobic.003G075300","Sobic.003G075300.2","Sobic.003G075300.2.p","PF00646","PTHR32212,PTHR32212:SF70","","","","GO:0005515","AT2G29910.1","","F-box/RNI-like superfamily protein","LOC_Os02g55050.1",NA,"OsFBX64 - F-box domain containing protein, expressed"
"963",1661,"NsiI.TP702311","Sobic.004G295700",4,63557488,6,"PS_Y(6)","F116+36088im(6)","HD_1(1);HW_1(1)","","GFW_1(2);FM_1(1)","FM_50(1)","","CMLM+SUPER(3)MLM+SUPER(3)","","","",0.1869,5.355,1,"Chr04",63556252,63557106,855,"-",-1236,382,37930801,"Sobic.004G295700","Sobic.004G295700.1","Sobic.004G295700.1.p","PF00847","PTHR31985,PTHR31985:SF3","","","","GO:0006355,GO:0003700","AT2G44940.1","","Integrase-type DNA-binding superfamily protein","LOC_Os02g43940.1",NA,"AP2 domain containing protein, expressed"
"964",1662,"NsiI.TP702311","Sobic.004G295800",4,63557488,6,"PS_Y(6)","F116+36088im(6)","HD_1(1);HW_1(1)","","GFW_1(2);FM_1(1)","FM_50(1)","","CMLM+SUPER(3)MLM+SUPER(3)","","","",0.1869,5.355,1,"Chr04",63558304,63565377,7074,"-",816,-7889,37932077,"Sobic.004G295800","Sobic.004G295800.1","Sobic.004G295800.1.p","PF00684,PF00226,PF01556","PTHR24078,PTHR24078:SF210","KOG0712","","K09503","GO:0051082,GO:0031072","AT5G22060.1","ATJ2,J2","DNAJ homologue 2","LOC_Os02g43930.1",NA,"chaperone protein dnaJ, putative, expressed"
"965",1663,"NsiI.TP705623","Sobic.002G228900",2,62012470,1,"PS_Y(1)","F116+36088im(1)","","GHW_50(1)","","","","CMLM+SUPER(1)","","","",0.07005,8.985,1,"Chr02",62010091,62014237,4147,"+",-2379,-1767,37949595,"Sobic.002G228900","Sobic.002G228900.1","Sobic.002G228900.1.p","PF00076","PTHR24012,PTHR24012:SF352","KOG0148","","","GO:0003676","AT1G47490.1","ATRBP47C,RBP47C","RNA-binding protein 47C","LOC_Os09g28810.1",NA,"RNA recognition motif containing protein, putative, expressed"
"966",1665,"NsiI.TP705623","Sobic.002G229000",2,62012470,1,"PS_Y(1)","F116+36088im(1)","","GHW_50(1)","","","","CMLM+SUPER(1)","","","",0.07005,8.985,1,"Chr02",62018561,62021129,2569,"-",6091,-8659,37953610,"Sobic.002G229000","Sobic.002G229000.1","Sobic.002G229000.1.p","PF00450","PTHR11802,PTHR11802:SF92","","3.4.16.6","K16297","GO:0006508,GO:0004185","AT3G63470.1","scpl40","serine carboxypeptidase-like 40","LOC_Os03g26920.1",NA,"OsSCP12 - Putative Serine Carboxypeptidase homologue, expressed"
"967",1671,"NsiI.TP718149","Sobic.001G382000",1,67002191,2,"PS_Y(2)","F116+36088im(2)","GHW_1(2)","","","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.3478,0.2683,1,"Chr01",66996443,67000812,4370,"+",-5748,1379,37942519,"Sobic.001G382000","Sobic.001G382000.1","Sobic.001G382000.1.p","PF00433,PF14531","PTHR24351,PTHR24351:SF80","KOG0598","2.7.11.1","K04688","GO:0006468,GO:0005524,GO:0004674","AT3G08720.1","ATPK19,ATPK2,ATS6K2,S6K2","serine/threonine protein kinase 2","LOC_Os03g21620.1",NA,"AGC_AGC_other_RS6K_like.1 - ACG kinases include homologs to PKA, PKG and PKC, expressed"
"971",1679,"NsiI.TP718149","Sobic.001G382100",1,67002191,2,"PS_Y(2)","F116+36088im(2)","GHW_1(2)","","","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.3478,0.2683,1,"Chr01",67001817,67002957,1141,"-",-374,-766,37938020,"Sobic.001G382100","Sobic.001G382100.1","Sobic.001G382100.1.p","PF13326","PTHR34041,PTHR34041:SF1","","","K08902","GO:0010207","AT1G03600.1","PSB27","photosystem II family protein","LOC_Os03g21560.1",NA,"photosystem II 11 kD protein, putative, expressed"
"972",1680,"NsiI.TP718149","Sobic.001G382200",1,67002191,2,"PS_Y(2)","F116+36088im(2)","GHW_1(2)","","","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.3478,0.2683,1,"Chr01",67003155,67008584,5430,"-",964,-6393,37942852,"Sobic.001G382200","Sobic.001G382200.1","Sobic.001G382200.1.p","PF01873","PTHR23001","KOG2768","","K03238","GO:0006413,GO:0003743","AT5G20920.1","EIF2 BETA,EMB1401","eukaryotic translation initiation factor 2 beta subunit","LOC_Os03g21550.1",NA,"eukaryotic translation initiation factor 2 subunit beta, putative, expressed"
"973",1681,"NsiI.TP718915","Sobic.008G142600",8,57429561,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.1869,3.044,1,"Chr08",57419565,57422093,2529,"+",-9996,7468,37926612,"Sobic.008G142600","Sobic.008G142600.1","Sobic.008G142600.1.p","PF00324","PTHR11785,PTHR11785:SF366","KOG1287","","","GO:0055085,GO:0016020,GO:0006810,GO:0015171,GO:0003333","AT3G19553.1","","Amino acid permease family protein","LOC_Os12g39080.1",NA,"amino acid permease family protein, putative, expressed"
"974",1682,"NsiI.TP718915","Sobic.008G142700",8,57429561,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.1869,3.044,1,"Chr08",57423378,57426096,2719,"+",-6183,3465,37927015,"Sobic.008G142700","Sobic.008G142700.1","Sobic.008G142700.1.p","PF12767","PTHR21277,PTHR21277:SF9","","","","GO:0070461","AT2G14850.1","","","LOC_Os12g39090.2",NA,"expressed protein"
"979",1688,"NsiI.TP722362","Sobic.008G030200",8,2701955,9,"PS_Y(9)","F116+36088im(9)","HW_1(1);GHW_1(2)","","GFW_1(1)","FD_50(1);FW_50(1);GFW_50(2)","fprinW(1)","CMLM+SUPER(2)MLM+SUPER(7)","","","",0.2465,2.008,2,"Chr08",2697233,2698845,1613,"-",-4722,3110,37927310,"Sobic.008G030200","Sobic.008G030200.2","Sobic.008G030200.2.p","PF13639","PTHR14155,PTHR14155:SF74","","","","GO:0008270,GO:0005515","AT3G10910.1","","RING/U-box superfamily protein","LOC_Os11g02424.1",NA,"LTPL9 - Protease inhibitor/seed storage/LTP family protein precursor, expressed"
"989",1701,"NsiI.TP731097","Sobic.004G102100",4,9434143,26,"PS_Y(26)","F116+36088im(26)","HD_1(2);HW_1(2);HM_1(2)","HD_50(2);GHW_50(2)","FD_1(2);FW_1(1);GFW_1(1)","FD_50(1);FW_50(2);GFW_50(2);FM_50(2)","fprinW(2);fprind(1);fprinGW(2)","CMLM+SUPER(12)MLM+SUPER(14)","","","",0.4471,2.04,1,"Chr04",9434267,9447846,13580,"+",124,-13703,37933133,"Sobic.004G102100","Sobic.004G102100.1","Sobic.004G102100.1.p","PF00069,PF11721","PTHR27006,PTHR27006:SF37","KOG1187","2.7.11.1","","GO:0006468,GO:0005524,GO:0004672","AT1G53440.1","","Leucine-rich repeat transmembrane protein kinase","LOC_Os02g13850.1",NA,"leucine-rich repeat-containing protein kinase family protein, putative, expressed"
"998",1724,"NsiI.TP736796","Sobic.002G319300",2,69108801,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.3289,0.6676,3,"Chr02",69114701,69122173,7473,"-",5900,-13372,37951305,"Sobic.002G319300","Sobic.002G319300.3","Sobic.002G319300.3.p","PF00307,PF00612","PTHR11915","KOG0165","","K16743","GO:0005515","AT4G21820.1","","binding;calmodulin binding","LOC_Os07g33370.1",NA,"IQ calmodulin-binding motif family protein, expressed"
"1001",1742,"NsiI.TP741553","Sobic.006G112500",6,48088743,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.07206,0.1803,1,"Chr06",48074729,48079935,5207,"-",-14014,8808,37945654,"Sobic.006G112500","Sobic.006G112500.1","Sobic.006G112500.1.p","PF04857","PTHR15092,PTHR15092:SF22","KOG1990","3.1.13.4","K01148","GO:0005634","AT1G55870.1","AHG2,ATPARN","Polynucleotidyl transferase, ribonuclease H-like superfamily protein","LOC_Os04g39260.3",NA,"CAF1 family ribonuclease containing protein, putative, expressed"
"1002",1745,"NsiI.TP741553","Sobic.006G112600",6,48088743,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.07206,0.1803,1,"Chr06",48080129,48083613,3485,"-",-8614,5130,37949436,"Sobic.006G112600","Sobic.006G112600.1","Sobic.006G112600.1.p","PF00218","PTHR22854,PTHR22854:SF10","KOG4201","4.1.1.48","K01609","GO:0004425","AT5G48220.1","","Aldolase-type TIM barrel family protein","LOC_Os04g39270.1",NA,"indole-3-glycerol phosphate synthase, chloroplast precursor, putative, expressed"
"1003",1750,"NsiI.TP741553","Sobic.006G112700",6,48088743,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.07206,0.1803,3,"Chr06",48083812,48089107,5296,"-",-4931,-364,37947427,"Sobic.006G112700","Sobic.006G112700.3","Sobic.006G112700.3.p","PF02765","PTHR14513","KOG4757","","","GO:0003677,GO:0000784,GO:0000723,GO:0043047","AT5G06310.1","AtPOT1b","Nucleic acid-binding, OB-fold-like protein","LOC_Os04g39280.1",NA,"ATPOT1, putative, expressed"
