,SNP,Gene,chr,start,end,width,strand,dis_start.positon,dis_positon.end
613,NsiI.TP340042,Sobic.004G012100.2,Chr04,997697,1001243,3547,-,-10179,6633
614,NsiI.TP340042,Sobic.004G012100.1,Chr04,998391,1001234,2844,-,-9485,6642
615,NsiI.TP340042,Sobic.004G012250.1,Chr04,1013937,1016535,2599,-,6061,-8659
619,NsiI.TP346723,Sobic.005G076400.2,Chr05,9409035,9414778,5744,+,-13052,7309
620,NsiI.TP346723,Sobic.005G076400.1,Chr05,9409223,9414762,5540,+,-12864,7325
621,NsiI.TP346723,Sobic.005G076500.5,Chr05,9421561,9428494,6934,+,-526,-6407
622,NsiI.TP346723,Sobic.005G076500.4,Chr05,9421562,9428494,6933,+,-525,-6407
623,NsiI.TP346723,Sobic.005G076500.2,Chr05,9421582,9428494,6913,+,-505,-6407
624,NsiI.TP346723,Sobic.005G076500.3,Chr05,9421582,9428496,6915,+,-505,-6409
625,NsiI.TP346723,Sobic.005G076600.1,Chr05,9429108,9432744,3637,-,7021,-10657
626,NsiI.TP34695,Sobic.004G078800.1,Chr04,6496341,6505629,9289,+,-12167,2879
627,NsiI.TP34695,Sobic.004G078800.2,Chr04,6496341,6505629,9289,+,-12167,2879
628,NsiI.TP34695,Sobic.004G079000.1,Chr04,6514491,6519623,5133,+,5983,-11115
629,NsiI.TP34695,Sobic.004G079000.2,Chr04,6514491,6519623,5133,+,5983,-11115
630,NsiI.TP34695,Sobic.004G078900.1,Chr04,6505769,6511054,5286,-,-2739,-2546
631,NsiI.TP34695,Sobic.004G078900.2,Chr04,6505769,6511054,5286,-,-2739,-2546
632,NsiI.TP347216,Sobic.009G111200.1,Chr09,44785084,44786853,1770,+,-5330,3561
633,NsiI.TP347216,Sobic.009G111301.1,Chr09,44790435,44791232,798,+,21,-818
634,NsiI.TP347216,Sobic.009G111400.1,Chr09,44791313,44800404,9092,+,899,-9990
635,NsiI.TP347216,Sobic.009G111400.3,Chr09,44791313,44800404,9092,+,899,-9990
636,NsiI.TP347216,Sobic.009G111400.2,Chr09,44791497,44800404,8908,+,1083,-9990
637,NsiI.TP350239,Sobic.002G333900.1,Chr02,70227888,70231133,3246,-,-10503,7258
638,NsiI.TP350239,Sobic.002G334000.1,Chr02,70232865,70236367,3503,-,-5526,2024
639,NsiI.TP350239,Sobic.002G334100.1,Chr02,70238027,70241354,3328,-,-364,-2963
640,NsiI.TP350239,Sobic.002G334200.1,Chr02,70246739,70250042,3304,-,8348,-11651
641,NsiI.TP350425,Sobic.006G218600.1,Chr06,56578466,56581326,2861,+,656,-3516
642,NsiI.TP350425,Sobic.006G218700.1,Chr06,56582415,56586022,3608,-,4605,-8212
643,NsiI.TP351438,Sobic.003G359800.1,Chr03,67707080,67709616,2537,-,-248,-2288
644,NsiI.TP352026,Sobic.006G003600.1,Chr06,548123,560425,12303,-,-7701,-4601
645,NsiI.TP35357,Sobic.002G296100.1,Chr02,67310486,67315410,4925,+,-762,-4162
646,NsiI.TP35357,Sobic.002G296100.2,Chr02,67310606,67315196,4591,+,-642,-3948
647,NsiI.TP35357,Sobic.002G296100.4,Chr02,67310606,67315196,4591,+,-642,-3948
648,NsiI.TP35357,Sobic.002G296100.5,Chr02,67310606,67315196,4591,+,-642,-3948
649,NsiI.TP35357,Sobic.002G296100.3,Chr02,67310606,67315198,4593,+,-642,-3950
650,NsiI.TP35357,Sobic.002G296000.1,Chr02,67301570,67307362,5793,-,-9678,3886
651,NsiI.TP35357,Sobic.002G296200.1,Chr02,67318556,67321047,2492,-,7308,-9799
652,NsiI.TP355773,Sobic.002G306201.1,Chr02,68104781,68109206,4426,+,373,-4798
653,NsiI.TP355773,Sobic.002G306300.1,Chr02,68113481,68118779,5299,+,9073,-14371
654,NsiI.TP355773,Sobic.002G306100.1,Chr02,68100352,68105062,4711,-,-4056,-654
655,NsiI.TP355773,Sobic.002G306100.2,Chr02,68100352,68105062,4711,-,-4056,-654
656,NsiI.TP358628,Sobic.009G000200.1,Chr09,45063,50274,5212,+,-3444,-1767
657,NsiI.TP358628,Sobic.009G000300.1,Chr09,54111,58498,4388,-,5604,-9991
659,NsiI.TP359148,Sobic.001G117500.1,Chr01,9153030,9154309,1280,+,-6668,5389
660,NsiI.TP359148,Sobic.001G117900.1,Chr01,9169675,9178366,8692,+,9977,-18668
661,NsiI.TP359148,Sobic.001G117900.2,Chr01,9169675,9178422,8748,+,9977,-18724
662,NsiI.TP359148,Sobic.001G117900.4,Chr01,9169687,9178431,8745,+,9989,-18733
663,NsiI.TP359148,Sobic.001G117400.2,Chr01,9148503,9150814,2312,-,-11195,8884
664,NsiI.TP359148,Sobic.001G117600.1,Chr01,9155506,9159007,3502,-,-4192,691
665,NsiI.TP359148,Sobic.001G117600.2,Chr01,9155687,9159007,3321,-,-4011,691
666,NsiI.TP359148,Sobic.001G117701.1,Chr01,9159160,9161947,2788,-,-538,-2249
667,NsiI.TP359148,Sobic.001G117800.1,Chr01,9164402,9169447,5046,-,4704,-9749
670,NsiI.TP360999,Sobic.001G132800.1,Chr01,10464458,10469295,4838,-,-1285,-3552
671,NsiI.TP360999,Sobic.001G132900.1,Chr01,10471579,10477906,6328,-,5836,-12163
674,NsiI.TP363937,Sobic.001G219600.1,Chr01,20591235,20610627,19393,-,-445,-18947
675,NsiI.TP364137,Sobic.006G218850.1,Chr06,56601274,56601965,692,+,-8798,8107
676,NsiI.TP364137,Sobic.006G219100.2,Chr06,56615808,56618748,2941,+,5736,-8676
677,NsiI.TP364137,Sobic.006G219100.3,Chr06,56615808,56618748,2941,+,5736,-8676
678,NsiI.TP364137,Sobic.006G218900.1,Chr06,56602420,56606405,3986,-,-7652,3667
679,NsiI.TP364137,Sobic.006G218950.1,Chr06,56607700,56608696,997,-,-2372,1376
680,NsiI.TP364137,Sobic.006G219000.1,Chr06,56609264,56614643,5380,-,-808,-4571
682,NsiI.TP369405,Sobic.004G027800.1,Chr04,2235985,2242049,6065,+,1610,-7674
683,NsiI.TP369405,Sobic.004G027800.2,Chr04,2235985,2242049,6065,+,1610,-7674
684,NsiI.TP369405,Sobic.004G027600.1,Chr04,2227826,2232512,4687,-,-6549,1863
685,NsiI.TP369405,Sobic.004G027700.2,Chr04,2233949,2235493,1545,-,-426,-1118
686,NsiI.TP369405,Sobic.004G027900.1,Chr04,2242302,2247493,5192,-,7927,-13118
687,NsiI.TP370740,Sobic.006G280400.2,Chr06,61055957,61062570,6614,+,-1713,-4900
688,NsiI.TP370740,Sobic.006G280400.1,Chr06,61057137,61062570,5434,+,-533,-4900
689,NsiI.TP370740,Sobic.006G280500.1,Chr06,61062571,61064995,2425,-,4901,-7325
690,NsiI.TP370740,Sobic.006G280600.1,Chr06,61065794,61068866,3073,-,8124,-11196
691,NsiI.TP370740,Sobic.006G280600.2,Chr06,61065794,61068866,3073,-,8124,-11196
692,NsiI.TP370880,Sobic.003G363500.1,Chr03,68102184,68107723,5540,+,-9031,3492
693,NsiI.TP370880,Sobic.003G363600.10,Chr03,68107429,68115976,8548,-,-3786,-4761
694,NsiI.TP370880,Sobic.003G363600.2,Chr03,68107429,68115976,8548,-,-3786,-4761
695,NsiI.TP370880,Sobic.003G363600.6,Chr03,68107441,68115976,8536,-,-3774,-4761
696,NsiI.TP370880,Sobic.003G363600.7,Chr03,68107441,68115976,8536,-,-3774,-4761
697,NsiI.TP370880,Sobic.003G363600.9,Chr03,68107441,68115976,8536,-,-3774,-4761
698,NsiI.TP370880,Sobic.003G363600.8,Chr03,68107457,68115976,8520,-,-3758,-4761
699,NsiI.TP370880,Sobic.003G363600.5,Chr03,68107465,68114713,7249,-,-3750,-3498
700,NsiI.TP370880,Sobic.003G363600.1,Chr03,68107465,68115976,8512,-,-3750,-4761
701,NsiI.TP370880,Sobic.003G363600.3,Chr03,68107465,68115976,8512,-,-3750,-4761
702,NsiI.TP370880,Sobic.003G363600.4,Chr03,68107465,68115976,8512,-,-3750,-4761
703,NsiI.TP370880,Sobic.003G363700.1,Chr03,68117750,68125999,8250,-,6535,-14784
704,NsiI.TP370880,Sobic.003G363700.3,Chr03,68117750,68125999,8250,-,6535,-14784
708,NsiI.TP376338,Sobic.003G426300.1,Chr03,73024820,73025894,1075,+,5509,-6583
709,NsiI.TP376338,Sobic.003G426400.1,Chr03,73026407,73027878,1472,+,7096,-8567
710,NsiI.TP376338,Sobic.003G425900.2,Chr03,73010266,73012200,1935,-,-9045,7111
711,NsiI.TP376338,Sobic.003G426000.1,Chr03,73013858,73015106,1249,-,-5453,4205
712,NsiI.TP376338,Sobic.003G426100.1,Chr03,73017034,73018103,1070,-,-2277,1208
713,NsiI.TP376338,Sobic.003G426200.2,Chr03,73019107,73020239,1133,-,-204,-928
714,NsiI.TP382187,Sobic.007G091800.1,Chr07,15370002,15370883,882,+,8193,-9074
715,NsiI.TP383484,Sobic.009G058400.1,Chr09,6119134,6119969,836,+,7533,-8368
717,NsiI.TP387106,Sobic.001G524500.1,Chr01,78906714,78917635,10922,+,-2854,-8067
718,NsiI.TP387106,Sobic.001G524500.2,Chr01,78906714,78917635,10922,+,-2854,-8067
719,NsiI.TP387106,Sobic.001G524600.1,Chr01,78908299,78909120,822,+,-1269,448
720,NsiI.TP387106,Sobic.001G524300.1,Chr01,78898085,78901983,3899,-,-11483,7585
721,NsiI.TP387106,Sobic.001G524400.1,Chr01,78902475,78906568,4094,-,-7093,3000
723,NsiI.TP388861,Sobic.004G184300.1,Chr04,53759368,53760678,1311,+,-1207,-103
724,NsiI.TP388861,Sobic.004G184500.1,Chr04,53764473,53768506,4034,+,3898,-7931
725,NsiI.TP388861,Sobic.004G184500.2,Chr04,53764473,53768506,4034,+,3898,-7931
726,NsiI.TP388861,Sobic.004G184600.1,Chr04,53768894,53770203,1310,+,8319,-9628
727,NsiI.TP388861,Sobic.004G184200.4,Chr04,53749038,53752964,3927,-,-11537,7611
728,NsiI.TP388861,Sobic.004G184200.5,Chr04,53749038,53752964,3927,-,-11537,7611
729,NsiI.TP388861,Sobic.004G184200.1,Chr04,53749137,53752741,3605,-,-11438,7834
730,NsiI.TP388861,Sobic.004G184200.2,Chr04,53749137,53752964,3828,-,-11438,7611
731,NsiI.TP388861,Sobic.004G184400.1,Chr04,53763702,53764970,1269,-,3127,-4395
733,NsiI.TP388907,Sobic.002G346700.1,Chr02,71252892,71254806,1915,+,-3753,1839
734,NsiI.TP388907,Sobic.002G346800.1,Chr02,71256792,71258893,2102,+,147,-2248
735,NsiI.TP388907,Sobic.002G347000.1,Chr02,71262619,71265634,3016,+,5974,-8989
736,NsiI.TP388907,Sobic.002G347000.2,Chr02,71262619,71265634,3016,+,5974,-8989
737,NsiI.TP388907,Sobic.002G346600.3,Chr02,71242663,71251130,8468,-,-13982,5515
738,NsiI.TP388907,Sobic.002G346900.2,Chr02,71257943,71262584,4642,-,1298,-5939
739,NsiI.TP388907,Sobic.002G346900.1,Chr02,71259038,71262584,3547,-,2393,-5939
741,NsiI.TP392116,Sobic.003G377100.1,Chr03,69144515,69145942,1428,+,-2215,788
742,NsiI.TP392116,Sobic.003G377000.1,Chr03,69135136,69140843,5708,-,-11594,5887
743,NsiI.TP392116,Sobic.003G377200.1,Chr03,69146172,69148250,2079,-,-558,-1520
744,NsiI.TP392116,Sobic.003G377300.1,Chr03,69151069,69162540,11472,-,4339,-15810
746,NsiI.TP39438,Sobic.002G292000.1,Chr02,67008667,67010027,1361,+,3981,-5341
747,NsiI.TP39438,Sobic.002G292100.1,Chr02,67011078,67015058,3981,+,6392,-10372
748,NsiI.TP39438,Sobic.002G292100.2,Chr02,67011078,67015058,3981,+,6392,-10372
749,NsiI.TP39438,Sobic.002G292100.3,Chr02,67011078,67015058,3981,+,6392,-10372
750,NsiI.TP39438,Sobic.002G292100.4,Chr02,67011735,67015058,3324,+,7049,-10372
751,NsiI.TP39438,Sobic.002G291850.1,Chr02,66994754,66997056,2303,-,-9932,7630
752,NsiI.TP39438,Sobic.002G291900.1,Chr02,67001452,67002105,654,-,-3234,2581
753,NsiI.TP394597,Sobic.008G136500.1,Chr08,56575301,56577222,1922,+,6799,-8720
756,NsiI.TP39861,Sobic.003G367350.1,Chr03,68357704,68359055,1352,+,-10992,9641
757,NsiI.TP39861,Sobic.003G367451.1,Chr03,68362685,68367206,4522,+,-6011,1490
758,NsiI.TP39861,Sobic.003G367500.1,Chr03,68367207,68370619,3413,+,-1489,-1923
759,NsiI.TP39861,Sobic.003G367401.1,Chr03,68361466,68362218,753,-,-7230,6478
760,NsiI.TP39861,Sobic.003G367650.1,Chr03,68370787,68372131,1345,-,2091,-3435
761,NsiI.TP39861,Sobic.003G367800.1,Chr03,68373219,68375642,2424,-,4523,-6946
762,NsiI.TP39861,Sobic.003G367900.1,Chr03,68376151,68378750,2600,-,7455,-10054
767,NsiI.TP404884,Sobic.001G312900.1,Chr01,59989927,59995061,5135,-,-11670,6536
768,NsiI.TP404884,Sobic.001G313000.1,Chr01,60002775,60006100,3326,-,1178,-4503
769,NsiI.TP406255,Sobic.003G379500.3,Chr03,69335724,69347208,11485,+,-19313,7829
770,NsiI.TP406255,Sobic.003G379500.4,Chr03,69335724,69349190,13467,+,-19313,5847
771,NsiI.TP406255,Sobic.003G379800.1,Chr03,69362960,69366951,3992,+,7923,-11914
772,NsiI.TP406255,Sobic.003G379700.1,Chr03,69351545,69356137,4593,-,-3492,-1100
773,NsiI.TP406255,Sobic.003G379700.2,Chr03,69351545,69356140,4596,-,-3492,-1103
775,NsiI.TP406742,Sobic.002G272800.1,Chr02,65605672,65612083,6412,+,-12058,5647
776,NsiI.TP406742,Sobic.002G272800.2,Chr02,65605672,65612310,6639,+,-12058,5420
777,NsiI.TP406742,Sobic.002G272900.1,Chr02,65616732,65618588,1857,-,-998,-858
778,NsiI.TP406742,Sobic.002G273000.1,Chr02,65623899,65626207,2309,-,6169,-8477
779,NsiI.TP407173,Sobic.004G176500.1,Chr04,52873449,52875260,1812,+,-6495,4684
780,NsiI.TP407173,Sobic.004G176600.1,Chr04,52879275,52880557,1283,+,-669,-613
781,NsiI.TP407173,Sobic.004G176400.1,Chr04,52869773,52873305,3533,-,-10171,6639
782,NsiI.TP407173,Sobic.004G176550.1,Chr04,52876378,52878653,2276,-,-3566,1291
783,NsiI.TP407173,Sobic.004G176550.2,Chr04,52876378,52878653,2276,-,-3566,1291
784,NsiI.TP407173,Sobic.004G176550.3,Chr04,52876412,52879437,3026,-,-3532,507
787,NsiI.TP41073,Sobic.003G153600.1,Chr03,16553626,16557800,4175,+,-3682,-492
788,NsiI.TP41073,Sobic.003G153600.2,Chr03,16556507,16557800,1294,+,-801,-492
790,NsiI.TP412045,Sobic.001G026800.1,Chr01,2094324,2098430,4107,+,-8408,4302
791,NsiI.TP412045,Sobic.001G026800.2,Chr01,2095431,2098430,3000,+,-7301,4302
792,NsiI.TP412045,Sobic.001G026950.1,Chr01,2106063,2106545,483,+,3331,-3813
793,NsiI.TP412045,Sobic.001G026900.2,Chr01,2098594,2101821,3228,-,-4138,911
794,NsiI.TP412045,Sobic.001G026900.1,Chr01,2098780,2101900,3121,-,-3952,832
795,NsiI.TP412045,Sobic.001G027000.1,Chr01,2111441,2113889,2449,-,8709,-11157
796,NsiI.TP413314,Sobic.001G299400.1,Chr01,58039719,58040834,1116,+,-10415,9300
797,NsiI.TP413314,Sobic.001G299600.1,Chr01,58059101,58064037,4937,+,8967,-13903
798,NsiI.TP413314,Sobic.001G299500.1,Chr01,58041057,58043549,2493,-,-9077,6585
800,NsiI.TP414923,Sobic.007G150200.1,Chr07,58204700,58208304,3605,+,-12013,8409
801,NsiI.TP414923,Sobic.007G150500.3,Chr07,58215218,58219157,3940,-,-1495,-2444
802,NsiI.TP415542,Sobic.010G066100.1,Chr10,5269105,5273618,4514,-,-10069,5556
803,NsiI.TP415575,Sobic.009G186300.1,Chr09,53920131,53923447,3317,-,-2998,-318
804,NsiI.TP415575,Sobic.009G186400.1,Chr09,53925415,53925993,579,-,2286,-2864
808,NsiI.TP417060,Sobic.002G134300.1,Chr02,19848609,19852513,3905,-,-10935,7031
809,NsiI.TP417060,Sobic.002G134400.1,Chr02,19857622,19861816,4195,-,-1922,-2272
811,NsiI.TP418754,Sobic.004G288600.1,Chr04,63013051,63022193,9143,+,-18172,9030
812,NsiI.TP418754,Sobic.004G288700.1,Chr04,63023013,63027206,4194,-,-8210,4017
813,NsiI.TP418754,Sobic.004G288800.1,Chr04,63028826,63030350,1525,-,-2397,873
814,NsiI.TP418754,Sobic.004G288900.2,Chr04,63031840,63038340,6501,-,617,-7117
815,NsiI.TP418754,Sobic.004G288900.3,Chr04,63031840,63038340,6501,-,617,-7117
816,NsiI.TP418754,Sobic.004G289000.1,Chr04,63040890,63045569,4680,-,9667,-14346
817,NsiI.TP418754,Sobic.004G289000.3,Chr04,63040890,63045569,4680,-,9667,-14346
818,NsiI.TP418817,Sobic.003G392600.2,Chr03,70379615,70385367,5753,-,6579,-12331
819,NsiI.TP418817,Sobic.003G392600.3,Chr03,70379648,70385218,5571,-,6612,-12182
820,NsiI.TP418817,Sobic.003G392600.1,Chr03,70379649,70385322,5674,-,6613,-12286
822,NsiI.TP419909,Sobic.001G389100.4,Chr01,67575823,67582190,6368,+,-14049,7682
823,NsiI.TP419909,Sobic.001G389100.2,Chr01,67575823,67582201,6379,+,-14049,7671
824,NsiI.TP419909,Sobic.001G389100.3,Chr01,67575823,67582201,6379,+,-14049,7671
825,NsiI.TP419909,Sobic.001G389100.1,Chr01,67575830,67582176,6347,+,-14042,7696
826,NsiI.TP419909,Sobic.001G389200.1,Chr01,67584134,67593222,9089,+,-5738,-3350
827,NsiI.TP419909,Sobic.001G389300.1,Chr01,67599333,67603108,3776,-,9461,-13236
828,NsiI.TP420372,Sobic.004G226000.2,Chr04,57614267,57615212,946,+,-8876,7931
829,NsiI.TP420372,Sobic.004G226100.1,Chr04,57617507,57618278,772,+,-5636,4865
830,NsiI.TP420372,Sobic.004G226200.1,Chr04,57625228,57626626,1399,-,2085,-3483
831,NsiI.TP421896,Sobic.001G483500.1,Chr01,75480007,75481092,1086,+,-10280,9195
832,NsiI.TP421896,Sobic.001G483600.1,Chr01,75482435,75487790,5356,-,-7852,2497
833,NsiI.TP421896,Sobic.001G483800.2,Chr01,75496871,75505832,8962,-,6584,-15545
834,NsiI.TP421896,Sobic.001G483800.3,Chr01,75496871,75505832,8962,-,6584,-15545
835,NsiI.TP421896,Sobic.001G483800.4,Chr01,75496871,75505832,8962,-,6584,-15545
836,NsiI.TP421896,Sobic.001G483700.1,Chr01,75497636,75498417,782,-,7349,-8130
837,NsiI.TP421896,Sobic.001G483800.1,Chr01,75498500,75505884,7385,-,8213,-15597
838,NsiI.TP421896,Sobic.001G483800.5,Chr01,75498500,75505884,7385,-,8213,-15597
839,NsiI.TP422447,Sobic.001G491800.1,Chr01,76155149,76157243,2095,+,-454,-1640
840,NsiI.TP422447,Sobic.001G491800.2,Chr01,76155149,76157243,2095,+,-454,-1640
841,NsiI.TP422447,Sobic.001G492000.1,Chr01,76161220,76162658,1439,+,5617,-7055
842,NsiI.TP422447,Sobic.001G491900.1,Chr01,76156637,76159527,2891,-,1034,-3924
843,NsiI.TP422447,Sobic.001G492100.1,Chr01,76162659,76166773,4115,-,7056,-11170
844,NsiI.TP422447,Sobic.001G492100.2,Chr01,76162659,76166773,4115,-,7056,-11170
849,NsiI.TP425431,Sobic.001G256000.2,Chr01,29610687,29611473,787,-,-784,-2
850,NsiI.TP426185,Sobic.003G077800.1,Chr03,6643506,6645842,2337,+,-2341,5
851,NsiI.TP426185,Sobic.003G077900.1,Chr03,6651977,6658547,6571,+,6130,-12700
852,NsiI.TP426185,Sobic.003G077700.2,Chr03,6633412,6639676,6265,-,-12435,6171
853,NsiI.TP426185,Sobic.003G077700.1,Chr03,6633417,6639676,6260,-,-12430,6171
855,NsiI.TP426936,Sobic.003G289800.1,Chr03,62231642,62236073,4432,+,-4648,217
856,NsiI.TP426936,Sobic.003G289900.1,Chr03,62236973,62241095,4123,+,683,-4805
857,NsiI.TP426936,Sobic.003G289900.2,Chr03,62236973,62241095,4123,+,683,-4805
858,NsiI.TP426936,Sobic.003G290000.2,Chr03,62241321,62247901,6581,-,5031,-11611
859,NsiI.TP426936,Sobic.003G290000.1,Chr03,62242698,62247901,5204,-,6408,-11611
862,NsiI.TP428405,Sobic.002G040550.1,Chr02,3912164,3913536,1373,+,-308,-1064
863,NsiI.TP428405,Sobic.002G040550.2,Chr02,3912164,3913536,1373,+,-308,-1064
864,NsiI.TP428405,Sobic.002G040400.1,Chr02,3900660,3902719,2060,-,-11812,9753
865,NsiI.TP428405,Sobic.002G040500.1,Chr02,3910722,3912341,1620,-,-1750,131
866,NsiI.TP428405,Sobic.002G040600.1,Chr02,3916146,3918931,2786,-,3674,-6459
867,NsiI.TP429188,Sobic.001G518900.1,Chr01,78509335,78511043,1709,+,-926,-782
868,NsiI.TP429188,Sobic.001G519000.1,Chr01,78514541,78518577,4037,+,4280,-8316
870,NsiI.TP431965,Sobic.002G174200.1,Chr02,55134836,55136822,1987,+,88,-2074
873,NsiI.TP433359,Sobic.010G073600.1,Chr10,6016184,6023986,7803,+,3679,-11481
874,NsiI.TP433543,Sobic.009G074800.1,Chr09,9608568,9609148,581,+,-2681,2101
875,NsiI.TP433543,Sobic.009G074850.1,Chr09,9616540,9616776,237,+,5291,-5527
876,NsiI.TP433543,Sobic.009G074700.1,Chr09,9606674,9614536,7863,-,-4575,-3287
878,NsiI.TP43469,Sobic.003G382400.1,Chr03,69594183,69598653,4471,+,-5714,1244
879,NsiI.TP43469,Sobic.003G382600.1,Chr03,69606054,69607262,1209,+,6157,-7365
880,NsiI.TP43469,Sobic.003G382500.1,Chr03,69598917,69603224,4308,-,-980,-3327
881,NsiI.TP43469,Sobic.003G382500.2,Chr03,69598917,69603224,4308,-,-980,-3327
884,NsiI.TP435805,Sobic.003G313100.1,Chr03,64127467,64130269,2803,+,-5609,2807
885,NsiI.TP435805,Sobic.003G313000.1,Chr03,64121852,64124022,2171,-,-11224,9054
886,NsiI.TP435805,Sobic.003G313200.1,Chr03,64130215,64133042,2828,-,-2861,34
887,NsiI.TP435805,Sobic.003G313300.1,Chr03,64134664,64141362,6699,-,1588,-8286
888,NsiI.TP435805,Sobic.003G313300.2,Chr03,64134664,64141362,6699,-,1588,-8286
889,NsiI.TP435805,Sobic.003G313300.3,Chr03,64134664,64141362,6699,-,1588,-8286
890,NsiI.TP435805,Sobic.003G313300.4,Chr03,64134664,64141362,6699,-,1588,-8286
891,NsiI.TP435805,Sobic.003G313300.5,Chr03,64135255,64141362,6108,-,2179,-8286
892,NsiI.TP436526,Sobic.003G033600.1,Chr03,3072139,3073113,975,+,2346,-3320
893,NsiI.TP436526,Sobic.003G033700.2,Chr03,3076739,3079361,2623,+,6946,-9568
894,NsiI.TP436526,Sobic.003G033700.3,Chr03,3076767,3079359,2593,+,6974,-9566
895,NsiI.TP436526,Sobic.003G033300.1,Chr03,3059505,3061393,1889,-,-10288,8400
896,NsiI.TP436526,Sobic.003G033400.1,Chr03,3062354,3063493,1140,-,-7439,6300
897,NsiI.TP436526,Sobic.003G033500.1,Chr03,3066533,3067815,1283,-,-3260,1978
898,NsiI.TP436966,Sobic.003G001701.1,Chr03,206863,209611,2749,+,-1423,-1325
899,NsiI.TP436966,Sobic.003G001751.1,Chr03,213632,214025,394,-,5346,-5739
900,NsiI.TP436966,Sobic.003G001800.2,Chr03,215202,216337,1136,-,6916,-8051
901,NsiI.TP438031,Sobic.002G229900.1,Chr02,62127848,62129206,1359,+,-5498,4140
902,NsiI.TP438031,Sobic.002G230000.1,Chr02,62132875,62133808,934,+,-471,-462
903,NsiI.TP438031,Sobic.002G230100.4,Chr02,62133898,62137600,3703,-,552,-4254
904,NsiI.TP438031,Sobic.002G230100.6,Chr02,62133898,62138138,4241,-,552,-4792
905,NsiI.TP438031,Sobic.002G230100.5,Chr02,62133898,62138981,5084,-,552,-5635
908,NsiI.TP440447,Sobic.009G013400.2,Chr09,1181680,1185299,3620,+,-6442,2823
909,NsiI.TP440447,Sobic.009G013400.1,Chr09,1181942,1185299,3358,+,-6180,2823
910,NsiI.TP440447,Sobic.009G013600.1,Chr09,1193972,1196082,2111,+,5850,-7960
911,NsiI.TP440447,Sobic.009G013700.1,Chr09,1196296,1200599,4304,+,8174,-12477
912,NsiI.TP440694,Sobic.010G077700.2,Chr10,6481324,6482457,1134,+,-1071,-62
913,NsiI.TP440694,Sobic.010G077800.1,Chr10,6487019,6491208,4190,+,4624,-8813
914,NsiI.TP440843,Sobic.007G020700.1,Chr07,1961403,1963383,1981,-,-6602,4622
915,NsiI.TP440927,Sobic.001G217800.1,Chr01,20254384,20254924,541,+,2140,-2680
916,NsiI.TP440927,Sobic.001G217500.2,Chr01,20237547,20244332,6786,-,-14697,7912
917,NsiI.TP440927,Sobic.001G217500.3,Chr01,20237608,20244313,6706,-,-14636,7931
918,NsiI.TP440927,Sobic.001G217600.1,Chr01,20246650,20250130,3481,-,-5594,2114
919,NsiI.TP440927,Sobic.001G217600.2,Chr01,20246650,20250130,3481,-,-5594,2114
920,NsiI.TP440927,Sobic.001G217600.3,Chr01,20246650,20250130,3481,-,-5594,2114
921,NsiI.TP440927,Sobic.001G217700.1,Chr01,20251157,20256745,5589,-,-1087,-4501
922,NsiI.TP440927,Sobic.001G217700.2,Chr01,20251157,20256745,5589,-,-1087,-4501
923,NsiI.TP440927,Sobic.001G217850.1,Chr01,20257858,20258851,994,-,5614,-6607
924,NsiI.TP441010,Sobic.001G102200.1,Chr01,7808235,7814979,6745,+,-13797,7053
925,NsiI.TP441010,Sobic.001G102300.1,Chr01,7815194,7826656,11463,-,-6838,-4624
926,NsiI.TP441453,Sobic.003G233700.1,Chr03,57257249,57263009,5761,+,-9773,4013
927,NsiI.TP441453,Sobic.003G233800.1,Chr03,57265830,57269845,4016,-,-1192,-2823
930,NsiI.TP442160,Sobic.005G217000.1,Chr05,70268890,70273918,5029,-,-12710,7682
931,NsiI.TP442160,Sobic.005G217000.5,Chr05,70268890,70273918,5029,-,-12710,7682
932,NsiI.TP442160,Sobic.005G217000.6,Chr05,70268890,70273918,5029,-,-12710,7682
933,NsiI.TP442160,Sobic.005G217000.3,Chr05,70269976,70273918,3943,-,-11624,7682
934,NsiI.TP442160,Sobic.005G217000.4,Chr05,70270088,70273918,3831,-,-11512,7682
935,NsiI.TP442160,Sobic.005G217101.1,Chr05,70277043,70279175,2133,-,-4557,2425
936,NsiI.TP442160,Sobic.005G217200.2,Chr05,70279397,70283551,4155,-,-2203,-1951
937,NsiI.TP442160,Sobic.005G217200.1,Chr05,70279397,70284523,5127,-,-2203,-2923
938,NsiI.TP442162,Sobic.003G269600.1,Chr03,60633944,60636136,2193,+,-1591,-601
939,NsiI.TP442162,Sobic.003G269500.1,Chr03,60624004,60628867,4864,-,-11531,6668
940,NsiI.TP442162,Sobic.003G269700.1,Chr03,60641363,60644656,3294,-,5828,-9121
942,NsiI.TP442700,Sobic.008G191600.1,Chr08,62532758,62535982,3225,+,-12356,9132
943,NsiI.TP442700,Sobic.008G191900.1,Chr08,62552756,62555565,2810,+,7642,-10451
944,NsiI.TP442700,Sobic.008G191700.1,Chr08,62537930,62538642,713,-,-7184,6472
