"","SNP","Gene","Chromosome","Position","Grand.Total","PS","Ind.SNP","Heading_1","Heading_50","Flowering_1","Flowering_50","PCA","SUPER","FarmCPU","mrMLM.1","mrMLM.2","MAF","PVE","chr","start","end","width","strand","dis_start.positon","dis_positon.end","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"2731","NsiI.TP435805","Sobic.003G313300",3,64133076,1,"PS_N","F96+4814","","","","GFW_50","","","FarmCPU","","",0.08854,17.03,"Chr03",64134664,64141362,6699,"-",1588,-8286,"PF00010","PTHR12565,PTHR12565:SF164","","","","GO:0046983","AT5G43650","BHLH92","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os01g56690",NA,"helix-loop-helix DNA-binding domain containing protein, expressed"
"2766","NsiI.TP436526","Sobic.003G033300",3,3069793,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1212,8.489,"Chr03",3059505,3061393,1889,"-",-10288,8400,"","","","","","","","","","",NA,""
"2771","NsiI.TP436526","Sobic.003G033400",3,3069793,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1212,8.489,"Chr03",3062354,3063493,1140,"-",-7439,6300,"","","","","","","","","","",NA,""
"2776","NsiI.TP436526","Sobic.003G033500",3,3069793,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1212,8.489,"Chr03",3066533,3067815,1283,"-",-3260,1978,"","","","","","","","","","",NA,""
"2751","NsiI.TP436526","Sobic.003G033600",3,3069793,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1212,8.489,"Chr03",3072139,3073113,975,"+",2346,-3320,"","","","","","","","","","",NA,""
"2756","NsiI.TP436526","Sobic.003G033700",3,3069793,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1212,8.489,"Chr03",3076739,3079361,2623,"+",6946,-9568,"","","","","","","","","","",NA,""
"2781","NsiI.TP436966","Sobic.003G001701",3,208286,12,"PS_NPS_Y","F116+36088im;F96+4814;F106+4185;F116+3098","HD_1;HW_1;HM_1","HW_50;HM_50","FW_1;GFW_1;FM_1","","fprinM","","FarmCPU","mrMLM;FASTmrMLM","ISIS EM-BLASSO;pLARmEB",0.1064,38.46,"Chr03",206863,209611,2749,"+",-1423,-1325,"PF02365","PTHR31719,PTHR31719:SF12","","","","GO:0006355,GO:0003677","AT1G61110","anac025,NAC025","NAC domain containing protein 25","LOC_Os03g21060",NA,"No apical meristem protein, putative, expressed"
"2784","NsiI.TP436966","Sobic.003G001751",3,208286,12,"PS_NPS_Y","F116+36088im;F96+4814;F106+4185;F116+3098","HD_1;HW_1;HM_1","HW_50;HM_50","FW_1;GFW_1;FM_1","","fprinM","","FarmCPU","mrMLM;FASTmrMLM","ISIS EM-BLASSO;pLARmEB",0.1064,38.46,"Chr03",213632,214025,394,"-",5346,-5739,"PF02365","PTHR31719,PTHR31719:SF12","","","","GO:0006355,GO:0003677","AT1G61110","anac025,NAC025","NAC domain containing protein 25","LOC_Os03g21060",NA,"No apical meristem protein, putative, expressed"
"2787","NsiI.TP436966","Sobic.003G001800",3,208286,12,"PS_NPS_Y","F116+36088im;F96+4814;F106+4185;F116+3098","HD_1;HW_1;HM_1","HW_50;HM_50","FW_1;GFW_1;FM_1","","fprinM","","FarmCPU","mrMLM;FASTmrMLM","ISIS EM-BLASSO;pLARmEB",0.1064,38.46,"Chr03",215202,216337,1136,"-",6916,-8051,"PF02365","PTHR31719,PTHR31719:SF12","","","","GO:0006355,GO:0003677","AT1G61110","anac025,NAC025","NAC domain containing protein 25","LOC_Os03g21060",NA,"No apical meristem protein, putative, expressed"
"2790","NsiI.TP438031","Sobic.002G229900",2,62133346,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.491,0.0443,"Chr02",62127848,62129206,1359,"+",-5498,4140,"","PTHR24078,PTHR24078:SF259","","","","","AT2G01710","","Chaperone DnaJ-domain superfamily protein","LOC_Os09g28890",NA,"transposon protein, putative, CACTA, En/Spm sub-class, expressed"
"2793","NsiI.TP438031","Sobic.002G230000",2,62133346,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.491,0.0443,"Chr02",62132875,62133808,934,"+",-471,-462,"","PTHR24078,PTHR24078:SF259","","","","","AT2G01710","","Chaperone DnaJ-domain superfamily protein","LOC_Os09g28890",NA,"transposon protein, putative, CACTA, En/Spm sub-class, expressed"
"2802","NsiI.TP438031","Sobic.002G230100",2,62133346,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.491,0.0443,"Chr02",62133898,62138981,5084,"-",552,-5635,"","PTHR24078,PTHR24078:SF259","","","","","AT2G01710","","Chaperone DnaJ-domain superfamily protein","LOC_Os09g28890",NA,"transposon protein, putative, CACTA, En/Spm sub-class, expressed"
"2805","NsiI.TP438230","NA",11,14233,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.1975,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2806","NsiI.TP43842","NA",11,9677,6,"PS_Y","F116+36088im","HM_1","GHW_50","","FD_50;FM_50","fprind","CMLM+SUPER;MLM+SUPER","","","",0.2245,0.09208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2807","NsiI.TP440447","Sobic.009G013400",9,1188122,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.3868,0.4447,"Chr09",1181680,1185299,3620,"+",-6442,2823,"PF02466","PTHR15371,PTHR15371:SF2","","","","","AT2G28900","ATOEP16-1,ATOEP16-L,OEP16,OEP16-1","outer plastid envelope protein 16-1","LOC_Os05g02060",NA,"mitochondrial import inner membrane translocase subunit Tim17, putative, expressed"
"2813","NsiI.TP440447","Sobic.009G013600",9,1188122,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.3868,0.4447,"Chr09",1193972,1196082,2111,"+",5850,-7960,"PF02466","PTHR15371,PTHR15371:SF2","","","","","AT2G28900","ATOEP16-1,ATOEP16-L,OEP16,OEP16-1","outer plastid envelope protein 16-1","LOC_Os05g02060",NA,"mitochondrial import inner membrane translocase subunit Tim17, putative, expressed"
"2816","NsiI.TP440447","Sobic.009G013700",9,1188122,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.3868,0.4447,"Chr09",1196296,1200599,4304,"+",8174,-12477,"PF02466","PTHR15371,PTHR15371:SF2","","","","","AT2G28900","ATOEP16-1,ATOEP16-L,OEP16,OEP16-1","outer plastid envelope protein 16-1","LOC_Os05g02060",NA,"mitochondrial import inner membrane translocase subunit Tim17, putative, expressed"
"2819","NsiI.TP440694","Sobic.010G077700",10,6482395,2,"PS_Y","F116+36088im","","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.1483,1.206,"Chr10",6481324,6482457,1134,"+",-1071,-62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2821","NsiI.TP440694","Sobic.010G077800",10,6482395,2,"PS_Y","F116+36088im","","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.1483,1.206,"Chr10",6487019,6491208,4190,"+",4624,-8813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2823","NsiI.TP440843","Sobic.007G020700",7,1968005,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.3934,0.8929,"Chr07",1961403,1963383,1981,"-",-6602,4622,"PF13740,PF01842","PTHR31096,PTHR31096:SF6","","2.7.7.59","","GO:0016597,GO:0008152","AT1G12420","ACR8","ACT domain repeat 8","LOC_Os03g14370",NA,"ACT domain containing protein, expressed"
"2829","NsiI.TP440927","Sobic.001G217500",1,20252244,2,"PS_N","F96+4814;F116+3098","","","FW_1;FM_1","","","","","","pLARmEB",0.099,0.0009,"Chr01",20237547,20244332,6786,"-",-14697,7912,"","","","","","","","","","",NA,""
"2839","NsiI.TP440927","Sobic.001G217600",1,20252244,2,"PS_N","F96+4814;F116+3098","","","FW_1;FM_1","","","","","","pLARmEB",0.099,0.0009,"Chr01",20246650,20250130,3481,"-",-5594,2114,"","","","","","","","","","",NA,""
"2854","NsiI.TP440927","Sobic.001G217700",1,20252244,2,"PS_N","F96+4814;F116+3098","","","FW_1;FM_1","","","","","","pLARmEB",0.099,0.0009,"Chr01",20251157,20256745,5589,"-",-1087,-4501,"","","","","","","","","","",NA,""
"2824","NsiI.TP440927","Sobic.001G217800",1,20252244,2,"PS_N","F96+4814;F116+3098","","","FW_1;FM_1","","","","","","pLARmEB",0.099,0.0009,"Chr01",20254384,20254924,541,"+",2140,-2680,"","","","","","","","","","",NA,""
"2864","NsiI.TP440927","Sobic.001G217850",1,20252244,2,"PS_N","F96+4814;F116+3098","","","FW_1;FM_1","","","","","","pLARmEB",0.099,0.0009,"Chr01",20257858,20258851,994,"-",5614,-6607,"","","","","","","","","","",NA,""
"2869","NsiI.TP441010","Sobic.001G102200",1,7822032,18,"PS_Y","F116+36088im","HW_1;GHW_1","","FW_1;GFW_1;FM_1","FD_50;FW_50;GFW_50;FM_50","fprinW;fprind;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.2866,0.1034,"Chr01",7808235,7814979,6745,"+",-13797,7053,"","PTHR35135,PTHR35135:SF2","","","","","AT5G14105","","","LOC_Os05g44160",NA,"expressed protein"
"2871","NsiI.TP441010","Sobic.001G102300",1,7822032,18,"PS_Y","F116+36088im","HW_1;GHW_1","","FW_1;GFW_1;FM_1","FD_50;FW_50;GFW_50;FM_50","fprinW;fprind;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.2866,0.1034,"Chr01",7815194,7826656,11463,"-",-6838,-4624,"","PTHR35135,PTHR35135:SF2","","","","","AT5G14105","","","LOC_Os05g44160",NA,"expressed protein"
"2873","NsiI.TP441453","Sobic.003G233700",3,57267022,4,"PS_NPS_Y","F116+36088im;F96+4814","","HD_50;GHW_50","","FD_50","fprinGW","","","FASTmrMLM","ISIS EM-BLASSO",0.1771,6.793,"Chr03",57257249,57263009,5761,"+",-9773,4013,"PF09273","PTHR13271:SF9,PTHR13271","KOG1337","2.1.1.127","","","AT5G14260","","Rubisco methyltransferase family protein","LOC_Os12g13460",NA,"SET domain-containing protein, putative, expressed"
"2875","NsiI.TP441453","Sobic.003G233800",3,57267022,4,"PS_NPS_Y","F116+36088im;F96+4814","","HD_50;GHW_50","","FD_50","fprinGW","","","FASTmrMLM","ISIS EM-BLASSO",0.1771,6.793,"Chr03",57265830,57269845,4016,"-",-1192,-2823,"PF09273","PTHR13271:SF9,PTHR13271","KOG1337","2.1.1.127","","","AT5G14260","","Rubisco methyltransferase family protein","LOC_Os12g13460",NA,"SET domain-containing protein, putative, expressed"
"2877","NsiI.TP441664","NA",11,14308,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.09241,2.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2878","NsiI.TP441797","NA",11,14313,2,"PS_Y","F116+36088im","HM_1","","GFW_1","","","MLM+SUPER","","","",0.2617,1.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2879","NsiI.TP442160","Sobic.005G217000",5,70281600,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.09395,12.52,"Chr05",70268890,70273918,5029,"-",-12710,7682,"PF00150,PF00232","PTHR10353,PTHR10353:SF33","KOG0626","3.2.1.21","","GO:0005975,GO:0004553","AT3G06510","ATSFR2,SFR2","Glycosyl hydrolase superfamily protein","LOC_Os11g45710",NA,"Os11bglu36 SFR2 homologue, expressed"
"2894","NsiI.TP442160","Sobic.005G217101",5,70281600,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.09395,12.52,"Chr05",70277043,70279175,2133,"-",-4557,2425,"PF00150,PF00232","PTHR10353,PTHR10353:SF33","KOG0626","3.2.1.21","","GO:0005975,GO:0004553","AT3G06510","ATSFR2,SFR2","Glycosyl hydrolase superfamily protein","LOC_Os11g45710",NA,"Os11bglu36 SFR2 homologue, expressed"
"2900","NsiI.TP442160","Sobic.005G217200",5,70281600,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.09395,12.52,"Chr05",70279397,70284523,5127,"-",-2203,-2923,"PF00150,PF00232","PTHR10353,PTHR10353:SF33","KOG0626","3.2.1.21","","GO:0005975,GO:0004553","AT3G06510","ATSFR2,SFR2","Glycosyl hydrolase superfamily protein","LOC_Os11g45710",NA,"Os11bglu36 SFR2 homologue, expressed"
"2906","NsiI.TP442162","Sobic.003G269500",3,60635535,13,"PS_Y","F116+36088im","HW_1;GHW_1","","GFW_1","FD_50;FW_50;GFW_50;FM_50","fprinW;fprind","CMLM+SUPER;MLM+SUPER","","","",0.2304,2.516,"Chr03",60624004,60628867,4864,"-",-11531,6668,"PF00067","PTHR24301,PTHR24301:SF2","KOG0158","5.3.99.5","","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT2G26170","CYP711A1,MAX1","cytochrome P450, family 711, subfamily A, polypeptide 1","LOC_Os01g50590",NA,"cytochrome P450, putative, expressed"
"2903","NsiI.TP442162","Sobic.003G269600",3,60635535,13,"PS_Y","F116+36088im","HW_1;GHW_1","","GFW_1","FD_50;FW_50;GFW_50;FM_50","fprinW;fprind","CMLM+SUPER;MLM+SUPER","","","",0.2304,2.516,"Chr03",60633944,60636136,2193,"+",-1591,-601,"PF00067","PTHR24301,PTHR24301:SF2","KOG0158","5.3.99.5","","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT2G26170","CYP711A1,MAX1","cytochrome P450, family 711, subfamily A, polypeptide 1","LOC_Os01g50590",NA,"cytochrome P450, putative, expressed"
"2909","NsiI.TP442162","Sobic.003G269700",3,60635535,13,"PS_Y","F116+36088im","HW_1;GHW_1","","GFW_1","FD_50;FW_50;GFW_50;FM_50","fprinW;fprind","CMLM+SUPER;MLM+SUPER","","","",0.2304,2.516,"Chr03",60641363,60644656,3294,"-",5828,-9121,"PF00067","PTHR24301,PTHR24301:SF2","KOG0158","5.3.99.5","","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT2G26170","CYP711A1,MAX1","cytochrome P450, family 711, subfamily A, polypeptide 1","LOC_Os01g50590",NA,"cytochrome P450, putative, expressed"
"2912","NsiI.TP442306","NA",11,14326,5,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.1525,0.02383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2913","NsiI.TP442700","Sobic.008G191600",8,62545114,4,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.3514,0.01414,"Chr08",62532758,62535982,3225,"+",-12356,9132,"PF13774,PF00957","PTHR21136,PTHR21136:SF99","KOG0859","","","GO:0016192,GO:0016021","AT1G04760","ATVAMP726,VAMP726","vesicle-associated membrane protein 726","LOC_Os12g44250",NA,"vesicle-associated membrane protein, putative, expressed"
"2923","NsiI.TP442700","Sobic.008G191700",8,62545114,4,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.3514,0.01414,"Chr08",62537930,62538642,713,"-",-7184,6472,"PF13774,PF00957","PTHR21136,PTHR21136:SF99","KOG0859","","","GO:0016192,GO:0016021","AT1G04760","ATVAMP726,VAMP726","vesicle-associated membrane protein 726","LOC_Os12g44250",NA,"vesicle-associated membrane protein, putative, expressed"
"2928","NsiI.TP442700","Sobic.008G191800",8,62545114,4,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.3514,0.01414,"Chr08",62544046,62545439,1394,"-",-1068,-325,"PF13774,PF00957","PTHR21136,PTHR21136:SF99","KOG0859","","","GO:0016192,GO:0016021","AT1G04760","ATVAMP726,VAMP726","vesicle-associated membrane protein 726","LOC_Os12g44250",NA,"vesicle-associated membrane protein, putative, expressed"
"2933","NsiI.TP442700","Sobic.008G191850",8,62545114,4,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.3514,0.01414,"Chr08",62548347,62551614,3268,"-",3233,-6500,"PF13774,PF00957","PTHR21136,PTHR21136:SF99","KOG0859","","","GO:0016192,GO:0016021","AT1G04760","ATVAMP726,VAMP726","vesicle-associated membrane protein 726","LOC_Os12g44250",NA,"vesicle-associated membrane protein, putative, expressed"
"2918","NsiI.TP442700","Sobic.008G191900",8,62545114,4,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.3514,0.01414,"Chr08",62552756,62555565,2810,"+",7642,-10451,"PF13774,PF00957","PTHR21136,PTHR21136:SF99","KOG0859","","","GO:0016192,GO:0016021","AT1G04760","ATVAMP726,VAMP726","vesicle-associated membrane protein 726","LOC_Os12g44250",NA,"vesicle-associated membrane protein, putative, expressed"
"2938","NsiI.TP442764","NA",11,14335,5,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.3219,0.04855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2939","NsiI.TP443125","Sobic.004G169900",4,52156961,10,"PS_Y","F116+36088im","HW_1;GHW_1","","GFW_1","FD_50;FW_50;GFW_50","fprinW;fprind","CMLM+SUPER;MLM+SUPER","","","",0.1096,8.036,"Chr04",52146188,52147549,1362,"+",-10773,9412,"PF04564","PTHR22849,PTHR22849:SF12","","6.3.2.19","","GO:0016567,GO:0004842","AT5G64660","ATCMPG2,CMPG2","CYS, MET, PRO, and GLY protein 2","LOC_Os02g33680",NA,"U-box domain containing protein, expressed"
"2941","NsiI.TP443125","Sobic.004G169966",4,52156961,10,"PS_Y","F116+36088im","HW_1;GHW_1","","GFW_1","FD_50;FW_50;GFW_50","fprinW;fprind","CMLM+SUPER;MLM+SUPER","","","",0.1096,8.036,"Chr04",52152474,52154172,1699,"-",-4487,2789,"PF04564","PTHR22849,PTHR22849:SF12","","6.3.2.19","","GO:0016567,GO:0004842","AT5G64660","ATCMPG2,CMPG2","CYS, MET, PRO, and GLY protein 2","LOC_Os02g33680",NA,"U-box domain containing protein, expressed"
"2943","NsiI.TP443169","Sobic.003G356200",3,67453878,1,"PS_Y","F116+36088im","","GHW_50","","","","CMLM+SUPER","","","",0.162,3.002,"Chr03",67444380,67449359,4980,"-",-9498,4519,"PF07526,PF05920","PTHR11850:SF91,PTHR11850","KOG0773","","","GO:0003677,GO:0006355","AT5G02030","BLH9,BLR,HB-6,LSN,PNY,RPL,VAN","POX (plant homeobox) family protein","LOC_Os01g62920",NA,"homeodomain protein, putative, expressed"
"2944","NsiI.TP443697","NA",11,14361,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.458,1.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2960","NsiI.TP444157","Sobic.001G410800",1,69418722,6,"PS_Y","F116+36088im","GHW_1","","GFW_1","FM_50","","CMLM+SUPER;MLM+SUPER","","","",0.2918,0.1765,"Chr01",69404787,69409011,4225,"-",-13935,9711,"","","","","","","","","","",NA,""
"2945","NsiI.TP444157","Sobic.001G410900",1,69418722,6,"PS_Y","F116+36088im","GHW_1","","GFW_1","FM_50","","CMLM+SUPER;MLM+SUPER","","","",0.2918,0.1765,"Chr01",69408533,69414529,5997,"+",-10189,4193,"","","","","","","","","","",NA,""
"2965","NsiI.TP444157","Sobic.001G411100",1,69418722,6,"PS_Y","F116+36088im","GHW_1","","GFW_1","FM_50","","CMLM+SUPER;MLM+SUPER","","","",0.2918,0.1765,"Chr01",69414919,69419270,4352,"-",-3803,-548,"","","","","","","","","","",NA,""
"2950","NsiI.TP444157","Sobic.001G411200",1,69418722,6,"PS_Y","F116+36088im","GHW_1","","GFW_1","FM_50","","CMLM+SUPER;MLM+SUPER","","","",0.2918,0.1765,"Chr01",69419319,69423970,4652,"+",597,-5248,"","","","","","","","","","",NA,""
"2955","NsiI.TP444157","Sobic.001G411300",1,69418722,6,"PS_Y","F116+36088im","GHW_1","","GFW_1","FM_50","","CMLM+SUPER;MLM+SUPER","","","",0.2918,0.1765,"Chr01",69423971,69426667,2697,"+",5249,-7945,"","","","","","","","","","",NA,""
"2980","NsiI.TP444504","Sobic.004G323600",4,65825367,2,"PS_Y","F116+36088im","","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.4691,0.0006434,"Chr04",65819835,65821680,1846,"-",-5532,3687,"PF00069","PTHR24361,PTHR24361:SF319","KOG0581","2.7.12.2","K13413","GO:0006468,GO:0005524,GO:0004672","AT1G51660","ATMEK4,ATMKK4,MKK4","mitogen-activated protein kinase kinase 4","LOC_Os02g54600",NA,"STE_MEK_ste7_MAP2K.5 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed"
"2981","NsiI.TP445084","Sobic.003G231800",3,57122128,2,"PS_Y","F116+36088im","GHW_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.162,2.628,"Chr03",57122091,57122904,814,"+",-37,-776,"PF00249","PTHR24078,PTHR24078:SF177","","","","","AT1G75250","ATRL6,RL6,RSM3","RAD-like 6","LOC_Os05g50340",NA,"MYB family transcription factor, putative, expressed"
"2983","NsiI.TP445084","Sobic.003G231900",3,57122128,2,"PS_Y","F116+36088im","GHW_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.162,2.628,"Chr03",57125691,57137274,11584,"+",3563,-15146,"PF00249","PTHR24078,PTHR24078:SF177","","","","","AT1G75250","ATRL6,RL6,RSM3","RAD-like 6","LOC_Os05g50340",NA,"MYB family transcription factor, putative, expressed"
"2985","NsiI.TP446772","NA",11,14403,4,"PS_Y","F116+36088im","HM_1","","GFW_1","FM_50","fprinW","MLM+SUPER","","","",0.1959,18.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2986","NsiI.TP446863","NA",11,14405,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.4146,0.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2987","NsiI.TP448134","NA",11,14419,2,"PS_Y","F116+36088im","GHW_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.06679,0.6589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2988","NsiI.TP450394","NA",11,14461,2,"PS_Y","F116+36088im","","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.2941,0.02399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2989","NsiI.TP450647","NA",11,14466,1,"PS_Y","F116+36088im","","","GFW_1","","","CMLM+SUPER","","","",0.3378,0.03468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2990","NsiI.TP450800","Sobic.002G348700",2,71382441,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.4076,0.5375,"Chr02",71376981,71381075,4095,"+",-5460,1366,"PF14365,PF03080","PTHR31589,PTHR31589:SF16","","","","","AT3G13510","","Protein of Unknown Function (DUF239)","LOC_Os07g38590",NA,"carboxyl-terminal peptidase, putative, expressed"
"3000","NsiI.TP450800","Sobic.002G348800",2,71382441,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.4076,0.5375,"Chr02",71381861,71382819,959,"-",-580,-378,"PF14365,PF03080","PTHR31589,PTHR31589:SF16","","","","","AT3G13510","","Protein of Unknown Function (DUF239)","LOC_Os07g38590",NA,"carboxyl-terminal peptidase, putative, expressed"
"2995","NsiI.TP450800","Sobic.002G348850",2,71382441,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.4076,0.5375,"Chr02",71381757,71383056,1300,"+",-684,-615,"PF14365,PF03080","PTHR31589,PTHR31589:SF16","","","","","AT3G13510","","Protein of Unknown Function (DUF239)","LOC_Os07g38590",NA,"carboxyl-terminal peptidase, putative, expressed"
"3005","NsiI.TP450800","Sobic.002G348900",2,71382441,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.4076,0.5375,"Chr02",71383857,71385386,1530,"-",1416,-2945,"PF14365,PF03080","PTHR31589,PTHR31589:SF16","","","","","AT3G13510","","Protein of Unknown Function (DUF239)","LOC_Os07g38590",NA,"carboxyl-terminal peptidase, putative, expressed"
"3010","NsiI.TP450800","Sobic.002G349000",2,71382441,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.4076,0.5375,"Chr02",71388814,71396859,8046,"-",6373,-14418,"PF14365,PF03080","PTHR31589,PTHR31589:SF16","","","","","AT3G13510","","Protein of Unknown Function (DUF239)","LOC_Os07g38590",NA,"carboxyl-terminal peptidase, putative, expressed"
"3017","NsiI.TP454231","Sobic.001G485300",1,75616421,1,"PS_N","F106+4185","","","FW_1","","","","","","pLARmEB",0.1179,0.1317,"Chr01",75604279,75608014,3736,"-",-12142,8407,"","PTHR33541,PTHR33541:SF5","","","","","AT3G13980","","","LOC_Os03g07920",NA,"expressed protein"
"3015","NsiI.TP454231","Sobic.001G485400",1,75616421,1,"PS_N","F106+4185","","","FW_1","","","","","","pLARmEB",0.1179,0.1317,"Chr01",75624275,75627243,2969,"+",7854,-10822,"","PTHR33541,PTHR33541:SF5","","","","","AT3G13980","","","LOC_Os03g07920",NA,"expressed protein"
"3019","NsiI.TP454947","NA",11,14520,3,"PS_Y","F116+36088im","HM_1","GHW_50","FM_1","","","CMLM+SUPER;MLM+SUPER","","","",0.1709,0.5598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3020","NsiI.TP455424","Sobic.002G231100",2,62269512,6,"PS_NPS_Y","F116+36088im","GHW_1;HM_1","","FW_1;GFW_1","","","CMLM+SUPER;MLM+SUPER","FarmCPU","","",0.08481,0.4245,"Chr02",62260977,62263538,2562,"+",-8535,5974,"PF04770","PTHR31948,PTHR31948:SF20","","","","","AT4G24660","ATHB22,HB22,MEE68","homeobox protein 22","LOC_Os09g29130",NA,"ZF-HD protein dimerisation region containing protein, expressed"
