SNP,Chromosome,Position,Grand Total,PS,Ind.SNP,Heading_1,Heading_50,Flowering_1,Flowering_50,PCA,SUPER,FarmCPU,mrMLM.1,mrMLM.2,MAF,PVE
NsiI.TP61845,1,30836654,3,PS_Y(3),F116+36088im(3),,,GFW_1(2),FM_50(1),,CMLM+SUPER(1)MLM+SUPER(2),,,,0.2288,2.105
NsiI.TP620135,3,16826264,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.4919,1.603
NsiI.TP620217,2,16850766,4,PS_Y(4),F116+36088im(4),GHW_1(2),,GFW_1(2),,,CMLM+SUPER(2)MLM+SUPER(2),,,,0.4918,5.139
NsiI.TP620599,11,16795,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.3568,4.481
NsiI.TP621298,11,16809,2,PS_Y(2),F116+36088im(2),,,,FM_50(2),,CMLM+SUPER(1)MLM+SUPER(1),,,,0.1038,0.1066
NsiI.TP621627,4,63520710,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.2898,0.1601
NsiI.TP621902,7,62903684,16,PS_Y(16),F116+36088im(16),HD_1(1);HW_1(1);GHW_1(2),,GFW_1(2);FM_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(2),fprinW(1),CMLM+SUPER(7)MLM+SUPER(9),,,,0.2552,0.1258
NsiI.TP622507,11,16837,1,PS_N(1),F116+3098(1),,,FM_1(1),,,,,,pLARmEB(1),0.0647,9.10E-06
NsiI.TP623388,11,16852,18,PS_Y(18),F116+36088im(18),HD_1(1);HW_1(1);GHW_1(2);HM_1(1),,FD_1(1);GFW_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(1),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(7)MLM+SUPER(11),,,,0.2061,0.2616
NsiI.TP623459,3,64767434,2,PS_Y(2),F116+36088im(2),HM_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.1078,0.05168
NsiI.TP624345,8,3218025,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.1326,3.881
NsiI.TP625373,11,16881,1,PS_Y(1),F116+36088im(1),,,FM_1(1),,,CMLM+SUPER(1),,,,0.1508,0.1773
NsiI.TP627077,10,60121241,6,PS_Y(6),F116+36088im(6),HW_1(1);GHW_1(2);HM_1(1),,GFW_1(2),,,CMLM+SUPER(2)MLM+SUPER(4),,,,0.4381,0.6636
NsiI.TP6280,10,51530400,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.2209,5.151
NsiI.TP630636,2,63520018,4,PS_Y(4),F116+36088im(4),,,GFW_1(1),FW_50(1),fprinW(1);fprinGW(1),CMLM+SUPER(4),,,,0.1244,0.425
NsiI.TP630648,1,64479438,7,PS_Y(7),F116+36088im(7),HW_1(1),,GFW_1(2),FD_50(1);FM_50(1),fprind(1);fprinGW(1),CMLM+SUPER(3)MLM+SUPER(4),,,,0.2857,1.141
NsiI.TP631761,11,16970,2,PS_Y(2),F116+36088im(2),HM_1(1),,GFW_1(1),,,MLM+SUPER(2),,,,0.1457,0.0759
NsiI.TP631772,10,49543233,6,PS_Y(6),F116+36088im(6),HW_1(1);GHW_1(2);HM_1(1),,GFW_1(1);FM_1(1),,,CMLM+SUPER(2)MLM+SUPER(4),,,,0.2026,0.1697
NsiI.TP631975,11,16977,7,PS_Y(7),F116+36088im(7),HM_1(1),,GFW_1(2),FW_50(1);FM_50(1),fprinW(1);fprinGW(1),CMLM+SUPER(3)MLM+SUPER(4),,,,0.2664,2.307
NsiI.TP632002,1,70863814,29,PS_N(18)PS_Y(11),F116+36088im(29),HD_1(1);HW_1(2);GHW_1(3);HM_1(2),HD_50(1);GHW_50(1);HW_50(1);HM_50(1),FD_1(1);FW_1(1);GFW_1(3),FD_50(2);FW_50(1);GFW_50(1);FM_50(1),fprinW(2);fprind(2);fprinGW(2);fprinM(1),CMLM+SUPER(6)MLM+SUPER(5),FarmCPU(18),,,0.2207,12.63
NsiI.TP632088,11,16982,1,PS_Y(1),F116+36088im(1),,,FM_1(1),,,CMLM+SUPER(1),,,,0.1199,0.7774
NsiI.TP63305,11,9874,8,PS_Y(8),F116+36088im(8),GHW_1(2);HM_1(1),,GFW_1(2),FD_50(1);FW_50(1);FM_50(1),,CMLM+SUPER(2)MLM+SUPER(6),,,,0.3451,0.1259
NsiI.TP633109,9,9191830,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.2848,0.969
NsiI.TP633470,11,17004,12,PS_Y(12),F116+36088im(12),GHW_1(2);HM_1(2),GHW_50(1),GFW_1(1),FD_50(1);FW_50(1);GFW_50(2),fprinW(1);fprind(1),CMLM+SUPER(3)MLM+SUPER(9),,,,0.1711,4.847
NsiI.TP634012,10,15996271,4,PS_N(3)PS_Y(1),F96+4814(4),HM_1(2),,FW_1(1),,fprinM(1),,FarmCPU(1),,pLARmEB(3),0.474,17.54
NsiI.TP636278,9,5624719,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.2915,0.754
NsiI.TP63821,11,9884,2,PS_Y(2),F116+36088im(2),HM_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.3454,0.04642
NsiI.TP643179,11,17101,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,CMLM+SUPER(1),,,,0.2981,3.634
NsiI.TP643527,7,62274730,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(3),,,,0.1976,0.3531
NsiI.TP644167,11,17110,7,PS_Y(7),F116+36088im(7),GHW_1(2);HM_1(1),,GFW_1(1),FW_50(1);GFW_50(2),,CMLM+SUPER(2)MLM+SUPER(5),,,,0.1004,4.452
NsiI.TP644424,7,12799384,15,PS_Y(15),F116+36088im(15),GHW_1(2);HM_1(1),,GFW_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(2),fprinW(2);fprind(1),CMLM+SUPER(6)MLM+SUPER(9),,,,0.3019,7.105
NsiI.TP644722,7,12799400,5,PS_Y(5),F116+36088im(5),,,GFW_1(2),,fprinW(2);fprinGW(1),CMLM+SUPER(3)MLM+SUPER(2),,,,0.1562,0.07346
NsiI.TP64589,3,71972732,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(3),,,,0.4768,0.5316
NsiI.TP646295,11,17132,5,PS_N(5),F116+36088im(5),,,FM_1(1),FD_50(1);GFW_50(1),fprind(1);fprinM(1),,,FASTmrMLM(3),pLARmEB(2),0.4267,3.531
NsiI.TP646964,6,53312727,25,PS_Y(25),F116+36088im(25),HD_1(2);HW_1(2);GHW_1(2),GHW_50(2),FD_1(2);FW_1(2);GFW_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(2),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(12)MLM+SUPER(13),,,,0.09379,6.834
NsiI.TP65170,11,9893,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.2088,1.635
NsiI.TP652320,10,54138549,25,PS_N(1)PS_Y(24),F116+36088im(25),HD_1(2);HW_1(2),GHW_50(2);HW_50(1),FD_1(3);FW_1(2);GFW_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(2),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(12)MLM+SUPER(12),FarmCPU(1),,,0.1062,1.716
NsiI.TP652578,11,17171,3,PS_Y(3),F116+36088im(3),,,FM_1(2),,fprinM(1),,,FASTmrMLM(1),ISIS EM-BLASSO(2),0.1509,10.58
NsiI.TP652621,6,56522972,3,PS_N(3),F116+3098(3),,GHW_50(1),FM_1(1),,fprinGW(1),,,,pLARmEB(3),0.0776,0.0024
NsiI.TP656422,11,17204,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.1198,0.09658
NsiI.TP659581,3,70887842,16,PS_Y(16),F116+36088im(16),GHW_1(2);HM_1(2),,GFW_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(1),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(7)MLM+SUPER(9),,,,0.1888,0.8774
NsiI.TP660927,2,69816370,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.4757,2.267
NsiI.TP662609,3,54492130,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.3687,0.05315
NsiI.TP663012,9,52480175,1,PS_N(1),F106+4185(1),,,FW_1(1),,,,,,pLARmEB(1),0.3113,0.0237
NsiI.TP66747,11,9923,3,PS_N(3),F96+4814(1);F116+3098(2),,HW_50(1),GFW_1(1);FM_1(1),,,,,FASTmrEMMA(1),ISIS EM-BLASSO(1);pLARmEB(1),0.0431,3.00E-04
NsiI.TP668170,8,3864905,2,PS_Y(2),F116+36088im(2),HM_1(1),,GFW_1(1),,,MLM+SUPER(2),,,,0.211,1.173
NsiI.TP668488,7,6826349,6,PS_N(1)PS_Y(5),F116+36088im(6),HW_1(1);GHW_1(2);HM_1(1),,,FD_50(1),fprind(1),CMLM+SUPER(3)MLM+SUPER(2),FarmCPU(1),,,0.154,0.02185
NsiI.TP668625,11,17330,12,PS_Y(12),F116+36088im(12),,,GFW_1(2),FD_50(1);FW_50(2);GFW_50(1);FM_50(2),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(5)MLM+SUPER(7),,,,0.08171,13.81
NsiI.TP670301,1,75616619,4,PS_Y(4),F116+36088im(4),HM_1(1),,GFW_1(1),FD_50(1),fprind(1),MLM+SUPER(4),,,,0.4787,0.09117
NsiI.TP670883,6,44550387,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.3758,0.7849
NsiI.TP671476,11,17388,10,PS_Y(10),F116+36088im(10),HW_1(1);GHW_1(2);HM_1(1),,GFW_1(2),FW_50(1);GFW_50(2),fprinW(1),CMLM+SUPER(3)MLM+SUPER(7),,,,0.303,9.116
NsiI.TP671673,4,35758840,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.4783,0.01438
NsiI.TP671726,1,79566576,3,PS_Y(3),F116+36088im(3),GHW_1(2),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.435,0.5071
NsiI.TP672765,1,52874420,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.4968,0.123
NsiI.TP674451,11,17431,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.09548,1.316
NsiI.TP674601,1,69112506,20,PS_Y(20),F116+36088im(20),HD_1(2);HW_1(2);GHW_1(2),GHW_50(2),FD_1(1);GFW_1(1),FD_50(1);FW_50(2);GFW_50(2),fprinW(2);fprind(1);fprinGW(2),CMLM+SUPER(8)MLM+SUPER(12),,,,0.2423,0.7939
NsiI.TP675510,11,17441,8,PS_Y(8),F116+36088im(8),GHW_1(2);HM_1(1),,GFW_1(1);FM_1(2),FD_50(1),fprind(1),CMLM+SUPER(4)MLM+SUPER(4),,,,0.06013,0.234
NsiI.TP675623,6,46224826,2,PS_N(2),F116+36088im(2),GHW_1(1),,FD_1(1),,,,FarmCPU(2),,,0.159,2.685
NsiI.TP676052,4,1055463,16,PS_N(1)PS_Y(15),F116+36088im(16),HW_1(1);GHW_1(2),,FD_1(2);GFW_1(1),FD_50(1);FW_50(2);GFW_50(2);FM_50(1),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(6)MLM+SUPER(9),,,pLARmEB(1),0.4095,11.38
NsiI.TP67777,11,9941,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.3274,0.4053
NsiI.TP678341,2,22203749,17,PS_Y(17),F116+36088im(17),HD_1(1);HW_1(1);GHW_1(2),,FD_1(2);FW_1(1);GFW_1(2),FD_50(1);FW_50(2);GFW_50(2),fprinW(2);fprind(1),CMLM+SUPER(7)MLM+SUPER(10),,,,0.2614,0.1135
NsiI.TP678859,1,5757606,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.4212,8.149
NsiI.TP680522,3,59306518,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.2431,2.714
NsiI.TP682876,11,17554,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.4647,0.1831
NsiI.TP684422,11,17565,27,PS_Y(27),F116+36088im(27),HD_1(2);HW_1(2);GHW_1(2);HM_1(2),HW_50(1),FD_1(2);FW_1(2);GFW_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(2),fprinW(2);fprind(1);fprinGW(2),CMLM+SUPER(13)MLM+SUPER(14),,,,0.2419,0.8943
NsiI.TP685628,11,17581,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(3),,,,0.4175,0.2693
NsiI.TP685658,11,17582,1,PS_N(1),F116+36088im(1),,,,,fprinM(1),,,FASTmrMLM(1),,0.0345,2.63E-07
NsiI.TP689875,11,17622,36,PS_Y(36),F116+36088im(36),HD_1(2);HW_1(2);GHW_1(2);HM_1(2),HD_50(2);GHW_50(2);HW_50(2),FD_1(2);FW_1(2);GFW_1(2);FM_1(2),FD_50(2);FW_50(2);GFW_50(2);FM_50(2),fprinW(2);fprind(2);fprinGW(2),CMLM+SUPER(18)MLM+SUPER(18),,,,0.4485,11.77
NsiI.TP690528,11,17631,14,PS_Y(14),F116+36088im(14),HD_1(1);HW_1(1),,FD_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(1),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(7)MLM+SUPER(7),,,,0.1148,0.02446
NsiI.TP690773,3,474392,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.06635,4.401
NsiI.TP691582,11,17641,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.2213,0.07794
NsiI.TP692508,11,17652,6,PS_Y(6),F116+36088im(6),GHW_1(2);HM_1(1),,GFW_1(2),FM_50(1),,CMLM+SUPER(2)MLM+SUPER(4),,,,0.1525,0.1284
NsiI.TP693683,11,17666,1,PS_N(1),F116+36088im(1),,,,,fprinM(1),,,FASTmrMLM(1),,0.0216,1.45E-06
NsiI.TP694884,3,6382094,2,PS_N(2),F116+36088im(2),HD_1(1),,FW_1(1),,,,FarmCPU(2),,,0.1761,0.05741
NsiI.TP694893,11,17684,18,PS_Y(18),F116+36088im(18),HD_1(1);HW_1(1),GHW_50(2),FD_1(2);GFW_1(1),FD_50(1);FW_50(2);GFW_50(2);FM_50(2),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(9)MLM+SUPER(9),,,,0.09483,1.367
NsiI.TP695304,11,17690,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.3517,0.7251
NsiI.TP701971,11,17760,16,PS_Y(16),F116+36088im(16),HW_1(1);GHW_1(2);HM_1(2),,GFW_1(2);FM_1(1),FD_50(1);FW_50(1);GFW_50(2);FM_50(2),fprinW(1);fprind(1),CMLM+SUPER(6)MLM+SUPER(10),,,,0.1262,0.5372
NsiI.TP702311,4,63557488,6,PS_Y(6),F116+36088im(6),HD_1(1);HW_1(1),,GFW_1(2);FM_1(1),FM_50(1),,CMLM+SUPER(3)MLM+SUPER(3),,,,0.1869,5.355
NsiI.TP705623,2,62012470,1,PS_Y(1),F116+36088im(1),,GHW_50(1),,,,CMLM+SUPER(1),,,,0.07005,8.985
NsiI.TP705689,11,17810,2,PS_N(2),F116+36088im(2),,HD_50(1),,,fprinW(1),,,,pLARmEB(2),0.1034,3.6
NsiI.TP706701,11,17831,3,PS_Y(3),F116+36088im(3),HW_1(1),,GFW_1(2),,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.4496,0.67
NsiI.TP712947,11,17912,4,PS_Y(4),F116+36088im(4),GHW_1(2),,GFW_1(2),,,CMLM+SUPER(2)MLM+SUPER(2),,,,0.223,0.09689
NsiI.TP713895,11,17919,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.2433,9.15
NsiI.TP716754,11,17965,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1988,0.9759
NsiI.TP718149,1,67002191,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.3478,0.2683
NsiI.TP718915,8,57429561,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.1869,3.044
NsiI.TP719628,11,17992,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.07331,0.04007
NsiI.TP722362,8,2701955,9,PS_Y(9),F116+36088im(9),HW_1(1);GHW_1(2),,GFW_1(1),FD_50(1);FW_50(1);GFW_50(2),fprinW(1),CMLM+SUPER(2)MLM+SUPER(7),,,,0.2465,2.008
NsiI.TP723677,3,62767764,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.3296,0.839
NsiI.TP727404,10,60764600,2,PS_N(2),F96+4814(1);F106+4185(1),GHW_1(1),,FW_1(1),,,,,,pLARmEB(2),0.0991,0.1997
NsiI.TP728788,11,18071,11,PS_N(11),F116+36088im(11),,HD_50(1);GHW_50(1);HW_50(1),GFW_1(1),FD_50(1);FW_50(1);GFW_50(1);FM_50(1),fprinW(1);fprind(1);fprinGW(1),,FarmCPU(11),,,0.1304,4.187
NsiI.TP728861,8,4394661,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.06217,0.2684
NsiI.TP73031,10,3314572,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.3789,0.01843
NsiI.TP731097,4,9434143,26,PS_Y(26),F116+36088im(26),HD_1(2);HW_1(2);HM_1(2),HD_50(2);GHW_50(2),FD_1(2);FW_1(1);GFW_1(1),FD_50(1);FW_50(2);GFW_50(2);FM_50(2),fprinW(2);fprind(1);fprinGW(2),CMLM+SUPER(12)MLM+SUPER(14),,,,0.4471,2.04
NsiI.TP731536,11,18099,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.06871,0.05868
NsiI.TP735839,11,18143,3,PS_Y(3),F116+36088im(3),GHW_1(2),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.1765,0.4634
NsiI.TP736628,10,3220056,9,PS_Y(9),F116+36088im(9),GHW_1(2);HM_1(1),,GFW_1(2),FW_50(1);GFW_50(2),fprinW(1),CMLM+SUPER(3)MLM+SUPER(6),,,,0.1275,0.0538
NsiI.TP736796,2,69108801,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.3289,0.6676
NsiI.TP737957,11,18168,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.1165,0.1358
NsiI.TP738105,11,18171,5,PS_Y(5),F116+36088im(5),GHW_1(2);HM_1(1),,GFW_1(1),FM_50(1),,CMLM+SUPER(1)MLM+SUPER(4),,,,0.1843,0.02851
NsiI.TP739117,9,59004735,1,PS_N(1),F106+4185(1),GHW_1(1),,,,,,FarmCPU(1),,,0.2453,0.02088
NsiI.TP741392,11,18210,5,PS_Y(5),F116+36088im(5),GHW_1(2);HM_1(1),,GFW_1(2),,,CMLM+SUPER(2)MLM+SUPER(3),,,,0.4049,1.337
NsiI.TP741553,6,48088743,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.07206,0.1803
NsiI.TP742073,11,18220,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.08323,4.903
NsiI.TP742900,10,14131252,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.1464,0.3815
NsiI.TP744537,8,15911288,8,PS_Y(8),F116+36088im(8),GHW_1(2);HM_1(1),,GFW_1(2),FW_50(1);FM_50(2),,CMLM+SUPER(3)MLM+SUPER(5),,,,0.09804,1.901
NsiI.TP744690,11,18255,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,CMLM+SUPER(1),,,,0.1273,1.541
NsiI.TP745811,1,5929386,9,PS_Y(9),F116+36088im(9),GHW_1(2);HM_1(1),,GFW_1(2),FD_50(1),fprinW(1);fprind(1);fprinGW(1),CMLM+SUPER(3)MLM+SUPER(6),,,,0.3105,8.013
NsiI.TP746193,11,18267,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.3988,10.71
NsiI.TP74711,10,58910118,4,PS_Y(4),F116+36088im(4),,GHW_50(1),GFW_1(1),FD_50(1),fprind(1),CMLM+SUPER(1)MLM+SUPER(3),,,,0.3535,1.292
NsiI.TP748083,11,18291,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.2301,5.524
NsiI.TP749172,3,6703859,2,PS_Y(2),F116+36088im(2),HM_1(1),,GFW_1(1),,,MLM+SUPER(2),,,,0.2503,3.2
NsiI.TP749312,11,18305,2,PS_Y(2),F116+36088im(2),HM_1(1),,GFW_1(1),,,MLM+SUPER(2),,,,0.1171,6.838
NsiI.TP750468,4,55101918,1,PS_N(1),F116+36088im(1),,,FM_1(1),,,,,FASTmrMLM(1),,0.0733,0.7665
NsiI.TP750756,1,6898016,13,PS_Y(13),F116+36088im(13),GHW_1(2);HM_1(1),,GFW_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(1),fprinW(1);fprind(1),CMLM+SUPER(4)MLM+SUPER(9),,,,0.3632,1.881
NsiI.TP752426,4,58049068,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.07081,0.128
NsiI.TP753743,9,41089177,15,PS_Y(15),F116+36088im(15),GHW_1(2);HM_1(2),,FD_1(1);GFW_1(1),FD_50(1);FW_50(2);GFW_50(2);FM_50(2),fprinW(1);fprind(1),CMLM+SUPER(5)MLM+SUPER(10),,,,0.07795,1.456
NsiI.TP755117,6,60605057,10,PS_Y(10),F116+36088im(10),GHW_1(2);HM_1(1),,GFW_1(1),FD_50(1);FW_50(1);GFW_50(2),fprinW(1);fprind(1),CMLM+SUPER(3)MLM+SUPER(7),,,,0.2223,0.3838
NsiI.TP755634,3,63871706,9,PS_Y(9),F116+36088im(9),,GHW_50(1),,FD_50(1);FW_50(1);FM_50(2),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(5)MLM+SUPER(4),,,,0.2259,2.539
NsiI.TP75624,3,70673787,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.1081,3.627
NsiI.TP756830,3,59816618,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.34,1.326
NsiI.TP756994,3,68130123,1,PS_N(1),F96+4814(1),,,FW_1(1),,,,,,pLARmEB(1),0.0885,2.00E-04
NsiI.TP757015,2,74305571,3,PS_Y(3),F116+36088im(3),GHW_1(2),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.4883,0.004655
NsiI.TP757767,11,18433,8,PS_Y(8),F116+36088im(8),,,GFW_1(1),FD_50(1);FW_50(1);GFW_50(1);FM_50(1),fprinW(1);fprind(1);fprinGW(1),CMLM+SUPER(4)MLM+SUPER(4),,,,0.2163,0.5845
NsiI.TP757835,1,9414257,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(3),,,,0.06891,0.02873
NsiI.TP761443,1,62177665,23,PS_Y(23),F116+36088im(23),HD_1(1);HW_1(2);HM_1(2),HD_50(1);HW_50(1),FD_1(2);FW_1(1);GFW_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(2),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(12)MLM+SUPER(11),,,,0.4817,12.59
NsiI.TP762015,7,823818,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.05733,0.006252
NsiI.TP76552,11,9999,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1134,2.793
NsiI.TP765685,2,16612091,1,PS_N(1),F116+36088im(1),,,,,fprinM(1),,,FASTmrMLM(1),,0.0302,0
NsiI.TP766568,1,13943502,12,PS_Y(12),F116+36088im(12),HD_1(1);GHW_1(1);HM_1(1),GHW_50(1);HM_50(1),FD_1(1);FW_1(1);FM_1(1),,fprinW(1);fprind(1);fprinGW(1);fprinM(1),,,mrMLM(12),,0.4693,17.77
NsiI.TP767179,11,18585,30,PS_N(8)PS_Y(22),F116+36088im(30),HD_1(3);HW_1(1);GHW_1(3);HM_1(3),HD_50(1),FD_1(2);FW_1(2);GFW_1(3);FM_1(3),FW_50(1),fprinW(1);fprind(2);fprinGW(2);fprinM(3),,,FASTmrMLM(7),ISIS EM-BLASSO(9);pLARmEB(14),0.2328,26.47
NsiI.TP767912,10,11482583,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.1339,0.02778
NsiI.TP769469,11,18608,3,PS_Y(3),F116+36088im(3),,GHW_50(1),,FD_50(1),fprind(1),CMLM+SUPER(1)MLM+SUPER(2),,,,0.1225,5.18
NsiI.TP772099,3,52480890,5,PS_Y(5),F116+36088im(5),,HM_50(2),FM_1(1),GFW_50(1),fprinM(1),,,mrMLM(4),ISIS EM-BLASSO(1),0.0921,21.07
NsiI.TP773756,4,53789013,8,PS_Y(8),F116+36088im(8),GHW_1(2);HM_1(2),,GFW_1(1);FM_1(2),FD_50(1),,CMLM+SUPER(4)MLM+SUPER(4),,,,0.05961,6.944
NsiI.TP77431,11,10003,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.3255,0.4866
NsiI.TP7764,2,8133534,5,PS_N(2)PS_Y(3),F96+4814(4);F106+4185(1),HD_1(2),GHW_50(1);HW_50(1),FW_1(1),,,,,,ISIS EM-BLASSO(3);pLARmEB(2),0.2865,0.1528
NsiI.TP777037,2,73985749,1,PS_N(1),F116+36088im(1),,,GFW_1(1),,,,,FASTmrMLM(1),,0.0259,2.00E-04
NsiI.TP777080,11,18691,5,PS_Y(5),F116+36088im(5),GHW_1(2);HM_1(2),,FM_1(1),,,CMLM+SUPER(3)MLM+SUPER(2),,,,0.3985,1.789
NsiI.TP777241,3,71199343,1,PS_N(1),F116+36088im(1),,HD_50(1),,,,,FarmCPU(1),,,0.237,4.66
NsiI.TP782571,11,18759,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.1303,0.6779
NsiI.TP783302,10,3253711,6,PS_Y(6),F116+36088im(6),HD_1(1);HW_1(1);GHW_1(2),,GFW_1(2),,,CMLM+SUPER(3)MLM+SUPER(3),,,,0.1778,0.4985
