"","SNP","Chromosome","Position","P.value","MAF","Ind.SNP","PS","Software","Method","Trait.name","PVE","maf","P.value.1","MAF.1"
"2550","PstI.TP1052140",6,19137861,2.6079544390266e-05,0.0991,"F106+4185","PS_N","mrMLMM","ISIS EM-BLASSO","fprind",3.6529,NA,3e-05,0.0991
"2551","PstI.TP865711",11,6040,5.29297691687475e-05,0.4811,"F106+4185","PS_N","mrMLMM","ISIS EM-BLASSO","fprind",2.9887,NA,5e-05,0.4811
"2552","PstI.TP332845",3,68039381,1.18850222743702e-05,0.4519,"F106+4185","PS_N","mrMLMM","mrMLM","fprinW",12.7803,NA,1e-05,0.4519
"2553","PstI.TP1052140",6,19137861,8.48984966515619e-06,0.101,"F106+4185","PS_N","mrMLMM","mrMLM","fprinW",5.388,NA,8e-06,0.101
"2554","PstI.TP532426",7,64966356,1.31734643350635e-05,0.4663,"F106+4185","PS_N","mrMLMM","mrMLM","fprinW",12.7588,NA,1e-05,0.4663
"2555","PstI.TP1159423",11,8140,9.48418463300898e-06,0.4135,"F106+4185","PS_N","mrMLMM","mrMLM","fprinW",21.505,NA,9e-06,0.4135
"2556","PstI.TP332845",3,68039381,6.28202991245556e-05,0.4528,"F106+4185","PS_N","mrMLMM","FASTmrMLM","fprinW",7.7256,NA,6e-05,0.4528
"2557","PstI.TP1052140",6,19137861,0.000148559353234947,0.0991,"F106+4185","PS_N","mrMLMM","FASTmrMLM","fprinW",3.67,NA,1e-04,0.0991
"2558","PstI.TP1159423",11,8140,7.61202139005718e-05,0.4057,"F106+4185","PS_N","mrMLMM","FASTmrEMMA","fprinW",9.0613,NA,8e-05,0.4057
"2559","PstI.TP332845",3,68039381,1.89321527577746e-05,0.4528,"F106+4185","PS_N","mrMLMM","pLARmEB","fprinW",3.8096,NA,2e-05,0.4528
"2560","PstI.TP1052140",6,19137861,7.77678334455705e-06,0.0991,"F106+4185","PS_N","mrMLMM","pLARmEB","fprinW",2.8586,NA,8e-06,0.0991
"2561","PstI.TP1159423",11,8140,2.60435390455169e-05,0.4057,"F106+4185","PS_N","mrMLMM","pLARmEB","fprinW",8.4664,NA,3e-05,0.4057
"2562","PstI.TP332845",3,68039381,1.21059813355048e-05,0.4528,"F106+4185","PS_N","mrMLMM","ISIS EM-BLASSO","fprinW",7.9952,NA,1e-05,0.4528
"2563","PstI.TP865711",11,6040,0.000168228665565294,0.4811,"F106+4185","PS_N","mrMLMM","ISIS EM-BLASSO","fprinW",3.9407,NA,2e-04,0.4811
"2564","PstI.TP332845",3,68039381,1.3252566739591e-05,0.4519,"F106+4185","PS_N","mrMLMM","mrMLM","fprinGW",12.5799,NA,1e-05,0.4519
"2565","PstI.TP1052140",6,19137861,8.70562588741355e-06,0.101,"F106+4185","PS_N","mrMLMM","mrMLM","fprinGW",5.3531,NA,9e-06,0.101
"2566","PstI.TP532426",7,64966356,9.44930789034298e-06,0.4663,"F106+4185","PS_N","mrMLMM","mrMLM","fprinGW",13.1748,NA,9e-06,0.4663
"2567","PstI.TP1159423",11,8140,8.45862944818425e-06,0.4135,"F106+4185","PS_N","mrMLMM","mrMLM","fprinGW",21.6838,NA,8e-06,0.4135
"2568","PstI.TP1159423",11,8140,0.000154170045294956,0.4057,"F106+4185","PS_N","mrMLMM","FASTmrEMMA","fprinGW",9.0724,NA,2e-04,0.4057
"2569","PstI.TP1052140",6,19137861,1.68966263404871e-05,0.0991,"F106+4185","PS_N","mrMLMM","pLARmEB","fprinGW",2.5948,NA,2e-05,0.0991
"2570","NsiI.TP274765",6,47625849,1.01695093511594e-05,0.3208,"F106+4185","PS_N","mrMLMM","pLARmEB","fprinGW",2.636,NA,1e-05,0.3208
"2571","PstI.TP1067903",9,48843269,2.71581385758833e-05,0.5,"F106+4185","PS_N","mrMLMM","pLARmEB","fprinGW",0.4034,NA,3e-05,0.5
"2572","PstI.TP444076",11,3404,4.44528899122317e-05,0.184,"F106+4185","PS_N","mrMLMM","pLARmEB","fprinGW",6.5622,NA,4e-05,0.184
"2573","PstI.TP1159423",11,8140,3.8618908944899e-05,0.4057,"F106+4185","PS_N","mrMLMM","pLARmEB","fprinGW",8.6838,NA,4e-05,0.4057
"2574","PstI.TP332845",3,68039381,1.79845675747694e-06,0.4528,"F106+4185","PS_N","mrMLMM","ISIS EM-BLASSO","fprinGW",9.4825,NA,2e-06,0.4528
"2575","PstI.TP1052140",6,19137861,4.66659380314288e-05,0.101,"F106+4185","PS_N","mrMLMM","mrMLM","fprinM",10.5567,NA,5e-05,0.101
"2576","NsiI.TP481176",1,7350098,0.000103728954357387,0.2453,"F106+4185","PS_N","mrMLMM","FASTmrMLM","fprinM",2.0033,NA,1e-04,0.2453
"2577","PstI.TP1100905",3,73743770,0.000108667581116442,0.0802,"F106+4185","PS_N","mrMLMM","FASTmrMLM","fprinM",0,NA,1e-04,0.0802
"2578","PstI.TP1052140",6,19137861,4.66659380314288e-05,0.0991,"F106+4185","PS_N","mrMLMM","FASTmrEMMA","fprinM",8.2535,NA,5e-05,0.0991
"2579","PstI.TP1067903",9,48843269,2.08593129583112e-05,0.5,"F106+4185","PS_N","mrMLMM","pLARmEB","fprinM",3.7771,NA,2e-05,0.5
"2580","PstI.TP444076",11,3404,7.24936555587398e-07,0.184,"F106+4185","PS_N","mrMLMM","pLARmEB","fprinM",6.9557,NA,7e-07,0.184
"2599","PstI.TP1052140",6,19137861,7.96526079783779e-06,0.101,"F106+4185","PS_N","mrMLMM","mrMLM","HD_1",9.7037,NA,8e-06,0.101
"2600","PstI.TP1159423",11,8140,1.87111293044145e-05,0.4057,"F106+4185","PS_N","mrMLMM","FASTmrEMMA","HD_1",9.7257,NA,2e-05,0.4057
"2601","PstI.TP541575",2,74276308,5.82773774796369e-05,0.0943,"F106+4185","PS_N","mrMLMM","pLARmEB","HD_1",0.4226,NA,6e-05,0.0943
"2602","PstI.TP541575",2,74276308,0.000106635055667011,0.0943,"F106+4185","PS_N","mrMLMM","ISIS EM-BLASSO","HD_1",5.6806,NA,1e-04,0.0943
"2603","PstI.TP332845",3,68039381,5.58727438994021e-06,0.4528,"F106+4185","PS_N","mrMLMM","ISIS EM-BLASSO","HD_1",7.4966,NA,6e-06,0.4528
"2604","NsiI.TP616446",9,56031936,1.11019687362348e-05,0.4481,"F106+4185","PS_N","mrMLMM","ISIS EM-BLASSO","HD_1",4.5212,NA,1e-05,0.4481
"2605","PstI.TP1052140",6,19137861,7.59101762881253e-05,0.101,"F106+4185","PS_N","mrMLMM","mrMLM","FD_1",10.1406,NA,8e-05,0.101
"2606","PstI.TP1159423",11,8140,1.83696127061899e-05,0.4057,"F106+4185","PS_N","mrMLMM","FASTmrEMMA","FD_1",9.6149,NA,2e-05,0.4057
"2607","PstI.TP1052140",6,19137861,5.28080340777724e-06,0.0991,"F106+4185","PS_N","mrMLMM","ISIS EM-BLASSO","FD_1",3.9083,NA,5e-06,0.0991
"2608","PstI.TP1159423",11,8140,0.000104111810762334,0.4057,"F106+4185","PS_N","mrMLMM","ISIS EM-BLASSO","FD_1",14.2081,NA,1e-04,0.4057
"2609","PstI.TP332845",3,68039381,1.36930438839121e-05,0.4519,"F106+4185","PS_N","mrMLMM","mrMLM","HD_50",12.6098,NA,1e-05,0.4519
"2610","PstI.TP1052140",6,19137861,1.17003808942305e-05,0.101,"F106+4185","PS_N","mrMLMM","mrMLM","HD_50",5.217,NA,1e-05,0.101
"2611","PstI.TP532426",7,64966356,1.32312233311337e-05,0.4663,"F106+4185","PS_N","mrMLMM","mrMLM","HD_50",12.7794,NA,1e-05,0.4663
"2612","PstI.TP1159423",11,8140,7.17133482657721e-06,0.4135,"F106+4185","PS_N","mrMLMM","mrMLM","HD_50",22.1949,NA,7e-06,0.4135
"2613","PstI.TP332845",3,68039381,5.45757861091271e-06,0.4528,"F106+4185","PS_N","mrMLMM","FASTmrMLM","HD_50",7.8177,NA,5e-06,0.4528
"2614","PstI.TP1052140",6,19137861,1.80135786466914e-05,0.0991,"F106+4185","PS_N","mrMLMM","FASTmrEMMA","HD_50",10.4584,NA,2e-05,0.0991
"2615","PstI.TP1159423",11,8140,9.25337153477778e-05,0.4057,"F106+4185","PS_N","mrMLMM","FASTmrEMMA","HD_50",9.4456,NA,9e-05,0.4057
"2616","PstI.TP541575",2,74276308,2.1512951592892e-05,0.0943,"F106+4185","PS_N","mrMLMM","pLARmEB","HD_50",8.8213e-08,NA,2e-05,0.0943
"2617","PstI.TP1052140",6,19137861,2.87872381083525e-05,0.0991,"F106+4185","PS_N","mrMLMM","pLARmEB","HD_50",2.1994,NA,3e-05,0.0991
"2618","PstI.TP1281273",9,52305676,2.75930685581751e-05,0.2642,"F106+4185","PS_N","mrMLMM","pLARmEB","HD_50",6.1937e-07,NA,3e-05,0.2642
"2619","PstI.TP332845",3,68039381,7.45761570206989e-07,0.4528,"F106+4185","PS_N","mrMLMM","ISIS EM-BLASSO","HD_50",6.9413,NA,7e-07,0.4528
"2620","PstI.TP1052140",6,19137861,1.89321527577746e-05,0.0991,"F106+4185","PS_N","mrMLMM","ISIS EM-BLASSO","HD_50",3.8064,NA,2e-05,0.0991
"2621","PstI.TP1067903",9,48843269,1.35113890706621e-05,0.5,"F106+4185","PS_N","mrMLMM","ISIS EM-BLASSO","HD_50",9.841,NA,1e-05,0.5
"2622","PstI.TP865711",11,6040,2.47856321539419e-06,0.4811,"F106+4185","PS_N","mrMLMM","ISIS EM-BLASSO","HD_50",4.4521,NA,2e-06,0.4811
"2623","PstI.TP1159423",11,8140,2.25631639962815e-05,0.4057,"F106+4185","PS_N","mrMLMM","ISIS EM-BLASSO","HD_50",18.6651,NA,2e-05,0.4057
"2624","PstI.TP332845",3,68039381,1.31401402303904e-05,0.4519,"F106+4185","PS_N","mrMLMM","mrMLM","FD_50",12.6931,NA,1e-05,0.4519
"2625","PstI.TP1052140",6,19137861,9.04273908311783e-06,0.101,"F106+4185","PS_N","mrMLMM","mrMLM","FD_50",5.3744,NA,9e-06,0.101
"2626","PstI.TP532426",7,64966356,1.32647784274652e-05,0.4663,"F106+4185","PS_N","mrMLMM","mrMLM","FD_50",12.802,NA,1e-05,0.4663
"2627","PstI.TP1159423",11,8140,1.05608773762404e-05,0.4135,"F106+4185","PS_N","mrMLMM","mrMLM","FD_50",21.3462,NA,1e-05,0.4135
"2628","PstI.TP332845",3,68039381,6.94544377583403e-05,0.4528,"F106+4185","PS_N","mrMLMM","FASTmrMLM","FD_50",7.6538,NA,7e-05,0.4528
"2629","PstI.TP1052140",6,19137861,0.000162967123511053,0.0991,"F106+4185","PS_N","mrMLMM","FASTmrMLM","FD_50",3.6422,NA,2e-04,0.0991
"2630","PstI.TP1052140",6,19137861,0.000164892157315083,0.0991,"F106+4185","PS_N","mrMLMM","FASTmrEMMA","FD_50",7.1431,NA,2e-04,0.0991
"2631","PstI.TP1052140",6,19137861,2.9874455606053e-05,0.0991,"F106+4185","PS_N","mrMLMM","pLARmEB","FD_50",2.0572,NA,3e-05,0.0991
"2632","NsiI.TP274765",6,47625849,9.15377008362352e-05,0.3208,"F106+4185","PS_N","mrMLMM","pLARmEB","FD_50",3.1286,NA,9e-05,0.3208
"2633","PstI.TP444076",11,3404,1.75751888368596e-05,0.184,"F106+4185","PS_N","mrMLMM","pLARmEB","FD_50",8.395,NA,2e-05,0.184
"2634","PstI.TP1159423",11,8140,6.11504982517029e-05,0.4057,"F106+4185","PS_N","mrMLMM","pLARmEB","FD_50",7.2723,NA,6e-05,0.4057
"2635","NsiI.TP560012",11,16067,4.91473380199267e-05,0.2972,"F106+4185","PS_N","mrMLMM","pLARmEB","FD_50",8.3574,NA,5e-05,0.2972
"2636","PstI.TP332845",3,68039381,8.69961433065267e-06,0.4528,"F106+4185","PS_N","mrMLMM","ISIS EM-BLASSO","FD_50",7.075,NA,9e-06,0.4528
"2637","PstI.TP1052140",6,19137861,1.98335292036793e-05,0.0991,"F106+4185","PS_N","mrMLMM","ISIS EM-BLASSO","FD_50",3.7089,NA,2e-05,0.0991
"2638","PstI.TP1052140",6,19137861,5.8708366939627e-06,0.101,"F106+4185","PS_N","mrMLMM","mrMLM","HW_1",9.9089,NA,6e-06,0.101
"2639","PstI.TP1159423",11,8140,2.31953003254778e-05,0.4057,"F106+4185","PS_N","mrMLMM","FASTmrEMMA","HW_1",8.6499,NA,2e-05,0.4057
"2640","PstI.TP1052140",6,19137861,7.55092227665434e-05,0.101,"F106+4185","PS_N","mrMLMM","mrMLM","FW_1",10.1226,NA,8e-05,0.101
"2641","PstI.TP1159423",11,8140,1.82137763710478e-05,0.4057,"F106+4185","PS_N","mrMLMM","FASTmrEMMA","FW_1",9.571,NA,2e-05,0.4057
"2642","PstI.TP476949",1,5536792,5.05591774766218e-09,0.5,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.48,NA,5e-09,0.5
"2643","PstI.TP288641",1,27158173,3.48257116638654e-12,0.0519,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.1524,NA,3e-12,0.0519
"2644","PstI.TP968463",1,57418406,1.40961333652217e-13,0.0425,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0,NA,1e-13,0.0425
"2645","PstI.TP530837",1,65836675,4.57088189614875e-07,0.0755,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.0852,NA,5e-07,0.0755
"2646","PstI.TP352846",1,71717994,4.7522578856219e-10,0.2783,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",1.1084,NA,5e-10,0.2783
"2647","NsiI.TP454231",1,75616421,3.21958577579011e-13,0.1179,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.1317,NA,3e-13,0.1179
"2648","PstI.TP576366",2,375350,1.0401596438661e-14,0.0472,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.0265,NA,1e-14,0.0472
"2649","PstI.TP972096",2,3042190,7.79112191113093e-07,0.0283,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0,NA,8e-07,0.0283
"2650","NsiI.TP7764",2,8133534,7.64715688438834e-07,0.2736,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.1528,NA,8e-07,0.2736
"2651","PstI.TP133700",2,57163911,3.95639824004252e-09,0.0283,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.0089,NA,4e-09,0.0283
"2652","PstI.TP249296",2,57415075,5.08276464068373e-08,0.1415,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.1014,NA,5e-08,0.1415
"2653","PstI.TP738881",2,57512325,1.18850222743702e-15,0.2123,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.0929,NA,1e-15,0.2123
"2654","PstI.TP13843",2,57967122,1.27350308101666e-06,0.0425,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0,NA,1e-06,0.0425
"2655","PstI.TP772632",2,65920887,6.5237904099821e-16,0.1792,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.7658,NA,7e-16,0.1792
"2656","NsiI.TP436966",3,208286,3.86901131655109e-08,0.0991,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.319,NA,4e-08,0.0991
"2657","PstI.TP246329",3,29389536,1.11429453359173e-18,0.0142,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.0035,NA,1e-18,0.0142
"2658","PstI.TP908813",3,71853833,9.6560609854155e-06,0.0566,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",2e-04,NA,1e-05,0.0566
"2659","PstI.TP568461",3,74315454,1.1423521410363e-19,0.0236,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.0145,NA,1e-19,0.0236
"2660","PstI.TP532669",4,3498516,3.2839761925048e-07,0.467,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.286,NA,3e-07,0.467
"2661","PstI.TP115113",4,61331043,5.9456590329584e-11,0.033,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.0094,NA,6e-11,0.033
"2662","PstI.TP875866",4,64992383,9.72971232891648e-11,0.0377,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",8e-04,NA,1e-10,0.0377
"2663","PstI.TP166492",6,2200069,3.13184312511164e-05,0.1226,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.2636,NA,3e-05,0.1226
"2664","PstI.TP487745",6,47618306,8.82266928217718e-11,0.0236,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0,NA,9e-11,0.0236
"2665","PstI.TP942201",6,51864974,1.65767733684888e-14,0.1085,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0,NA,2e-14,0.1085
"2666","NsiI.TP579169",7,40226521,3.5424195826165e-09,0.0377,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0,NA,4e-09,0.0377
"2667","PstI.TP780884",7,54360893,1.22011284703193e-08,0.0802,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0,NA,1e-08,0.0802
"2668","PstI.TP838226",7,56380657,2.5474167494428e-15,0.0472,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0,NA,3e-15,0.0472
"2669","PstI.TP1254872",7,56573064,2.52173821564492e-07,0.0708,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.0239,NA,3e-07,0.0708
"2670","PstI.TP1281273",9,52305676,4.0448274538e-06,0.2642,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.1066,NA,4e-06,0.2642
"2671","NsiI.TP663012",9,52480175,9.89008445021067e-14,0.3113,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.0237,NA,1e-13,0.3113
"2672","PstI.TP1156107",10,4914081,1.60287627229429e-23,0.0519,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.0287,NA,2e-23,0.0519
"2673","NsiI.TP123409",10,8686160,7.26775033810323e-05,0.0189,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0,NA,7e-05,0.0189
"2674","PstI.TP85647",10,60886778,7.73036499601135e-19,0.0566,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.0216,NA,8e-19,0.0566
"2675","PstI.TP9218",11,63,6.05898671138967e-15,0.1179,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.1275,NA,6e-15,0.1179
"2676","PstI.TP38986",11,318,5.25049198674763e-05,0.0377,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.0306,NA,5e-05,0.0377
"2677","PstI.TP65497",11,546,1.97287695552571e-08,0.0283,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",5e-04,NA,2e-08,0.0283
"2678","PstI.TP527171",11,3934,2.21003931734919e-17,0.0142,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0,NA,2e-17,0.0142
"2679","PstI.TP539015",11,4010,1.22208102232506e-09,0.0283,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0,NA,1e-09,0.0283
"2680","PstI.TP582448",11,4183,1.40119958494001e-12,0.0472,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.0117,NA,1e-12,0.0472
"2681","PstI.TP692748",11,4800,1.24050923004223e-09,0.0566,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.0077,NA,1e-09,0.0566
"2682","PstI.TP919648",11,6431,5.67675302429824e-30,0.0142,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0,NA,6e-30,0.0142
"2683","PstI.TP1071296",11,7466,2.38122262327684e-07,0.1321,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.1664,NA,2e-07,0.1321
"2684","PstI.TP1141531",11,7998,3.6897759857015e-05,0.2264,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.1218,NA,4e-05,0.2264
"2685","PstI.TP1159423",11,8140,3.90211442114136e-16,0.4057,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",3.4503,NA,4e-16,0.4057
"2686","PstI.TP1175461",11,8280,9.20449571753172e-07,0.25,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.3651,NA,9e-07,0.25
"2687","NsiI.TP328982",11,12748,5.19039010197082e-11,0.1604,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",0.2951,NA,5e-11,0.1604
"2688","NsiI.TP560012",11,16067,0.000183569278089882,0.2972,"F106+4185","PS_N","mrMLMM","pLARmEB","FW_1",2.4124,NA,2e-04,0.2972
"2689","PstI.TP360841",2,2832783,7.55788013680452e-05,0.3991,"F116+3098","PS_N","mrMLMM","mrMLM","HW_50",11.1632,NA,8e-05,0.3991
"2690","PstI.TP325958",3,54129415,6.36795520907916e-05,0.2982,"F116+3098","PS_N","mrMLMM","mrMLM","HW_50",11.9765,NA,6e-05,0.2982
"2691","PstI.TP532426",7,64966356,5.77297929648235e-06,0.4605,"F116+3098","PS_N","mrMLMM","mrMLM","HW_50",11.8415,NA,6e-06,0.4605
"2692","PstI.TP1159423",11,8140,1.49658021675365e-05,0.4035,"F116+3098","PS_N","mrMLMM","mrMLM","HW_50",16.1228,NA,1e-05,0.4035
"2693","PstI.TP457393",1,60097068,1.5142584296694e-05,0.2069,"F116+3098","PS_N","mrMLMM","FASTmrEMMA","HW_50",6.3532,NA,2e-05,0.2069
"2694","PstI.TP1159423",11,8140,3.82032226884411e-05,0.3966,"F116+3098","PS_N","mrMLMM","FASTmrEMMA","HW_50",6.2046,NA,4e-05,0.3966
"2695","PstI.TP629259",1,4276027,5.01995703378947e-05,0.375,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",0.1622,NA,5e-05,0.375
"2696","PstI.TP308053",1,8330660,2.16870259934546e-10,0.1078,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",0.0527,NA,2e-10,0.1078
"2697","PstI.TP419952",1,13194145,0.000163079736102359,0.0431,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",4.2248e-05,NA,2e-04,0.0431
"2698","PstI.TP288641",1,27158173,7.03234226907659e-07,0.056,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",0.0249,NA,7e-07,0.056
"2699","PstI.TP457393",1,60097068,4.60680680830093e-06,0.2069,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",0.7223,NA,5e-06,0.2069
"2700","PstI.TP352846",1,71717994,1.00739548481125e-06,0.2759,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",0.0409,NA,1e-06,0.2759
"2701","NsiI.TP499934",1,76362422,3.78616904103359e-05,0.2069,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",0,NA,4e-05,0.2069
"2702","PstI.TP1122752",2,56295956,0.000139091310817473,0.2198,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",7e-04,NA,1e-04,0.2198
"2703","PstI.TP738881",2,57512325,0.000178607626824142,0.2026,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",8.8029e-05,NA,2e-04,0.2026
"2704","PstI.TP772632",2,65920887,7.27109803159661e-05,0.181,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",0.3811,NA,7e-05,0.181
"2705","PstI.TP1231486",2,73904492,4.12477249784663e-12,0.2586,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",5.7491,NA,4e-12,0.2586
"2706","NsiI.TP436966",3,208286,1.95478951087767e-06,0.0991,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",0.0044,NA,2e-06,0.0991
"2707","PstI.TP96410",3,4423816,2.64119216327174e-07,0.194,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",0.0131,NA,3e-07,0.194
"2708","PstI.TP731882",3,19716780,4.02253655998683e-06,0.0647,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",6.0089e-05,NA,4e-06,0.0647
"2709","PstI.TP246329",3,29389536,0.000110357028996402,0.0129,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",1.5821e-06,NA,1e-04,0.0129
"2710","PstI.TP568461",3,74315454,2.25631639962815e-06,0.0259,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",2.0989e-05,NA,2e-06,0.0259
"2711","PstI.TP532669",4,3498516,2.23975234517842e-08,0.4741,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",0.0355,NA,2e-08,0.4741
"2712","PstI.TP935651",4,66370793,1.05998568450917e-12,0.2069,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",8.2836,NA,1e-12,0.2069
"2713","PstI.TP569914",5,1262747,9.04482149047591e-05,0.2672,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",5e-04,NA,9e-05,0.2672
"2714","PstI.TP404885",6,51199851,0.000186852967725585,0.0259,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",2.1295e-06,NA,2e-04,0.0259
"2715","PstI.TP939692",6,57716221,1.1890496789851e-13,0.0216,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",3.2255e-06,NA,1e-13,0.0216
"2716","PstI.TP1107519",9,3315165,2.38671190833997e-08,0.0431,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",3e-04,NA,2e-08,0.0431
"2717","PstI.TP809778",10,8543510,0.00019856376547487,0.0302,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",0,NA,2e-04,0.0302
"2718","PstI.TP85647",10,60886778,9.00326431059722e-13,0.056,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",5.5072e-05,NA,9e-13,0.056
"2719","PstI.TP65497",11,546,0.000135238392525265,0.0302,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",1.2433e-06,NA,1e-04,0.0302
"2720","PstI.TP201653",11,1648,0.000107127260720295,0.0259,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",0,NA,1e-04,0.0259
"2721","PstI.TP394317",11,3076,3.83354000759044e-05,0.0345,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",5.0207e-06,NA,4e-05,0.0345
"2722","PstI.TP938416",11,6563,3.16956746304349e-05,0.0474,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",5.1934e-05,NA,3e-05,0.0474
"2723","PstI.TP1124649",11,7892,5.77962951195466e-05,0.0819,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",2e-04,NA,6e-05,0.0819
"2724","NsiI.TP66747",11,9923,0.000125863556687644,0.0431,"F116+3098","PS_N","mrMLMM","pLARmEB","HW_50",9.5073e-05,NA,1e-04,0.0431
"2725","PstI.TP532426",7,64966356,2.62180266151044e-05,0.4698,"F116+3098","PS_N","mrMLMM","ISIS EM-BLASSO","HW_50",9.7934,NA,3e-05,0.4698
"2726","PstI.TP1159423",11,8140,0.000119096774599519,0.3966,"F116+3098","PS_N","mrMLMM","ISIS EM-BLASSO","HW_50",8.3497,NA,1e-04,0.3966
"2727","PstI.TP457393",1,60097068,7.43875062907567e-05,0.2105,"F116+3098","PS_N","mrMLMM","mrMLM","FW_50",11.5851,NA,7e-05,0.2105
"2728","PstI.TP532426",7,64966356,2.14881981440347e-05,0.4605,"F116+3098","PS_N","mrMLMM","mrMLM","FW_50",9.6894,NA,2e-05,0.4605
"2729","PstI.TP1159423",11,8140,1.37056614531154e-06,0.4035,"F116+3098","PS_N","mrMLMM","mrMLM","FW_50",28.204,NA,1e-06,0.4035
"2730","PstI.TP360841",2,2832783,4.04203435079501e-05,0.4052,"F116+3098","PS_N","mrMLMM","FASTmrMLM","FW_50",5.4639,NA,4e-05,0.4052
"2731","PstI.TP935651",4,66370793,5.14280431948792e-05,0.2069,"F116+3098","PS_N","mrMLMM","FASTmrMLM","FW_50",5.7221,NA,5e-05,0.2069
"2732","PstI.TP532426",7,64966356,1.84161990352467e-05,0.4698,"F116+3098","PS_N","mrMLMM","FASTmrMLM","FW_50",7.8789,NA,2e-05,0.4698
