"","X","SNP","Gene","ID","Chromosome","Position","P.value","MAF","PVE","Trait.names","PS","Ind.SNP","FarmCPU","mrMLM","GAPIT","Gene.num","chr","start","end","width","strand","dis_start.positon","dis_positon.end","X.pacId","locusName","transcriptName","peptideName","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"277",416,"PstI.TP678255","Sobic.001G391000","OWA19.93",1,67745947,5.75e-05,0.27,11.67627677,"OWA19","PS_N(5);PS_Y(4)","122+35256im(1);O102+4322(4);O112+3450(3);O122+2646(1)","FarmCPU(2)","mrMLM(1);FASTmrEMMA(1);ISIS EM-BLASSO(1);pLARmEB(4)","",1,"Chr01",67743703,67746828,3126,"-",-2244,-881,37939195,"Sobic.001G391000","Sobic.001G391000.1","Sobic.001G391000.1.p","PF00026","PTHR13683,PTHR13683:SF297","KOG1339","3.4.23.12","","GO:0006508,GO:0004190","AT2G03200.1","","Eukaryotic aspartyl protease family protein","LOC_Os03g20210.1",NA,"aspartic proteinase nepenthesin precursor, putative, expressed"
"278",418,"PstI.TP727705","Sobic.004G034900","OWA18.28",4,2828636,0.000170687,0.2255,5.8759,"OWA18","PS_Y(1)","O102+4322(1)","","FASTmrEMMA(1)","",1,"Chr04",2812176,2823116,10941,"+",-16460,5520,37929917,"Sobic.004G034900","Sobic.004G034900.1","Sobic.004G034900.1.p","PF00569,PF02135,PF08214","PTHR13808","KOG1778","2.3.1.48","K04498","GO:0008270,GO:0006355,GO:0005634,GO:0004402,GO:0003712,GO:0016573","AT1G16710.1","HAC12","histone acetyltransferase of the CBP family 12","LOC_Os02g04490.1",NA,"histone acetyltransferase HAC1, putative, expressed"
"279",419,"PstI.TP727705","Sobic.004G035000","OWA18.28",4,2828636,0.000170687,0.2255,5.8759,"OWA18","PS_Y(1)","O102+4322(1)","","FASTmrEMMA(1)","",1,"Chr04",2825467,2828762,3296,"+",-3169,-126,37932760,"Sobic.004G035000","Sobic.004G035000.1","Sobic.004G035000.1.p","PF01795","PTHR11265:SF0,PTHR11265","KOG2782","2.1.1.199","","GO:0008168","AT5G10910.1","","mraW methylase family protein","LOC_Os02g04500.1",NA,"S-adenosyl-L-methionine-dependent methyltransferase mraW, putative, expressed"
"280",420,"PstI.TP727705","Sobic.004G035100","OWA18.28",4,2828636,0.000170687,0.2255,5.8759,"OWA18","PS_Y(1)","O102+4322(1)","","FASTmrEMMA(1)","",1,"Chr04",2829399,2833409,4011,"+",763,-4773,37931323,"Sobic.004G035100","Sobic.004G035100.1","Sobic.004G035100.1.p","PF08547,PF05368,PF13460","PTHR10366,PTHR10366:SF343","KOG1203","","","","AT1G16720.1","HCF173","high chlorophyll fluorescence phenotype 173","LOC_Os02g04510.1",NA,"UOS1, putative, expressed"
"281",421,"PstI.TP727705","Sobic.004G035200","OWA18.28",4,2828636,0.000170687,0.2255,5.8759,"OWA18","PS_Y(1)","O102+4322(1)","","FASTmrEMMA(1)","",1,"Chr04",2837130,2841378,4249,"+",8494,-12742,37932591,"Sobic.004G035200","Sobic.004G035200.1","Sobic.004G035200.1.p","PF00631","PTHR35129,PTHR35129:SF1","","","","GO:0007186,GO:0005834,GO:0004871","AT3G63420.2","AGG1,ATAGG1,GG1","Ggamma-subunit 1","LOC_Os02g04520.1",NA,"AGG2, putative, expressed"
"282",422,"PstI.TP729855","Sobic.003G324500","OWA19.94",3,65126133,1.07e-10,0.035,12.6417,"OWA19","PS_N(7);PS_Y(9)","O102+4322(7);O112+3450(9)","","mrMLM(4);FASTmrMLM(3);FASTmrEMMA(2);ISIS EM-BLASSO(3);pLARmEB(4)","",1,"Chr03",65120997,65121530,534,"+",-5136,4603,37916828,"Sobic.003G324500","Sobic.003G324500.1","Sobic.003G324500.1.p","PF00847","PTHR31677,PTHR31677:SF25","","","","GO:0006355,GO:0003700","AT1G28360.1","ATERF12,ERF12","ERF domain protein 12","LOC_Os05g41760.1",NA,"AP2 domain containing protein, expressed"
"283",423,"PstI.TP729855","Sobic.003G324600","OWA19.94",3,65126133,1.07e-10,0.035,12.6417,"OWA19","PS_N(7);PS_Y(9)","O102+4322(7);O112+3450(9)","","mrMLM(4);FASTmrMLM(3);FASTmrEMMA(2);ISIS EM-BLASSO(3);pLARmEB(4)","",1,"Chr03",65124588,65129402,4815,"-",-1545,-3269,37917902,"Sobic.003G324600","Sobic.003G324600.1","Sobic.003G324600.1.p","PF14215","PTHR13902,PTHR13902:SF3","","","","","AT5G53900.2","","Serine/threonine-protein kinase WNK (With No Lysine)-related","LOC_Os11g25920.1",NA,"transcription factor-related, putative, expressed"
"284",424,"PstI.TP770204","Sobic.003G357000","OWA19.95",3,67523376,7.42e-05,0.06147541,3.175595444,"OWA19","PS_Y(1)","O122+2646(1)","FarmCPU(1)","","",1,"Chr03",67532421,67533163,743,"-",9045,-9787,37913743,"Sobic.003G357000","Sobic.003G357000.1","Sobic.003G357000.1.p","","","","","","","","","","",NA,""
"285",425,"PstI.TP770204","Sobic.003G356900","OWA19.95",3,67523376,7.42e-05,0.06147541,3.175595444,"OWA19","PS_Y(1)","O122+2646(1)","FarmCPU(1)","","",1,"Chr03",67522292,67525446,3155,"+",-1084,-2070,37913854,"Sobic.003G356900","Sobic.003G356900.1","Sobic.003G356900.1.p","","PTHR33356,PTHR33356:SF5","","","","","AT3G54000.1","","","LOC_Os01g63050.1",NA,"expressed protein"
"286",426,"PstI.TP774948","Sobic.009G003000","OWA19.96",9,243415,6.23e-05,0.071428571,3.899962586,"OWA19","PS_N(1);PS_Y(1)","O112+3450(2)","FarmCPU(1)","pLARmEB(1)","",1,"Chr09",232447,243556,11110,"-",-10968,-141,37922716,"Sobic.009G003000","Sobic.009G003000.1","Sobic.009G003000.1.p","PF12847,PF00155","PTHR11751,PTHR11751:SF133","","2.1.1.12","K08247","GO:0030170,GO:0009058","AT5G49810.1","MMT","methionine S-methyltransferase","LOC_Os05g01470.1",NA,"methionine S-methyltransferase, putative, expressed"
"287",428,"PstI.TP775725","Sobic.001G012600","OWA19.97",1,1175417,3.27e-06,0.067,4.27e-06,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr01",1173739,1176242,2504,"-",-1678,-825,37940756,"Sobic.001G012600","Sobic.001G012600.1","Sobic.001G012600.1.p","PF01554","PTHR11206,PTHR11206:SF143","KOG1347","","K03327","GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855","AT3G21690.1","","MATE efflux family protein","LOC_Os03g37490.1",NA,"MATE efflux family protein, putative, expressed"
"288",429,"PstI.TP775725","Sobic.001G012500","OWA19.97",1,1175417,3.27e-06,0.067,4.27e-06,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr01",1169607,1171117,1511,"-",-5810,4300,37944026,"Sobic.001G012500","Sobic.001G012500.1","Sobic.001G012500.1.p","PF00043,PF02798","PTHR11260,PTHR11260:SF262","KOG0867","2.5.1.18","","GO:0005515","AT3G62760.1","ATGSTF13","Glutathione S-transferase family protein","LOC_Os01g55830.1",NA,"glutathione S-transferase, putative, expressed"
"289",432,"PstI.TP775845","Sobic.001G164000","OWA19.98",1,13537099,3.63e-05,0.0268,0,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr01",13541881,13542563,683,"+",4782,-5464,37942467,"Sobic.001G164000","Sobic.001G164000.1","Sobic.001G164000.1.p","PF04515","PTHR12385,PTHR12385:SF4","","","","","AT5G13760.1","","Plasma-membrane choline transporter family protein","LOC_Os07g46240.1",NA,"choline transporter-related, putative, expressed"
"290",433,"PstI.TP775845","Sobic.001G163732","OWA19.98",1,13537099,3.63e-05,0.0268,0,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr01",13526581,13527242,662,"-",-10518,9857,37939773,"Sobic.001G163732","Sobic.001G163732.1","Sobic.001G163732.1.p","","","","","","","","","","ChrUn.fgenesh.mRNA.41",NA,"hypothetical protein"
"291",434,"PstI.TP775845","Sobic.001G163800","OWA19.98",1,13537099,3.63e-05,0.0268,0,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr01",13533536,13536173,2638,"-",-3563,926,37943672,"Sobic.001G163800","Sobic.001G163800.1","Sobic.001G163800.1.p","PF02365","PTHR31744,PTHR31744:SF3","","","","GO:0006355,GO:0003677","AT3G18400.1","anac058,NAC058","NAC domain containing protein 58","LOC_Os03g42630.1",NA,"No apical meristem protein, putative, expressed"
"292",435,"PstI.TP775845","Sobic.001G163900","OWA19.98",1,13537099,3.63e-05,0.0268,0,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr01",13538720,13542764,4045,"-",1621,-5665,37938945,"Sobic.001G163900","Sobic.001G163900.1","Sobic.001G163900.1.p","","","","3.6.3.8","","","","","","LOC_Os03g17310.1",NA,"calcium-transporting ATPase, endoplasmic reticulum-type, putative, expressed"
"293",437,"PstI.TP789647","Sobic.003G379500","OWA18.29",3,69354547,4.59e-05,0.3648,3.4706,"OWA18","PS_N(1)","O122+2646(1)","","ISIS EM-BLASSO(1)","",3,"Chr03",69335724,69347208,11485,"+",-18823,7339,37914221,"Sobic.003G379500","Sobic.003G379500.3","Sobic.003G379500.3.p","PF03171,PF14226","PTHR10209,PTHR10209:SF129","KOG0143","","","GO:0055114,GO:0016491","AT4G25420.1","AT2301,ATGA20OX1,GA20OX1,GA5","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein","LOC_Os01g66100.1",NA,"gibberellin 20 oxidase 2, putative, expressed"
"294",439,"PstI.TP789647","Sobic.003G379800","OWA18.29",3,69354547,4.59e-05,0.3648,3.4706,"OWA18","PS_N(1)","O122+2646(1)","","ISIS EM-BLASSO(1)","",1,"Chr03",69362960,69366951,3992,"+",8413,-12404,37912520,"Sobic.003G379800","Sobic.003G379800.1","Sobic.003G379800.1.p","PF04564,PF00514","PTHR23315,PTHR23315:SF117","","6.3.2.19","","GO:0016567,GO:0004842,GO:0005515","AT2G23140.1","","RING/U-box superfamily protein with ARM repeat domain","LOC_Os01g66130.1",NA,"armadillo/beta-catenin repeat family protein, putative, expressed"
"295",440,"PstI.TP789647","Sobic.003G379600","OWA18.29",3,69354547,4.59e-05,0.3648,3.4706,"OWA18","PS_N(1)","O122+2646(1)","","ISIS EM-BLASSO(1)","",1,"Chr03",69338902,69344550,5649,"-",-15645,9997,37915511,"Sobic.003G379600","Sobic.003G379600.1","Sobic.003G379600.1.p","PF03141","PTHR10108,PTHR10108:SF926","","","","GO:0008168","AT5G64030.1","","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","LOC_Os01g66110.1",NA,"methyltransferase, putative, expressed"
"296",441,"PstI.TP789647","Sobic.003G379700","OWA18.29",3,69354547,4.59e-05,0.3648,3.4706,"OWA18","PS_N(1)","O122+2646(1)","","ISIS EM-BLASSO(1)","",1,"Chr03",69351545,69356137,4593,"-",-3002,-1590,37914611,"Sobic.003G379700","Sobic.003G379700.1","Sobic.003G379700.1.p","PF02365","PTHR31719,PTHR31719:SF3","","","","GO:0006355,GO:0003677","AT1G01720.1","ANAC002,ATAF1","NAC (No Apical Meristem) domain transcriptional regulator superfamily protein","LOC_Os01g66120.1",NA,"No apical meristem protein, putative, expressed"
"297",443,"PstI.TP790069","Sobic.002G007300","OWA19.99",2,699673,1.32e-11,0.2723,0.0202,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr02",690751,695119,4369,"-",-8922,4554,37952302,"Sobic.002G007300","Sobic.002G007300.1","Sobic.002G007300.1.p","PF00400","PTHR19861,PTHR19861:SF3","KOG1446","","K14962","GO:0005515","AT5G66240.2","","Transducin/WD40 repeat-like superfamily protein","LOC_Os07g40030.1",NA,"WD domain, G-beta repeat domain containing protein, expressed"
"298",444,"PstI.TP790069","Sobic.002G007250","OWA19.99",2,699673,1.32e-11,0.2723,0.0202,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr02",689773,690594,822,"+",-9900,9079,37955566,"Sobic.002G007250","Sobic.002G007250.1","Sobic.002G007250.1.p","","","","","","","","","","",NA,""
"299",445,"PstI.TP790069","Sobic.002G007500","OWA19.99",2,699673,1.32e-11,0.2723,0.0202,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr02",703524,704987,1464,"+",3851,-5314,37954947,"Sobic.002G007500","Sobic.002G007500.1","Sobic.002G007500.1.p","PF01612","PTHR13620,PTHR13620:SF8","","3.6.4.12","","GO:0008408,GO:0006139,GO:0003676","AT2G36110.1","","Polynucleotidyl transferase, ribonuclease H-like superfamily protein","LOC_Os07g02180.1",NA,"3-5 exonuclease domain-containing protein, putative, expressed"
"300",446,"PstI.TP790069","Sobic.002G007400","OWA19.99",2,699673,1.32e-11,0.2723,0.0202,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr02",698947,700577,1631,"-",-726,-904,37954518,"Sobic.002G007400","Sobic.002G007400.1","Sobic.002G007400.1.p","PF00657","PTHR22835,PTHR22835:SF173","","","","GO:0016788","AT5G03610.1","","GDSL-like Lipase/Acylhydrolase superfamily protein","LOC_Os04g55660.1",NA,"GDSL-like lipase/acylhydrolase, putative, expressed"
"301",447,"PstI.TP790069","Sobic.002G007600","OWA19.99",2,699673,1.32e-11,0.2723,0.0202,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr02",709044,710007,964,"+",9371,-10334,37952652,"Sobic.002G007600","Sobic.002G007600.1","Sobic.002G007600.1.p","","PTHR13620,PTHR13620:SF12","","3.6.4.12","","","AT2G36110.1","","Polynucleotidyl transferase, ribonuclease H-like superfamily protein","LOC_Os07g02170.1",NA,"3-5 exonuclease domain-containing protein, putative, expressed"
"302",448,"PstI.TP833228","Sobic.002G142500","OWA19.100",2,23342056,5.63e-20,0.0392,0,"OWA19","PS_N(1)","O102+4322(1)","","FASTmrMLM(1)","",2,"Chr02",23341537,23347723,6187,"-",-519,-5667,37955337,"Sobic.002G142500","Sobic.002G142500.2","Sobic.002G142500.2.p","PF14383,PF14309","PTHR31680,PTHR31680:SF3","","","","","AT1G74160.1","","","LOC_Os07g01860.1",NA,"expressed protein"
"303",451,"PstI.TP841525","Sobic.003G257100","OWA18.30",3,59531363,7.45e-07,0.1352,0.0702,"OWA18","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",1,"Chr03",59529078,59534732,5655,"+",-2285,-3369,37918207,"Sobic.003G257100","Sobic.003G257100.1","Sobic.003G257100.1.p","PF04146","PTHR12357,PTHR12357:SF15","KOG1901","","","","AT1G79270.1","ECT8","evolutionarily conserved C-terminal region 8","LOC_Os01g48790.1",NA,"YT521-B-like family domain containing protein, expressed"
"304",452,"PstI.TP841525","Sobic.003G257200","OWA18.30",3,59531363,7.45e-07,0.1352,0.0702,"OWA18","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",1,"Chr03",59537652,59544647,6996,"+",6289,-13284,37913239,"Sobic.003G257200","Sobic.003G257200.1","Sobic.003G257200.1.p","PF04504","PTHR31662,PTHR31662:SF13","","3.4.21.72","","","AT4G00390.1","","DNA-binding storekeeper protein-related transcriptional regulator","LOC_Os02g53150.1",NA,"expressed protein"
"305",453,"PstI.TP881184","Sobic.002G418300","OWA19.102",2,76620224,6.16e-08,0.0938,4e-04,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr02",76615451,76620614,5164,"-",-4773,-390,37951586,"Sobic.002G418300","Sobic.002G418300.1","Sobic.002G418300.1.p","PF02225","PTHR22765,PTHR22765:SF57","","","","","AT3G52850.1","ATELP,ATELP1,ATVSR1,BP-80,BP80,BP80-1;1,BP80B,GFS1,VSR1,VSR1;1","vacuolar sorting receptor homolog 1","LOC_Os07g48229.1",NA,"vacuolar-sorting receptor precursor, putative, expressed"
"306",454,"PstI.TP881184","Sobic.002G418400","OWA19.102",2,76620224,6.16e-08,0.0938,4e-04,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr02",76622211,76623952,1742,"-",1987,-3728,37953063,"Sobic.002G418400","Sobic.002G418400.1","Sobic.002G418400.1.p","","","","","","","AT2G40765.1","","","LOC_Os07g48244.1",NA,"ubiquinol-cytochrome c reductase complex 6.7 kDa protein, putative, expressed"
"307",455,"PstI.TP881184","Sobic.002G418500","OWA19.102",2,76620224,6.16e-08,0.0938,4e-04,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr02",76629585,76632298,2714,"-",9361,-12074,37952128,"Sobic.002G418500","Sobic.002G418500.1","Sobic.002G418500.1.p","PF03106","PTHR31282,PTHR31282:SF19","","","","GO:0043565,GO:0006355,GO:0003700","AT2G46400.1","ATWRKY46,WRKY46","WRKY DNA-binding protein 46","LOC_Os07g48260.1",NA,"WRKY47, expressed"
"308",456,"PstI.TP947087","Sobic.002G111800","OWA19.103",2,13610693,0.000153285,0.308,0,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr02",13600924,13606432,5509,"+",-9769,4261,37951761,"Sobic.002G111800","Sobic.002G111800.1","Sobic.002G111800.1.p","PF00696","PTHR21499,PTHR21499:SF32","","2.7.2.4","K00928","","AT5G13280.1","AK,AK-LYS1,AK1","aspartate kinase 1","LOC_Os07g20544.1",NA,"aspartokinase, chloroplast precursor, putative, expressed"
"309",457,"PstI.TP947087","Sobic.002G111900","OWA19.103",2,13610693,0.000153285,0.308,0,"OWA19","PS_N(1)","O112+3450(1)","","pLARmEB(1)","",1,"Chr02",13606990,13611602,4613,"-",-3703,-909,37954281,"Sobic.002G111900","Sobic.002G111900.1","Sobic.002G111900.1.p","PF08276,PF01453,PF00954,PF07714","PTHR27002,PTHR27002:SF84","KOG1187","2.7.11.1","","GO:0048544,GO:0006468,GO:0004672","AT4G21380.1","ARK3,RK3","receptor kinase 3","LOC_Os07g36544.2",NA,"serine/threonine-protein kinase receptor precursor, putative, expressed"
"310",459,"PstI.TP980214","Sobic.001G135500","OWA18.31",1,10687788,6.45e-05,0.4375,7.0313,"OWA18","PS_N(2)","O112+3450(2)","","FASTmrMLM(1);ISIS EM-BLASSO(1)","",1,"Chr01",10677948,10687148,9201,"+",-9840,640,37941763,"Sobic.001G135500","Sobic.001G135500.1","Sobic.001G135500.1.p","PF00632","PTHR11254","","6.3.2.19","K10588","GO:0004842","AT3G53090.1","UPL7","ubiquitin-protein ligase 7","LOC_Os03g47949.1",NA,"HECT-domain domain containing protein, expressed"
"311",460,"PstI.TP980214","Sobic.001G135600","OWA18.31",1,10687788,6.45e-05,0.4375,7.0313,"OWA18","PS_N(2)","O112+3450(2)","","FASTmrMLM(1);ISIS EM-BLASSO(1)","",1,"Chr01",10687166,10691438,4273,"-",-622,-3650,37937639,"Sobic.001G135600","Sobic.001G135600.1","Sobic.001G135600.1.p","PF00657","PTHR22835:SF146,PTHR22835","","3.1.1.3","","GO:0016788","AT5G03820.1","","GDSL-like Lipase/Acylhydrolase family protein","LOC_Os03g47940.1",NA,"GDSL-like lipase/acylhydrolase, putative, expressed"
"312",462,"PstI.TP980214","Sobic.001G135650","OWA18.31",1,10687788,6.45e-05,0.4375,7.0313,"OWA18","PS_N(2)","O112+3450(2)","","FASTmrMLM(1);ISIS EM-BLASSO(1)","",1,"Chr01",10692782,10693267,486,"-",4994,-5479,37945132,"Sobic.001G135650","Sobic.001G135650.1","Sobic.001G135650.1.p","","","","","","","","","","LOC_Os04g57040.1",NA,"expressed protein"
"313",463,"PstI.TP980214","Sobic.001G135700","OWA18.31",1,10687788,6.45e-05,0.4375,7.0313,"OWA18","PS_N(2)","O112+3450(2)","","FASTmrMLM(1);ISIS EM-BLASSO(1)","",1,"Chr01",10696483,10696955,473,"-",8695,-9167,37940286,"Sobic.001G135700","Sobic.001G135700.1","Sobic.001G135700.1.p","","","","","","","","","","",NA,""
"314",464,"PstI.TP980214","Sobic.001G135800","OWA18.31",1,10687788,6.45e-05,0.4375,7.0313,"OWA18","PS_N(2)","O112+3450(2)","","FASTmrMLM(1);ISIS EM-BLASSO(1)","",1,"Chr01",10697099,10697955,857,"-",9311,-10167,37939227,"Sobic.001G135800","Sobic.001G135800.1","Sobic.001G135800.1.p","","","","","","","","","","LOC_Os06g49670.2",NA,"pentatricopeptide, putative, expressed"
"315",465,"PstI.TP982120","Sobic.002G138200","OWA19.105",2,21428233,3.23e-31,0.0343,21.7636,"OWA19","PS_N(3);PS_Y(1)","O102+4322(1);O112+3450(1);O122+2646(2)","","mrMLM(1);FASTmrMLM(2);pLARmEB(1)","",2,"Chr02",21427784,21432060,4277,"+",-449,-3827,37952760,"Sobic.002G138200","Sobic.002G138200.2","Sobic.002G138200.2.p","PF06136","PTHR31083,PTHR31083:SF2","","","","","AT2G28150.1","","Domain of unknown function (DUF966)","LOC_Os03g48600.1",NA,"domain of unknown function DUF966 domain containing protein, expressed"
"316",467,"PstI.TP982120","Sobic.002G138300","OWA19.105",2,21428233,3.23e-31,0.0343,21.7636,"OWA19","PS_N(3);PS_Y(1)","O102+4322(1);O112+3450(1);O122+2646(2)","","mrMLM(1);FASTmrMLM(2);pLARmEB(1)","",1,"Chr02",21432321,21435715,3395,"-",4088,-7482,37954770,"Sobic.002G138300","Sobic.002G138300.1","Sobic.002G138300.1.p","","PTHR31469,PTHR31469:SF2","","","","","AT4G12700.1","","","LOC_Os01g59070.1",NA,"expressed protein"
"317",468,"PstI.TP982139","Sobic.004G141200","OWA19.106",4,41445278,2.7e-06,0.058035714,3.175772857,"OWA19","PS_N(1)","O112+3450(1)","FarmCPU(1)","","",1,"Chr04",41444148,41445740,1593,"+",-1130,-462,37931423,"Sobic.004G141200","Sobic.004G141200.1","Sobic.004G141200.1.p","PF00067","PTHR24298,PTHR24298:SF149","KOG0156","1.14.13.11","K00487","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT2G30490.1","ATC4H,C4H,CYP73A5,REF3","cinnamate-4-hydroxylase","LOC_Os02g26810.1",NA,"cytochrome P450, putative, expressed"
