TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:3699558	AT3G49910	AT3G49910.1	protein_coding	Translation protein SH3-like family protein;(source:Araport11)		 Golgi apparatus, cytosol, nucleolus, nucleus, plasma membrane, vacuolar membrane, vascular leaf, plant callus, cultured plant cell, cytosolic ribosome, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT Golgi apparatus, RNA binding, carpel, cauline leaf, cell-to-cell mobile RNA, collective leaf structure, cotyledon, cultured plant cell, cytoplasmic translation, cytosol, cytosolic large ribosomal subunit, cytosolic ribosome, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA binding, mature plant embryo stage, nucleolus, nucleus, petal, petal differentiation and expansion stage, petiole, plant callus, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, response to cold, ribosomal large subunit biogenesis, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, structural constituent of ribosome, vacuolar membrane, vascular leaf, vascular leaf senescent stage	true
Gene:3711160	AT5G58784	AT5G58784.1	protein_coding	Undecaprenyl pyrophosphate synthetase family protein;(source:Araport11)		 chloroplast, chloroplast, chloroplast stroma, dehydrodolichyl diphosphate synthase activity, dolichol biosynthetic process, endoplasmic reticulum membrane, integral component of membrane, plastid membrane organization, polyprenol biosynthetic process, polyprenyltransferase activity, protein glycosylation, response to cold, root	false
Gene:1005027788	AT3G16450	AT3G16450.2	protein_coding	Mannose-binding lectin superfamily protein;(source:Araport11)	JACALIN-RELATED LECTIN 33; JAL33	 cytoplasm, nucleus, vascular leaf, seedling development stage, LP.04 four leaves visible stage, carbohydrate binding, cell-to-cell mobile RNA, cotyledon, cytoplasm, hypocotyl, nucleus, plasmodesma, response to cold, response to zinc ion, root, seedling development stage, shoot apex, shoot system, vascular leaf	true
Gene:1005715019	AT2G27710	AT2G27710.2	protein_coding	60S acidic ribosomal protein family;(source:Araport11)		 Golgi apparatus, chloroplast, cytosol, nucleolus, plasma membrane, fruit, vascular leaf, cultured plant cell, seedling development stage, cytosolic ribosome, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT Golgi apparatus, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, cultured plant cell, cytosol, cytosolic ribosome, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleolus, nucleus, peroxisome, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, response to cold, root, rosette leaf, secretory vesicle, seed, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, translational elongation, vascular leaf, vascular leaf senescent stage	true
Gene:1005715258	AT1G63940	AT1G63940.2	protein_coding	monodehydroascorbate reductase 6;(source:Araport11)	MDAR6; MONODEHYDROASCORBATE REDUCTASE 6	 chloroplast, cytosol, mitochondrion, ATP binding, response to cadmium ion, fruit, seed, vascular leaf, cultured plant cell, seedling development stage, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT cytosol, carpel, cauline leaf, cell-to-cell mobile RNA, chloroplast, chloroplast stroma, collective leaf structure, cotyledon, cultured plant cell, flavin adenine dinucleotide binding, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, monodehydroascorbate reductase (NADH) activity, nucleus, oxidation-reduction process, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, response to cadmium ion, response to cold, root, rosette leaf, seed, seed development stage, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, stromule, vascular leaf, vascular leaf senescent stage	true
Gene:1006229584	AT1G29390	AT1G29390.2	protein_coding	Integral membrane protein in the inner  envelope of chloroplasts. Provide  freezing tolerance.	COLD REGULATED 314 INNER MEMBRANE 2; COLD REGULATED 314 THYLAKOID MEMBRANE 2; COR314-TM2; COR413IM2	 mitochondrion, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, cellular response to cold, chloroplast envelope, chloroplast thylakoid membrane, cold acclimation, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, integral component of chloroplast inner membrane, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, molecular function unknown, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:1006229652	AT1G74710	AT1G74710.2	protein_coding	Encodes a protein with isochorismate synthase activity. Mutants fail to accumulate salicylic acid.  Its function may be redundant with that of ICS2 (AT1G18870).	EDS16; ENHANCED DISEASE SUSCEPTIBILITY TO ERYSIPHE ORONTII 16; ICS1; ISOCHORISMATE SYNTHASE 1; SALICYLIC ACID INDUCTION DEFICIENT 2; SID2	 chloroplast, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, defense response to Gram-negative bacterium, defense response to bacterium, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, isochorismate synthase activity, leaf abscission, leaf apex, leaf lamina base, mature plant embryo stage, negative regulation of defense response, petal, petal differentiation and expansion stage, petiole, phylloquinone biosynthetic process, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid, pollen, response to bacterium, response to cold, root, salicylic acid biosynthetic process, seed, sepal, shoot apex, shoot system, stamen, stem, stomatal movement, systemic acquired resistance, vascular leaf, vascular leaf senescent stage	true
Gene:4010712883	AT4G13850	AT4G13850.4	protein_coding	Encodes a glycine-rich RNA-binding protein. Gene expression is induced by cold.	ATGRP2; GLYCINE RICH PROTEIN 2; GLYCINE-RICH RNA-BINDING PROTEIN 2; GR-RBP2; GRP2; RBGA5; RNA-BINDING GLYCINE-RICH PROTEIN A5	 Golgi apparatus, mitochondrion, ATP binding, cotyledon, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT Golgi apparatus, RNA binding, carpel, cauline leaf, cold acclimation, collective leaf structure, copper ion binding, cotyledon, cytosol, double-stranded DNA binding, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA binding, mRNA processing, mature plant embryo stage, misfolded RNA binding, mitochondrion, negative regulation of DNA-templated transcription, termination, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, response to cold, response to osmotic stress, response to salt stress, response to water deprivation, ribonucleoprotein complex, root, rosette leaf, seed, seed germination, seed germination stage, seedling development stage, sepal, shoot apex, shoot system, single-stranded DNA binding, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6530296310	AT1G36160	AT1G36160.2	protein_coding	Encodes acetyl-CoA carboxylase. Mutant displays uncoordinated cell divisions which are enhanced by cytokinins. Mutant also has aberrant organization of the apical region in the embryo and abnormal root and shoot development and is deficient in freezing tolerance after cold acclimation. Essential for very long chain fatty acid elongation. The mRNA is cell-to-cell mobile.	ACC1; ACETYL-COA CARBOXYLASE 1; AT-ACC1; EMB22; EMBRYO DEFECTIVE 22; GK; GLOSSYHEAD 1; GSD1; GURKE; PAS3; PASTICCINO 3; SENSITIVE TO FREEZING 3; SFR3	 cytoplasm, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, acetyl-CoA carboxylase activity, biotin carboxylase activity, carpel, cauline leaf, cell-to-cell mobile RNA, cold acclimation, collective leaf structure, cotyledon, cytoplasm, cytosol, embryo development ending in seed dormancy, fatty acid elongation, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, malonyl-CoA biosynthetic process, mature plant embryo stage, meristem structural organization, metal ion binding, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, primary shoot apical meristem specification, response to cytokinin, root, root development, rosette leaf, seed, seedling development stage, sepal, shoot apex, shoot system, shoot system development, stamen, stem, vascular leaf, vascular leaf senescent stage, whole plant	true
Gene:6532557222	AT5G17690	AT5G17690.2	protein_coding	Regulates the meristem response to light signals and the maintenance of inflorescence meristem identity. Influences developmental processes controlled by APETALA1. TFL2 silences specific  genes within euchromatin but not genes positioned in heterochromatin. TFL2 protein localized preferentially to euchromatic  regions and not to heterochromatic chromocenters. Involved in euchromatin organization. Required for epigenetic maintenance of the vernalized state.		 nucleus, DNA binding, GTP cyclohydrolase II activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT 3,4-dihydroxy-2-butanone-4-phosphate synthase activity, NOT root development, carpel, cauline leaf, cell differentiation, chloroplast, chromatin binding, chromatin organization, chromatin silencing, collective leaf structure, cotyledon, euchromatin, flower, flower development, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, methylated histone binding, multidimensional cell growth, negative regulation of flower development, negative regulation of gene expression, epigenetic, negative regulation of molecular function, epigenetic, negative regulation of transcription, DNA-templated, nuclear heterochromatin, nucleus, petal, petal differentiation and expansion stage, petiole, photoperiodism, photoperiodism, flowering, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, shoot system morphogenesis, stamen, stem, vascular leaf, vascular leaf senescent stage, vernalization response	true
