"","V1"
"18822","PstI-TP734482"
"18823","PstI-TP734506"
"18824","PstI-TP734535"
"18825","PstI-TP734551"
"18826","PstI-TP734725"
"18827","PstI-TP734790"
"18828","PstI-TP734808"
"18829","PstI-TP734880"
"18830","PstI-TP734933"
"18831","PstI-TP734954"
"18832","PstI-TP734961"
"18833","PstI-TP735032"
"18834","PstI-TP735043"
"18835","PstI-TP735061"
"18836","PstI-TP735086"
"18837","PstI-TP735287"
"18838","PstI-TP735313"
"18839","PstI-TP735348"
"18840","PstI-TP735357"
"18841","PstI-TP735382"
"18842","PstI-TP735385"
"18843","PstI-TP735407"
"18844","PstI-TP735408"
"18845","PstI-TP735421"
"18846","PstI-TP735474"
"18847","PstI-TP735485"
"18848","PstI-TP735528"
"18849","PstI-TP735532"
"18850","PstI-TP735538"
"18851","PstI-TP735554"
"18852","PstI-TP735556"
"18853","PstI-TP735597"
"18854","PstI-TP735678"
"18855","PstI-TP735684"
"18856","PstI-TP735714"
"18857","PstI-TP735727"
"18858","PstI-TP735731"
"18859","PstI-TP735757"
"18860","PstI-TP735761"
"18861","PstI-TP735774"
"18862","PstI-TP735784"
"18863","PstI-TP735799"
"18864","PstI-TP735890"
"18865","PstI-TP735902"
"18866","PstI-TP735989"
"18867","PstI-TP736004"
"18868","PstI-TP736023"
"18869","PstI-TP736037"
"18870","PstI-TP736050"
"18871","PstI-TP736055"
"18872","PstI-TP736063"
"18873","PstI-TP736106"
"18874","PstI-TP736128"
"18875","PstI-TP736136"
"18876","PstI-TP736170"
"18877","PstI-TP736193"
"18878","PstI-TP736204"
"18879","PstI-TP736210"
"18880","PstI-TP736251"
"18881","PstI-TP736283"
"18882","PstI-TP736289"
"18883","PstI-TP736293"
"18884","PstI-TP736309"
"18885","PstI-TP736313"
"18886","PstI-TP736317"
"18887","PstI-TP736360"
"18888","PstI-TP736378"
"18889","PstI-TP736450"
"18890","PstI-TP736465"
"18891","PstI-TP736477"
"18892","PstI-TP736485"
"18893","PstI-TP736501"
"18894","PstI-TP736503"
"18895","PstI-TP736510"
"18896","PstI-TP736514"
"18897","PstI-TP736554"
"18898","PstI-TP736559"
"18899","PstI-TP736560"
"18900","PstI-TP736600"
"18901","PstI-TP736604"
"18902","PstI-TP736637"
"18903","PstI-TP736646"
"18904","PstI-TP736666"
"18905","PstI-TP736678"
"18906","PstI-TP736706"
"18907","PstI-TP736713"
"18908","PstI-TP736729"
"18909","PstI-TP736809"
"18910","PstI-TP736894"
"18911","PstI-TP736914"
"18912","PstI-TP736959"
"18913","PstI-TP736975"
"18914","PstI-TP737101"
"18915","PstI-TP737237"
"18916","PstI-TP737250"
"18917","PstI-TP737313"
"18918","PstI-TP737361"
"18919","PstI-TP737431"
"18920","PstI-TP737480"
"18921","PstI-TP737493"
"18922","PstI-TP737507"
"18923","PstI-TP737528"
"18924","PstI-TP737551"
"18925","PstI-TP737625"
"18926","PstI-TP737691"
"18927","PstI-TP737737"
"18928","PstI-TP737742"
"18929","PstI-TP737746"
"18930","PstI-TP737762"
"18931","PstI-TP737860"
"18932","PstI-TP737923"
"18933","PstI-TP737926"
"18934","PstI-TP737962"
"18935","PstI-TP737966"
"18936","PstI-TP737968"
"18937","PstI-TP738010"
"18938","PstI-TP738023"
"18939","PstI-TP738055"
"18940","PstI-TP738082"
"18941","PstI-TP738123"
"18942","PstI-TP738167"
"18943","PstI-TP738201"
"18944","PstI-TP738276"
"18945","PstI-TP738277"
"18946","PstI-TP738286"
"18947","PstI-TP738290"
"18948","PstI-TP738601"
"18949","PstI-TP738611"
"18950","PstI-TP738636"
"18951","PstI-TP738688"
"18952","PstI-TP738731"
"18953","PstI-TP738751"
"18954","PstI-TP738790"
"18955","PstI-TP738794"
"18956","PstI-TP738816"
"18957","PstI-TP738822"
"18958","PstI-TP738881"
"18959","PstI-TP738900"
"18960","PstI-TP739117"
"18961","PstI-TP739150"
"18962","PstI-TP739179"
"18963","PstI-TP739202"
"18964","PstI-TP739206"
"18965","PstI-TP739343"
"18966","PstI-TP739422"
"18967","PstI-TP739507"
"18968","PstI-TP739554"
"18969","PstI-TP739620"
"18970","PstI-TP739640"
"18971","PstI-TP739682"
"18972","PstI-TP739746"
"18973","PstI-TP739749"
"18974","PstI-TP739762"
"18975","PstI-TP739775"
"18976","PstI-TP739808"
"18977","PstI-TP739832"
"18978","PstI-TP739865"
"18979","PstI-TP740114"
"18980","PstI-TP740119"
"18981","PstI-TP740124"
"18982","PstI-TP740131"
"18983","PstI-TP740138"
"18984","PstI-TP740140"
"18985","PstI-TP740155"
"18986","PstI-TP740179"
"18987","PstI-TP740233"
"18988","PstI-TP740289"
"18989","PstI-TP740297"
"18990","PstI-TP740299"
"18991","PstI-TP740326"
"18992","PstI-TP740406"
"18993","PstI-TP740426"
"18994","PstI-TP740447"
"18995","PstI-TP740473"
"18996","PstI-TP740525"
"18997","PstI-TP740553"
"18998","PstI-TP740583"
"18999","PstI-TP740597"
"19000","PstI-TP740624"
"19001","PstI-TP740638"
"19002","PstI-TP740662"
"19003","PstI-TP740664"
"19004","PstI-TP740679"
"19005","PstI-TP740689"
"19006","PstI-TP740770"
"19007","PstI-TP740799"
"19008","PstI-TP740803"
"19009","PstI-TP740841"
"19010","PstI-TP740844"
"19011","PstI-TP740855"
"19012","PstI-TP740861"
"19013","PstI-TP740983"
"19014","PstI-TP740984"
"19015","PstI-TP740986"
"19016","PstI-TP740995"
"19017","PstI-TP741002"
"19018","PstI-TP741005"
"19019","PstI-TP741039"
"19020","PstI-TP741054"
"19021","PstI-TP741147"
"19022","PstI-TP741156"
"19023","PstI-TP741163"
"19024","PstI-TP741170"
"19025","PstI-TP741222"
"19026","PstI-TP741307"
"19027","PstI-TP741327"
"19028","PstI-TP741500"
"19029","PstI-TP741519"
"19030","PstI-TP741562"
"19031","PstI-TP741566"
"19032","PstI-TP741578"
"19033","PstI-TP741592"
"19034","PstI-TP741672"
"19035","PstI-TP741708"
"19036","PstI-TP741725"
"19037","PstI-TP741751"
"19038","PstI-TP741784"
"19039","PstI-TP741889"
"19040","PstI-TP741920"
"19041","PstI-TP741957"
"19042","PstI-TP742004"
"19043","PstI-TP742174"
"19044","PstI-TP742191"
"19045","PstI-TP742196"
"19046","PstI-TP742210"
"19047","PstI-TP742343"
"19048","PstI-TP742360"
"19049","PstI-TP742374"
"19050","PstI-TP742379"
"19051","PstI-TP742405"
"19052","PstI-TP742440"
"19053","PstI-TP742466"
"19054","PstI-TP742499"
"19055","PstI-TP742503"
"19056","PstI-TP742518"
"19057","PstI-TP742540"
"19058","PstI-TP742556"
"19059","PstI-TP742623"
"19060","PstI-TP742631"
"19061","PstI-TP742664"
"19062","PstI-TP742778"
"19063","PstI-TP742833"
"19064","PstI-TP742835"
"19065","PstI-TP742879"
"19066","PstI-TP742913"
"19067","PstI-TP742974"
"19068","PstI-TP743010"
"19069","PstI-TP743016"
"19070","PstI-TP743018"
"19071","PstI-TP743029"
"19072","PstI-TP743031"
"19073","PstI-TP743110"
"19074","PstI-TP743113"
"19075","PstI-TP743134"
"19076","PstI-TP743168"
"19077","PstI-TP743204"
"19078","PstI-TP743263"
"19079","PstI-TP743317"
"19080","PstI-TP743323"
"19081","PstI-TP743400"
"19082","PstI-TP743419"
"19083","PstI-TP743425"
"19084","PstI-TP743426"
"19085","PstI-TP743449"
"19086","PstI-TP743474"
"19087","PstI-TP743506"
"19088","PstI-TP743536"
"19089","PstI-TP743566"
"19090","PstI-TP743589"
"19091","PstI-TP743678"
"19092","PstI-TP743703"
"19093","PstI-TP743713"
"19094","PstI-TP743774"
"19095","PstI-TP743824"
"19096","PstI-TP743849"
"19097","PstI-TP743868"
"19098","PstI-TP743926"
"19099","PstI-TP744088"
"19100","PstI-TP744107"
"19101","PstI-TP744116"
"19102","PstI-TP744165"
"19103","PstI-TP744195"
"19104","PstI-TP744201"
"19105","PstI-TP744210"
"19106","PstI-TP744225"
"19107","PstI-TP744252"
"19108","PstI-TP744255"
"19109","PstI-TP744262"
"19110","PstI-TP744391"
"19111","PstI-TP744416"
"19112","PstI-TP744417"
"19113","PstI-TP744473"
"19114","PstI-TP744478"
"19115","PstI-TP744500"
"19116","PstI-TP744520"
"19117","PstI-TP744533"
"19118","PstI-TP744552"
"19119","PstI-TP744556"
"19120","PstI-TP744618"
"19121","PstI-TP744679"
"19122","PstI-TP744694"
"19123","PstI-TP744725"
"19124","PstI-TP744732"
"19125","PstI-TP744734"
"19126","PstI-TP744749"
"19127","PstI-TP744800"
"19128","PstI-TP744811"
"19129","PstI-TP744819"
"19130","PstI-TP744837"
"19131","PstI-TP744880"
"19132","PstI-TP744889"
"19133","PstI-TP744909"
"19134","PstI-TP744920"
"19135","PstI-TP744933"
"19136","PstI-TP744946"
"19137","PstI-TP744959"
"19138","PstI-TP744999"
"19139","PstI-TP745011"
"19140","PstI-TP745087"
"19141","PstI-TP745093"
"19142","PstI-TP745101"
"19143","PstI-TP745118"
"19144","PstI-TP745176"
"19145","PstI-TP745177"
"19146","PstI-TP745179"
"19147","PstI-TP745183"
"19148","PstI-TP745188"
"19149","PstI-TP745331"
"19150","PstI-TP745357"
"19151","PstI-TP745363"
"19152","PstI-TP745382"
"19153","PstI-TP745383"
"19154","PstI-TP745385"
"19155","PstI-TP745398"
"19156","PstI-TP745472"
"19157","PstI-TP745484"
"19158","PstI-TP745529"
"19159","PstI-TP745546"
"19160","PstI-TP745595"
"19161","PstI-TP745600"
"19162","PstI-TP745638"
"19163","PstI-TP745641"
"19164","PstI-TP745674"
"19165","PstI-TP745710"
"19166","PstI-TP745722"
"19167","PstI-TP745727"
"19168","PstI-TP745749"
"19169","PstI-TP745772"
"19170","PstI-TP745785"
"19171","PstI-TP745827"
"19172","PstI-TP745907"
"19173","PstI-TP745908"
"19174","PstI-TP745911"
"19175","PstI-TP745916"
"19176","PstI-TP745929"
"19177","PstI-TP745945"
"19178","PstI-TP745952"
"19179","PstI-TP745959"
"19180","PstI-TP746004"
"19181","PstI-TP746042"
"19182","PstI-TP746092"
"19183","PstI-TP746167"
"19184","PstI-TP746184"
"19185","PstI-TP746189"
"19186","PstI-TP746212"
"19187","PstI-TP746279"
"19188","PstI-TP746300"
"19189","PstI-TP746433"
"19190","PstI-TP746445"
"19191","PstI-TP746464"
"19192","PstI-TP746496"
"19193","PstI-TP746562"
"19194","PstI-TP746597"
"19195","PstI-TP746664"
"19196","PstI-TP746755"
"19197","PstI-TP746780"
"19198","PstI-TP746782"
"19199","PstI-TP746821"
"19200","PstI-TP746826"
"19201","PstI-TP746834"
"19202","PstI-TP746902"
"19203","PstI-TP746991"
"19204","PstI-TP747000"
"19205","PstI-TP747046"
"19206","PstI-TP747056"
"19207","PstI-TP747067"
"19208","PstI-TP747094"
"19209","PstI-TP747095"
"19210","PstI-TP747097"
"19211","PstI-TP747123"
"19212","PstI-TP747136"
"19213","PstI-TP747177"
"19214","PstI-TP747202"
"19215","PstI-TP747209"
"19216","PstI-TP747216"
"19217","PstI-TP747243"
"19218","PstI-TP747261"
"19219","PstI-TP747268"
"19220","PstI-TP747280"
"19221","PstI-TP747312"
"19222","PstI-TP747313"
"19223","PstI-TP747315"
"19224","PstI-TP747371"
"19225","PstI-TP747398"
"19226","PstI-TP747417"
"19227","PstI-TP747497"
"19228","PstI-TP747659"
"19229","PstI-TP747686"
"19230","PstI-TP747860"
"19231","PstI-TP747907"
"19232","PstI-TP747917"
"19233","PstI-TP747987"
"19234","PstI-TP747990"
"19235","PstI-TP748038"
"19236","PstI-TP748134"
"19237","PstI-TP748172"
"19238","PstI-TP748187"
"19239","PstI-TP748221"
"19240","PstI-TP748261"
"19241","PstI-TP748271"
"19242","PstI-TP748274"
"19243","PstI-TP748278"
"19244","PstI-TP748286"
"19245","PstI-TP748334"
"19246","PstI-TP748345"
"19247","PstI-TP748363"
"19248","PstI-TP748364"
"19249","PstI-TP748405"
"19250","PstI-TP748421"
"19251","PstI-TP748445"
"19252","PstI-TP748481"
"19253","PstI-TP748540"
"19254","PstI-TP748623"
"19255","PstI-TP748628"
"19256","PstI-TP748629"
"19257","PstI-TP748634"
"19258","PstI-TP748644"
"19259","PstI-TP748688"
"19260","PstI-TP748746"
"19261","PstI-TP748757"
"19262","PstI-TP748785"
"19263","PstI-TP748791"
"19264","PstI-TP748815"
"19265","PstI-TP748830"
"19266","PstI-TP748831"
"19267","PstI-TP748847"
"19268","PstI-TP748853"
"19269","PstI-TP748874"
"19270","PstI-TP748876"
"19271","PstI-TP748919"
"19272","PstI-TP749072"
"19273","PstI-TP749077"
"19274","PstI-TP749079"
"19275","PstI-TP749093"
"19276","PstI-TP749141"
"19277","PstI-TP749153"
"19278","PstI-TP749183"
"19279","PstI-TP749189"
"19280","PstI-TP749246"
"19281","PstI-TP749266"
"19282","PstI-TP749310"
"19283","PstI-TP749398"
"19284","PstI-TP749420"
"19285","PstI-TP749462"
"19286","PstI-TP749592"
"19287","PstI-TP749674"
"19288","PstI-TP749745"
"19289","PstI-TP749748"
"19290","PstI-TP749759"
"19291","PstI-TP749866"
"19292","PstI-TP749901"
"19293","PstI-TP749903"
"19294","PstI-TP749904"
"19295","PstI-TP749916"
"19296","PstI-TP749918"
"19297","PstI-TP749921"
"19298","PstI-TP749968"
"19299","PstI-TP749993"
"19300","PstI-TP750024"
"19301","PstI-TP750047"
"19302","PstI-TP750065"
"19303","PstI-TP750088"
"19304","PstI-TP750193"
"19305","PstI-TP750230"
"19306","PstI-TP750274"
"19307","PstI-TP750326"
"19308","PstI-TP750394"
"19309","PstI-TP750399"
"19310","PstI-TP750432"
"19311","PstI-TP750466"
"19312","PstI-TP750467"
"19313","PstI-TP750489"
"19314","PstI-TP750514"
"19315","PstI-TP750520"
"19316","PstI-TP750527"
"19317","PstI-TP750529"
"19318","PstI-TP750532"
"19319","PstI-TP750538"
"19320","PstI-TP750575"
"19321","PstI-TP750576"
"19322","PstI-TP750578"
"19323","PstI-TP750640"
"19324","PstI-TP750705"
"19325","PstI-TP750707"
"19326","PstI-TP750733"
"19327","PstI-TP750746"
"19328","PstI-TP750757"
"19329","PstI-TP750772"
"19330","PstI-TP750814"
"19331","PstI-TP750874"
"19332","PstI-TP750906"
"19333","PstI-TP750926"
"19334","PstI-TP750944"
"19335","PstI-TP750988"
"19336","PstI-TP750998"
"19337","PstI-TP751019"
"19338","PstI-TP751026"
"19339","PstI-TP751113"
"19340","PstI-TP751115"
"19341","PstI-TP751133"
"19342","PstI-TP751172"
"19343","PstI-TP751201"
"19344","PstI-TP751295"
"19345","PstI-TP751322"
"19346","PstI-TP751337"
"19347","PstI-TP751339"
"19348","PstI-TP751361"
"19349","PstI-TP751380"
"19350","PstI-TP751415"
"19351","PstI-TP751437"
"19352","PstI-TP751440"
"19353","PstI-TP751681"
"19354","PstI-TP751721"
"19355","PstI-TP751778"
"19356","PstI-TP751804"
"19357","PstI-TP751807"
"19358","PstI-TP751813"
"19359","PstI-TP751820"
"19360","PstI-TP751851"
"19361","PstI-TP751867"
"19362","PstI-TP751870"
"19363","PstI-TP751889"
"19364","PstI-TP752015"
"19365","PstI-TP752031"
"19366","PstI-TP752035"
"19367","PstI-TP752309"
"19368","PstI-TP752361"
"19369","PstI-TP752370"
"19370","PstI-TP752400"
"19371","PstI-TP752437"
"19372","PstI-TP752476"
"19373","PstI-TP752507"
"19374","PstI-TP752522"
"19375","PstI-TP752552"
"19376","PstI-TP752569"
"19377","PstI-TP752582"
"19378","PstI-TP752615"
"19379","PstI-TP752659"
"19380","PstI-TP752700"
"19381","PstI-TP752706"
"19382","PstI-TP752711"
"19383","PstI-TP752714"
"19384","PstI-TP752796"
"19385","PstI-TP752833"
"19386","PstI-TP752840"
"19387","PstI-TP752842"
"19388","PstI-TP752852"
"19389","PstI-TP752859"
"19390","PstI-TP752945"
"19391","PstI-TP752962"
"19392","PstI-TP753007"
"19393","PstI-TP753013"
"19394","PstI-TP753019"
"19395","PstI-TP753030"
"19396","PstI-TP753044"
"19397","PstI-TP753102"
"19398","PstI-TP753132"
"19399","PstI-TP753169"
"19400","PstI-TP753183"
"19401","PstI-TP753218"
"19402","PstI-TP753228"
"19403","PstI-TP753298"
"19404","PstI-TP753303"
"19405","PstI-TP753304"
"19406","PstI-TP753385"
"19407","PstI-TP753464"
"19408","PstI-TP753497"
"19409","PstI-TP753518"
"19410","PstI-TP753532"
"19411","PstI-TP753537"
"19412","PstI-TP753650"
"19413","PstI-TP753660"
"19414","PstI-TP753678"
"19415","PstI-TP753697"
"19416","PstI-TP753704"
"19417","PstI-TP753727"
"19418","PstI-TP753775"
"19419","PstI-TP753847"
"19420","PstI-TP753861"
"19421","PstI-TP753879"
"19422","PstI-TP754021"
"19423","PstI-TP754042"
"19424","PstI-TP754044"
"19425","PstI-TP754183"
"19426","PstI-TP754221"
"19427","PstI-TP754254"
"19428","PstI-TP754277"
"19429","PstI-TP754297"
"19430","PstI-TP754430"
"19431","PstI-TP754508"
"19432","PstI-TP754547"
"19433","PstI-TP754555"
"19434","PstI-TP754559"
"19435","PstI-TP754592"
"19436","PstI-TP754593"
"19437","PstI-TP754708"
"19438","PstI-TP754803"
"19439","PstI-TP754866"
"19440","PstI-TP754972"
"19441","PstI-TP754993"
"19442","PstI-TP755041"
"19443","PstI-TP755072"
"19444","PstI-TP755087"
"19445","PstI-TP755111"
"19446","PstI-TP755144"
"19447","PstI-TP755163"
"19448","PstI-TP755178"
"19449","PstI-TP755200"
"19450","PstI-TP755215"
"19451","PstI-TP755453"
"19452","PstI-TP755492"
"19453","PstI-TP755521"
"19454","PstI-TP755582"
"19455","PstI-TP755602"
"19456","PstI-TP755610"
"19457","PstI-TP755613"
"19458","PstI-TP755615"
"19459","PstI-TP755619"
"19460","PstI-TP755646"
"19461","PstI-TP755673"
"19462","PstI-TP755723"
"19463","PstI-TP755740"
"19464","PstI-TP755744"
"19465","PstI-TP755790"
"19466","PstI-TP755840"
"19467","PstI-TP755904"
"19468","PstI-TP755963"
"19469","PstI-TP756023"
"19470","PstI-TP756125"
"19471","PstI-TP756146"
"19472","PstI-TP756164"
"19473","PstI-TP756165"
"19474","PstI-TP756190"
"19475","PstI-TP756240"
"19476","PstI-TP756250"
"19477","PstI-TP756264"
"19478","PstI-TP756287"
"19479","PstI-TP756298"
"19480","PstI-TP756353"
"19481","PstI-TP756404"
"19482","PstI-TP756530"
"19483","PstI-TP756558"
"19484","PstI-TP756560"
"19485","PstI-TP756565"
"19486","PstI-TP756583"
"19487","PstI-TP756650"
"19488","PstI-TP757321"
"19489","PstI-TP757342"
"19490","PstI-TP757368"
"19491","PstI-TP757375"
"19492","PstI-TP757402"
"19493","PstI-TP757431"
"19494","PstI-TP757560"
"19495","PstI-TP757612"
"19496","PstI-TP757615"
"19497","PstI-TP757619"
"19498","PstI-TP757711"
"19499","PstI-TP757731"
"19500","PstI-TP757732"
"19501","PstI-TP757733"
"19502","PstI-TP757738"
"19503","PstI-TP757744"
"19504","PstI-TP757801"
"19505","PstI-TP757895"
"19506","PstI-TP757921"
"19507","PstI-TP757932"
"19508","PstI-TP757936"
"19509","PstI-TP757966"
"19510","PstI-TP758059"
"19511","PstI-TP758077"
"19512","PstI-TP758091"
"19513","PstI-TP758131"
"19514","PstI-TP758152"
"19515","PstI-TP758165"
"19516","PstI-TP758191"
"19517","PstI-TP758217"
"19518","PstI-TP758246"
"19519","PstI-TP758247"
"19520","PstI-TP758275"
"19521","PstI-TP758288"
"19522","PstI-TP758313"
"19523","PstI-TP758435"
"19524","PstI-TP758437"
"19525","PstI-TP758442"
"19526","PstI-TP758449"
"19527","PstI-TP758451"
"19528","PstI-TP758461"
"19529","PstI-TP758494"
"19530","PstI-TP758501"
"19531","PstI-TP758591"
"19532","PstI-TP758596"
"19533","PstI-TP758604"
"19534","PstI-TP758624"
"19535","PstI-TP758785"
"19536","PstI-TP758835"
"19537","PstI-TP758872"
"19538","PstI-TP758900"
"19539","PstI-TP758934"
"19540","PstI-TP758939"
"19541","PstI-TP758970"
"19542","PstI-TP758998"
"19543","PstI-TP759023"
"19544","PstI-TP759029"
"19545","PstI-TP759084"
"19546","PstI-TP759089"
"19547","PstI-TP759097"
"19548","PstI-TP759102"
"19549","PstI-TP759115"
"19550","PstI-TP759154"
"19551","PstI-TP759199"
"19552","PstI-TP759283"
"19553","PstI-TP759292"
"19554","PstI-TP759352"
"19555","PstI-TP759365"
"19556","PstI-TP759501"
"19557","PstI-TP759517"
"19558","PstI-TP759527"
"19559","PstI-TP759529"
"19560","PstI-TP759583"
"19561","PstI-TP759623"
"19562","PstI-TP759626"
"19563","PstI-TP759673"
"19564","PstI-TP759675"
"19565","PstI-TP759680"
"19566","PstI-TP759688"
"19567","PstI-TP759693"
"19568","PstI-TP759712"
"19569","PstI-TP759758"
"19570","PstI-TP759776"
"19571","PstI-TP759796"
"19572","PstI-TP759811"
"19573","PstI-TP759815"
"19574","PstI-TP759821"
"19575","PstI-TP759834"
"19576","PstI-TP759863"
"19577","PstI-TP759899"
"19578","PstI-TP759917"
"19579","PstI-TP759919"
"19580","PstI-TP759920"
"19581","PstI-TP759980"
"19582","PstI-TP759988"
"19583","PstI-TP759994"
"19584","PstI-TP760021"
"19585","PstI-TP760074"
"19586","PstI-TP760080"
"19587","PstI-TP760298"
"19588","PstI-TP760334"
"19589","PstI-TP760353"
"19590","PstI-TP760415"
"19591","PstI-TP760419"
"19592","PstI-TP760423"
"19593","PstI-TP760540"
"19594","PstI-TP760568"
"19595","PstI-TP760592"
"19596","PstI-TP760618"
"19597","PstI-TP760678"
"19598","PstI-TP760702"
"19599","PstI-TP760763"
"19600","PstI-TP760785"
"19601","PstI-TP760791"
"19602","PstI-TP760954"
"19603","PstI-TP761024"
"19604","PstI-TP761084"
"19605","PstI-TP761159"
"19606","PstI-TP761235"
"19607","PstI-TP761246"
"19608","PstI-TP761288"
"19609","PstI-TP761374"
"19610","PstI-TP761453"
"19611","PstI-TP761464"
"19612","PstI-TP761489"
"19613","PstI-TP761550"
"19614","PstI-TP761571"
"19615","PstI-TP761586"
"19616","PstI-TP761591"
"19617","PstI-TP761602"
"19618","PstI-TP761628"
"19619","PstI-TP761687"
"19620","PstI-TP761757"
"19621","PstI-TP761781"
"19622","PstI-TP761801"
